,time,signal,type,query,choice
0,79.44361448287964,has_information,visual,,3
1,105.57860970497131,has_information,auditory,,0
2,136.62254214286804,has_information,kinesthetic,,3
3,213.4177634716034,has_information,visual,"5798,4983,955",2
4,226.83327770233154,has_information,auditory,"421,556,631",0
5,236.6688256263733,has_information,auditory,"38,341,631",2
6,241.57850813865662,has_information,auditory,"38,562,423",0
7,261.24658846855164,has_information,kinesthetic,"275,2110,1795",2
8,266.7703559398651,has_information,kinesthetic,"275,280,1695",0
9,280.9023790359497,has_information,kinesthetic,"281,280,50",1
10,294.11339044570923,has_information,kinesthetic,"275,280,1549",1
11,303.02629351615906,has_information,kinesthetic,"1536,1569,1549",2
12,341.7395751476288,has_information,visual,"3798,1540,3609",3
13,361.4007830619812,has_information,visual,"3798,1540,3609",3
14,461.04476857185364,has_item,visual,"2209,857,1524",3
15,466.1634771823883,has_item,visual,"954,4824,5832",3
16,476.303484916687,has_item,visual,"430,536,2187",3
17,499.3443145751953,has_item,auditory,"140,765,813",3
18,517.2598211765289,has_item,auditory,"328,288,212",0
19,544.3970284461975,has_item,kinesthetic,"580,1200,1547",0
20,560.479909658432,has_item,kinesthetic,"935,1075,551",3
21,582.8372297286987,has_item,kinesthetic,"935,930,354",0
22,649.8783309459686,searching,auditory,"341,103,783",3
23,666.158638715744,searching,auditory,"1,83,593",3
24,683.8804137706757,searching,visual,"5049,4584,5753",3
25,686.4434652328491,searching,visual,"2900,4039,2208",3
26,688.6103761196136,searching,visual,"5456,2077,5864",3
27,707.941320180893,searching,visual,"5456,2077,5864",0
28,718.0814340114594,searching,visual,"5456,5431,5694",0
29,731.2892203330994,searching,auditory,"709,773,567",3
30,751.2585864067078,searching,auditory,"678,154,238",3
31,766.9224951267242,searching,auditory,"256,154,620",1
32,776.1420769691467,searching,auditory,"816,154,139",1
33,816.6920535564423,searching,kinesthetic,"2024,1813,1749",2
34,830.8265929222107,searching,kinesthetic,"1729,1362,1749",2
35,847.4146718978882,searching,kinesthetic,"1746,368,1749",2
36,896.2651405334473,idle,visual,"4314,5893,2438",3
37,908.2466976642609,idle,visual,"4314,5893,2438",3
38,924.8357191085815,idle,visual,"3558,5837,2189",3
39,941.7319734096527,idle,visual,"809,5566,410",3
40,953.4075443744659,idle,visual,"471,3532,4973",3
41,956.7852363586426,idle,visual,"3590,738,4595",3
42,964.465740442276,idle,visual,"2696,5476,1455",3
43,980.1439094543457,idle,visual,"2696,5476,1455",3
44,985.5294735431671,idle,visual,"1663,687,2536",3
45,991.8059129714966,idle,visual,"1663,687,2536",3
46,993.6499202251434,idle,visual,"5662,4785,3155",3
47,1001.9467825889587,idle,visual,"2049,3522,3440",3
48,1023.7523372173309,idle,auditory,"3,189,426",3
49,1039.5233507156372,idle,auditory,"529,658,616",3
50,1059.1828429698944,idle,auditory,"613,301,616",2
51,1081.8190083503723,idle,auditory,"499,301,585",1
