,time,signal,type,phrase,results
0,3.0447239875793457,has_information,,,"1541,1673,2203,4024,2718,4100,5834,4488,2372,229,621,5347,865,4652,850,2425,5545,1155,1954,864,3697,1667,2539,3475,2644,4415,102,256,925,5019,5594,921,528,41,3093,4396,3191,263,238,3688,1470,4483,646,1476,2263,496,1725,1045,4147,1705,1521,1724,2506,1373,1924,685,4058,285,2608,4424,2956,5112,415,1844,1479,4409,1465,1994,1406,2723,3524,2413,5189,456,2070,616,4101,5627,711,1888,2207,1330,1308,897,1604,1232,1947,3878,154,1086,2543,2450,1035,597,393,3698,3489,3109,4411,4581"
1,19.11593246459961,has_information,Video, ,"829,241,24,650,682,626,176,508,515,121,447,233,616,0,613,151,571,404,211,552,641,727,240,563,555,180,505,328,288,749,104,547,445,86,212,346,322,452,864,112,153,366,479,53,248,81,323,154,341,27,16,464,389,178,640,551,635,529,705,524,665,168,63,448,841,386,608,509,638,261,300,531,385,709,491,806,257,559,337,859,602,14,350,581,685,237,466,336,658,267,537,750,234,400,231,354,451,291,779,247"
2,20.65368938446045,has_information,Movement, ,"1633,1632,1638,1637,1631,1639,1634,1507,1648,1630,1636,1508,1642,1635,1627,1512,1643,1628,1513,1263,1882,1647,1883,1880,1682,1506,1687,1884,1646,1649,1509,1262,1881,1629,383,382,1257,1683,1505,1261,1688,1644,1523,1272,1514,1259,1645,1264,1517,1626,1273,1510,1260,1522,384,1625,1686,1503,381,1502,1894,1511,1689,1692,1252,1256,1890,2008,1267,1258,1685,2007,1253,1274,1677,1641,505,1684,1930,380,1640,1892,1889,1698,1255,1308,1557,2006,394,2009,1757,390,506,391,509,1524,1558,1563,1876,1888"
3,22.14384627342224,has_information,Movement, ,"1541,1673,2203,4024,2718,4100,5834,4488,2372,229,621,5347,865,4652,850,2425,5545,1155,1954,864,3697,1667,2539,3475,2644,4415,102,256,925,5019,5594,921,528,41,3093,4396,3191,263,238,3688,1470,4483,646,1476,2263,496,1725,1045,4147,1705,1521,1724,2506,1373,1924,685,4058,285,2608,4424,2956,5112,415,1844,1479,4409,1465,1994,1406,2723,3524,2413,5189,456,2070,616,4101,5627,711,1888,2207,1330,1308,897,1604,1232,1947,3878,154,1086,2543,2450,1035,597,393,3698,3489,3109,4411,4581"
4,57.61322474479675,has_information,Video,Information ,"4870,3656,148,3899,5446,4851,5587,142"
5,83.93593215942383,has_information,Video,Information ,"829,241,24,650,682,626,176,508,515,121,447,233,616,0,613,151,571,404,211,552,641,727,240,563,555,180,505,328,288,749,104,547,445,86,212,346,322,452,864,112,153,366,479,53,248,81,323,154,341,27,16,464,389,178,640,551,635,529,705,524,665,168,63,448,841,386,608,509,638,261,300,531,385,709,491,806,257,559,337,859,602,14,350,581,685,237,466,336,658,267,537,750,234,400,231,354,451,291,779,247"
6,125.30453038215637,has_information,Audio, ,"1633,1632,1638,1637,1631,1639,1634,1507,1648,1630,1636,1508,1642,1635,1627,1512,1643,1628,1513,1263,1882,1647,1883,1880,1682,1506,1687,1884,1646,1649,1509,1262,1881,1629,383,382,1257,1683,1505,1261,1688,1644,1523,1272,1514,1259,1645,1264,1517,1626,1273,1510,1260,1522,384,1625,1686,1503,381,1502,1894,1511,1689,1692,1252,1256,1890,2008,1267,1258,1685,2007,1253,1274,1677,1641,505,1684,1930,380,1640,1892,1889,1698,1255,1308,1557,2006,394,2009,1757,390,506,391,509,1524,1558,1563,1876,1888"
7,163.50019454956055,has_information,Movement, ,"1541,1673,2203,4024,2718,4100,5834,4488,2372,229,621,5347,865,4652,850,2425,5545,1155,1954,864,3697,1667,2539,3475,2644,4415,102,256,925,5019,5594,921,528,41,3093,4396,3191,263,238,3688,1470,4483,646,1476,2263,496,1725,1045,4147,1705,1521,1724,2506,1373,1924,685,4058,285,2608,4424,2956,5112,415,1844,1479,4409,1465,1994,1406,2723,3524,2413,5189,456,2070,616,4101,5627,711,1888,2207,1330,1308,897,1604,1232,1947,3878,154,1086,2543,2450,1035,597,393,3698,3489,3109,4411,4581"
8,166.57362461090088,has_information,Video, ,"1541,1673,2203,4024,2718,4100,5834,4488,2372,229,621,5347,865,4652,850,2425,5545,1155,1954,864,3697,1667,2539,3475,2644,4415,102,256,925,5019,5594,921,528,41,3093,4396,3191,263,238,3688,1470,4483,646,1476,2263,496,1725,1045,4147,1705,1521,1724,2506,1373,1924,685,4058,285,2608,4424,2956,5112,415,1844,1479,4409,1465,1994,1406,2723,3524,2413,5189,456,2070,616,4101,5627,711,1888,2207,1330,1308,897,1604,1232,1947,3878,154,1086,2543,2450,1035,597,393,3698,3489,3109,4411,4581"
9,213.26668643951416,has_information,Video, ,"1541,1673,2203,4024,2718,4100,5834,4488,2372,229,621,5347,865,4652,850,2425,5545,1155,1954,864,3697,1667,2539,3475,2644,4415,102,256,925,5019,5594,921,528,41,3093,4396,3191,263,238,3688,1470,4483,646,1476,2263,496,1725,1045,4147,1705,1521,1724,2506,1373,1924,685,4058,285,2608,4424,2956,5112,415,1844,1479,4409,1465,1994,1406,2723,3524,2413,5189,456,2070,616,4101,5627,711,1888,2207,1330,1308,897,1604,1232,1947,3878,154,1086,2543,2450,1035,597,393,3698,3489,3109,4411,4581"
