,time,signal,type,phrase,results
0,242.978285074234,idle,Video, ,"5628,376,5462,1004,3356,3098,375,2308,5616,920,3946,4791,703,1444,1420,2050,177,1091,3826,5614,4140,2845,947,740,1311,1842,3777,2476,3412,2947,2385,4337,3023,1323,2092,1835,4321,678,696,5367,5750,1018,4186,2465,2819,4807,3399,4449,2004,311,2765,3502,2312,933,2502,3105,5500,518,2849,1226,3357,460,584,5901,5501,3089,4254,3156,3885,2881,4689,2041,3249,1363,3295,5563,258,3803,4269,5285,2150,1419,2375,5633,377,5609,2677,1590,2940,4202,1312,5479,3636,2609,1482,5273,1890,4011,4809,1011"
1,265.0893933773041,idle,Video, ,"5628,376,5462,1004,3356,3098,375,2308,5616,920,3946,4791,703,1444,1420,2050,177,1091,3826,5614,4140,2845,947,740,1311,1842,3777,2476,3412,2947,2385,4337,3023,1323,2092,1835,4321,678,696,5367,5750,1018,4186,2465,2819,4807,3399,4449,2004,311,2765,3502,2312,933,2502,3105,5500,518,2849,1226,3357,460,584,5901,5501,3089,4254,3156,3885,2881,4689,2041,3249,1363,3295,5563,258,3803,4269,5285,2150,1419,2375,5633,377,5609,2677,1590,2940,4202,1312,5479,3636,2609,1482,5273,1890,4011,4809,1011"
2,537.8919298648834,has_information,Video, ,"497,3578,3537,1961,996,1388,2201,3549,5545,2498,5448,3691,1342,4838,1059,2653,4097,3625,1783,3995,2662,3627,2850,428,4811,466,2379,3980,4824,2269,3810,1705,885,3480,3546,3062,1969,4070,1280,1175,2723,483,3479,2507,2563,3540,2637,3464,273,2722,1262,2925,4100,2440,1378,2551,4401,2777,1397,3109,3585,2787,1860,5256,1278,2596,1118,3167,2517,5578,2085,4354,4925,3290,3506,1010,5006,2241,3284,5743,4595,1797,5252,4562,2523,3275,3733,70,3927,3153,177,2974,4357,1096,5473,1520,1208,1653,948,3425"
3,573.4259774684906,has_information,Audio, ,"384,654,771,31,71,318,606,658,91,194,221,619,514,581,454,506,178,585,491,27,341,555,188,571,151,200,216,160,530,554,638,220,476,762,608,509,301,353,261,12,357,18,562,232,830,811,802,363,705,468,389,449,297,634,785,253,41,824,451,859,602,56,436,539,808,38,137,447,832,486,245,260,248,156,208,343,118,561,648,308,501,73,690,770,247,718,685,100,230,758,565,753,86,529,669,668,238,547,104,630"
4,679.4408378601074,has_information,Movement, ,"1472,1829,1843,1833,1467,1848,1452,842,1473,1474,1844,1468,1453,1834,1454,1457,968,1451,1842,1828,967,1841,840,969,1832,966,841,1223,1459,1466,76,1458,1847,844,843,953,828,2098,965,1094,1471,1450,98,2099,2091,96,829,75,827,826,95,2076,847,2094,1849,1208,2079,1202,825,846,2078,833,848,2096,1470,1091,1217,957,99,2097,794,1846,1222,973,1831,2093,1826,831,79,849,1456,1469,2095,1465,1219,958,2092,1462,1092,791,830,2075,1203,845,97,83,2077,834,2044,404"
5,713.8179264068604,has_information,Movement, ,"1472,1829,1843,1833,1467,1848,1452,842,1473,1474,1844,1468,1453,1834,1454,1457,968,1451,1842,1828,967,1841,840,969,1832,966,841,1223,1459,1466,76,1458,1847,844,843,953,828,2098,965,1094,1471,1450,98,2099,2091,96,829,75,827,826,95,2076,847,2094,1849,1208,2079,1202,825,846,2078,833,848,2096,1470,1091,1217,957,99,2097,794,1846,1222,973,1831,2093,1826,831,79,849,1456,1469,2095,1465,1219,958,2092,1462,1092,791,830,2075,1203,845,97,83,2077,834,2044,404"
6,719.9630811214447,has_information,Movement, ,"1472,1829,1843,1833,1467,1848,1452,842,1473,1474,1844,1468,1453,1834,1454,1457,968,1451,1842,1828,967,1841,840,969,1832,966,841,1223,1459,1466,76,1458,1847,844,843,953,828,2098,965,1094,1471,1450,98,2099,2091,96,829,75,827,826,95,2076,847,2094,1849,1208,2079,1202,825,846,2078,833,848,2096,1470,1091,1217,957,99,2097,794,1846,1222,973,1831,2093,1826,831,79,849,1456,1469,2095,1465,1219,958,2092,1462,1092,791,830,2075,1203,845,97,83,2077,834,2044,404"
7,722.724680185318,has_information,Movement, ,"384,654,771,31,71,318,606,658,91,194,221,619,514,581,454,506,178,585,491,27,341,555,188,571,151,200,216,160,530,554,638,220,476,762,608,509,301,353,261,12,357,18,562,232,830,811,802,363,705,468,389,449,297,634,785,253,41,824,451,859,602,56,436,539,808,38,137,447,832,486,245,260,248,156,208,343,118,561,648,308,501,73,690,770,247,718,685,100,230,758,565,753,86,529,669,668,238,547,104,630"
8,744.9297947883606,has_information,Movement, ,"1472,1829,1843,1833,1467,1848,1452,842,1473,1474,1844,1468,1453,1834,1454,1457,968,1451,1842,1828,967,1841,840,969,1832,966,841,1223,1459,1466,76,1458,1847,844,843,953,828,2098,965,1094,1471,1450,98,2099,2091,96,829,75,827,826,95,2076,847,2094,1849,1208,2079,1202,825,846,2078,833,848,2096,1470,1091,1217,957,99,2097,794,1846,1222,973,1831,2093,1826,831,79,849,1456,1469,2095,1465,1219,958,2092,1462,1092,791,830,2075,1203,845,97,83,2077,834,2044,404"
9,755.594055891037,has_information,Movement, ,"1472,1829,1843,1833,1467,1848,1452,842,1473,1474,1844,1468,1453,1834,1454,1457,968,1451,1842,1828,967,1841,840,969,1832,966,841,1223,1459,1466,76,1458,1847,844,843,953,828,2098,965,1094,1471,1450,98,2099,2091,96,829,75,827,826,95,2076,847,2094,1849,1208,2079,1202,825,846,2078,833,848,2096,1470,1091,1217,957,99,2097,794,1846,1222,973,1831,2093,1826,831,79,849,1456,1469,2095,1465,1219,958,2092,1462,1092,791,830,2075,1203,845,97,83,2077,834,2044,404"
