,time,signal,type,phrase,results
0,124.26052236557007,has_item,,,"2974,2240,4354,2310,2912,3195,2241,273,3140,2809,3742,2519,5113,5490,3062,5596,1178,4783,3741,3225,3128,30,1892,3008,1958,1783,2440,1910,2811,4495,2872,3077,2291,3733,3222,1280,1969,24,1975,2927,2088,5345,3235,1723,186,2958,2873,1026,2724,136,3552,2707,2295,4671,1175,2772,3057,4735,1078,923,2951,501,3218,2329,425,2118,2778,5876,1111,2755,2766,2322,3123,2386,368,2637,3152,5740,236,3007,1275,2808,2767,2352,1976,2445,3927,1597,5203,958,3670,1285,1263,3068,3834,1229,4914,5268,1673,360"
1,153.1385760307312,has_item,Video,Hand,"5740,102,2832,5727,5743,5724,1129,2928,5762,5751,2027,5765,19,5763,5755,2618,5742,671,5757,4443,858,271,5750,680,5746,5766,1576,2784,422,2516,5722,3063,5745,5764,4060,5769,810,5761,5767,4353,2136,153,5681,2588,5728,2782,560,4430,3649,5726,14,5729,5725,1369,248,1886,5744,2960,4227,5686,5756,2875,3499,2878,3801,4015,2301,1875,5737,5749,2587,2616,774,5685,2835,5733,5748,2830,3824,75,5691,2877,1887,2155,5732,5690,5692,2876,5688,2882,16,5680,3975,5684,5078,5687,459,5087,4077,1348"
2,165.44886875152588,has_item,Audio, ,"678,606,248,563,773,154,505,559,585,139,564,670,757,56,3,312,722,288,287,212,333,620,280,194,531,219,601,838,338,74,31,18,835,175,185,220,810,244,306,71,579,487,716,401,792,488,500,508,339,278,820,270,496,28,748,632,721,346,405,188,717,719,491,734,225,128,733,353,518,865,20,59,521,132,730,100,543,832,251,395,192,336,481,361,494,286,99,665,214,522,308,382,854,48,133,640,11,149,742,621"
3,176.5955526828766,has_item,Audio, ,"678,606,248,563,773,154,505,559,585,139,564,670,757,56,3,312,722,288,287,212,333,620,280,194,531,219,601,838,338,74,31,18,835,175,185,220,810,244,306,71,579,487,716,401,792,488,500,508,339,278,820,270,496,28,748,632,721,346,405,188,717,719,491,734,225,128,733,353,518,865,20,59,521,132,730,100,543,832,251,395,192,336,481,361,494,286,99,665,214,522,308,382,854,48,133,640,11,149,742,621"
4,181.09673380851746,has_item,Audio, ,"678,606,248,563,773,154,505,559,585,139,564,670,757,56,3,312,722,288,287,212,333,620,280,194,531,219,601,838,338,74,31,18,835,175,185,220,810,244,306,71,579,487,716,401,792,488,500,508,339,278,820,270,496,28,748,632,721,346,405,188,717,719,491,734,225,128,733,353,518,865,20,59,521,132,730,100,543,832,251,395,192,336,481,361,494,286,99,665,214,522,308,382,854,48,133,640,11,149,742,621"
5,226.8723955154419,has_item,Audio, ,"1020,1000,1001,1875,1021,1383,1005,1016,1378,895,878,1004,1024,875,1003,1050,1879,876,1398,1070,1899,1393,879,1399,899,1051,1394,896,1878,1379,877,1895,898,1015,1054,1429,1877,897,1392,1055,1434,1446,1006,884,1010,1397,1876,1896,1449,1395,880,1897,1898,1377,883,1056,881,1023,1071,1376,1396,945,1009,1940,1375,1074,1053,1382,890,1428,1019,1448,1433,1381,925,1128,1065,1891,1388,1389,1127,1384,1425,1060,1445,1881,1148,1008,1884,1011,891,754,752,1387,1147,1431,1426,1066,1925,1002"
6,231.58923316001892,has_item,Movement, ,"678,606,248,563,773,154,505,559,585,139,564,670,757,56,3,312,722,288,287,212,333,620,280,194,531,219,601,838,338,74,31,18,835,175,185,220,810,244,306,71,579,487,716,401,792,488,500,508,339,278,820,270,496,28,748,632,721,346,405,188,717,719,491,734,225,128,733,353,518,865,20,59,521,132,730,100,543,832,251,395,192,336,481,361,494,286,99,665,214,522,308,382,854,48,133,640,11,149,742,621"
7,243.46295952796936,has_item,Audio, ,"1020,1000,1001,1875,1021,1383,1005,1016,1378,895,878,1004,1024,875,1003,1050,1879,876,1398,1070,1899,1393,879,1399,899,1051,1394,896,1878,1379,877,1895,898,1015,1054,1429,1877,897,1392,1055,1434,1446,1006,884,1010,1397,1876,1896,1449,1395,880,1897,1898,1377,883,1056,881,1023,1071,1376,1396,945,1009,1940,1375,1074,1053,1382,890,1428,1019,1448,1433,1381,925,1128,1065,1891,1388,1389,1127,1384,1425,1060,1445,1881,1148,1008,1884,1011,891,754,752,1387,1147,1431,1426,1066,1925,1002"
8,247.0457193851471,has_item,Movement, ,"678,606,248,563,773,154,505,559,585,139,564,670,757,56,3,312,722,288,287,212,333,620,280,194,531,219,601,838,338,74,31,18,835,175,185,220,810,244,306,71,579,487,716,401,792,488,500,508,339,278,820,270,496,28,748,632,721,346,405,188,717,719,491,734,225,128,733,353,518,865,20,59,521,132,730,100,543,832,251,395,192,336,481,361,494,286,99,665,214,522,308,382,854,48,133,640,11,149,742,621"
9,258.82705426216125,has_item,Audio, ,"1020,1000,1001,1875,1021,1383,1005,1016,1378,895,878,1004,1024,875,1003,1050,1879,876,1398,1070,1899,1393,879,1399,899,1051,1394,896,1878,1379,877,1895,898,1015,1054,1429,1877,897,1392,1055,1434,1446,1006,884,1010,1397,1876,1896,1449,1395,880,1897,1898,1377,883,1056,881,1023,1071,1376,1396,945,1009,1940,1375,1074,1053,1382,890,1428,1019,1448,1433,1381,925,1128,1065,1891,1388,1389,1127,1384,1425,1060,1445,1881,1148,1008,1884,1011,891,754,752,1387,1147,1431,1426,1066,1925,1002"
10,259.23550248146057,has_item,Movement, ,"1020,1000,1001,1875,1021,1383,1005,1016,1378,895,878,1004,1024,875,1003,1050,1879,876,1398,1070,1899,1393,879,1399,899,1051,1394,896,1878,1379,877,1895,898,1015,1054,1429,1877,897,1392,1055,1434,1446,1006,884,1010,1397,1876,1896,1449,1395,880,1897,1898,1377,883,1056,881,1023,1071,1376,1396,945,1009,1940,1375,1074,1053,1382,890,1428,1019,1448,1433,1381,925,1128,1065,1891,1388,1389,1127,1384,1425,1060,1445,1881,1148,1008,1884,1011,891,754,752,1387,1147,1431,1426,1066,1925,1002"
11,262.4547576904297,has_item,Movement, ,"1020,1000,1001,1875,1021,1383,1005,1016,1378,895,878,1004,1024,875,1003,1050,1879,876,1398,1070,1899,1393,879,1399,899,1051,1394,896,1878,1379,877,1895,898,1015,1054,1429,1877,897,1392,1055,1434,1446,1006,884,1010,1397,1876,1896,1449,1395,880,1897,1898,1377,883,1056,881,1023,1071,1376,1396,945,1009,1940,1375,1074,1053,1382,890,1428,1019,1448,1433,1381,925,1128,1065,1891,1388,1389,1127,1384,1425,1060,1445,1881,1148,1008,1884,1011,891,754,752,1387,1147,1431,1426,1066,1925,1002"
12,262.46029233932495,has_item,Movement, ,"2974,2240,4354,2310,2912,3195,2241,273,3140,2809,3742,2519,5113,5490,3062,5596,1178,4783,3741,3225,3128,30,1892,3008,1958,1783,2440,1910,2811,4495,2872,3077,2291,3733,3222,1280,1969,24,1975,2927,2088,5345,3235,1723,186,2958,2873,1026,2724,136,3552,2707,2295,4671,1175,2772,3057,4735,1078,923,2951,501,3218,2329,425,2118,2778,5876,1111,2755,2766,2322,3123,2386,368,2637,3152,5740,236,3007,1275,2808,2767,2352,1976,2445,3927,1597,5203,958,3670,1285,1263,3068,3834,1229,4914,5268,1673,360"
