condition,rank,signal,trial,modality,id,pid,name,time
autoencoder,0,has_item,0,visual,2043,37,512_7932_7932382.jpg,1714685279573
contrastive+VAE,1,has_item,0,visual,2241,37,512_8568_8568715.jpg,1714685279573
VAE,2,has_item,0,visual,5743,37,512_10606_10606322.jpg,1714685279573
contrastive+autoencoder,3,has_item,0,visual,1850,37,512_8818_8818982.jpg,1714685279573
contrastive,4,has_item,0,visual,4937,37,512_10163_10163266.jpg,1714685279573
autoencoder,0,has_item,1,visual,1391,37,512_7158_7158934.jpg,1714685324121
VAE,1,has_item,1,visual,5585,37,512_10468_10468702.jpg,1714685324121
contrastive+autoencoder,2,has_item,1,visual,226,37,512_8718_8718007.jpg,1714685324121
contrastive,3,has_item,1,visual,5303,37,512_10303_10303017.jpg,1714685324121
contrastive+VAE,4,has_item,1,visual,1485,37,512_8716_8716682.jpg,1714685324121
contrastive,0,has_item,2,visual,4016,37,512_9534_9534753.jpg,1714685372366
contrastive+autoencoder,1,has_item,2,visual,5276,37,512_10292_10292528.jpg,1714685372366
random,2,has_item,2,visual,5748,37,512_10606_10606327.jpg,1714685372366
contrastive+VAE,3,has_item,2,visual,891,37,512_8485_8485615.jpg,1714685372366
autoencoder,4,has_item,2,visual,5414,37,512_10399_10399029.jpg,1714685372366
autoencoder,0,has_item,3,visual,3754,37,512_9284_9284658.jpg,1714685421421
contrastive+autoencoder,1,has_item,3,visual,1081,37,512_8798_8798012.jpg,1714685421421
VAE,2,has_item,3,visual,5174,37,512_10195_10195190.jpg,1714685421421
random,3,has_item,3,visual,2999,37,512_9121_9121591.jpg,1714685421421
contrastive,4,has_item,3,visual,311,37,512_7211_7211808.jpg,1714685421421
contrastive+VAE,0,has_item,4,visual,1151,37,512_7305_7305931.jpg,1714685467617
contrastive+VAE,1,has_item,4,visual,1485,37,512_8716_8716682.jpg,1714685467617
contrastive,2,has_item,4,visual,311,37,512_7211_7211808.jpg,1714685467617
autoencoder,3,has_item,4,visual,5414,37,512_10399_10399029.jpg,1714685467617
contrastive,4,has_item,4,visual,4937,37,512_10163_10163266.jpg,1714685467617
random,0,has_item,5,visual,4411,37,512_9818_9818083.jpg,1714685499889
contrastive+autoencoder,1,has_item,5,visual,858,37,512_6416_6416328.jpg,1714685499889
autoencoder,2,has_item,5,visual,3353,37,512_9121_9121619.jpg,1714685499889
contrastive,3,has_item,5,visual,5411,37,512_10399_10399021.jpg,1714685499889
VAE,4,has_item,5,visual,4414,37,512_9818_9818095.jpg,1714685499889
contrastive+VAE,0,has_item,6,visual,3800,37,512_9305_9305882.jpg,1714685537194
VAE,1,has_item,6,visual,5292,37,512_10302_10302929.jpg,1714685537194
contrastive+autoencoder,2,has_item,6,visual,662,37,512_7158_7158926.jpg,1714685537194
random,3,has_item,6,visual,4448,37,512_9821_9821971.jpg,1714685537194
autoencoder,4,has_item,6,visual,940,37,512_8721_8721073.jpg,1714685537194
contrastive+VAE,0,has_item,7,visual,4761,37,512_9937_9937629.jpg,1714685576667
autoencoder,1,has_item,7,visual,1486,37,512_8720_8720470.jpg,1714685576667
random,2,has_item,7,visual,2788,37,512_8761_8761696.jpg,1714685576667
contrastive+autoencoder,3,has_item,7,visual,1947,37,512_7742_7742988.jpg,1714685576667
VAE,4,has_item,7,visual,661,37,512_6839_6839005.jpg,1714685576667
contrastive+autoencoder,0,has_item,8,visual,5551,37,512_10402_10402731.jpg,1714685611889
autoencoder,1,has_item,8,visual,1426,37,512_7932_7932422.jpg,1714685611889
random,2,has_item,8,visual,5730,37,512_10606_10606291.jpg,1714685611889
contrastive+VAE,3,has_item,8,visual,2132,37,512_8266_8266751.jpg,1714685611889
VAE,4,has_item,8,visual,5254,37,512_10282_10282564.jpg,1714685611889
VAE,0,has_item,9,visual,4414,37,512_9818_9818095.jpg,1714685641395
autoencoder,1,has_item,9,visual,940,37,512_8721_8721073.jpg,1714685641395
VAE,2,has_item,9,visual,5254,37,512_10282_10282564.jpg,1714685641395
VAE,3,has_item,9,visual,661,37,512_6839_6839005.jpg,1714685641395
contrastive,4,has_item,9,visual,4937,37,512_10163_10163266.jpg,1714685641395
