condition,rank,signal,trial,modality,id,pid,name,time
autoencoder,0,has_information,0,visual,711,34,512_8362_8362296.jpg,1714455070131
contrastive+autoencoder,1,has_information,0,visual,3430,34,512_9197_9197782.jpg,1714455070132
contrastive,2,has_information,0,visual,2621,34,512_8761_8761689.jpg,1714455070132
contrastive+VAE,3,has_information,0,visual,4941,34,512_10163_10163270.jpg,1714455070132
random,4,has_information,0,visual,2840,34,512_8800_8800744.jpg,1714455070132
contrastive,0,has_information,1,visual,2394,34,512_8721_8721034.jpg,1714455131794
autoencoder,1,has_information,1,visual,3696,34,512_9284_9284536.jpg,1714455131794
random,2,has_information,1,visual,2053,34,512_8628_8628730.jpg,1714455131794
contrastive+autoencoder,3,has_information,1,visual,1395,34,512_7403_7403031.jpg,1714455131794
VAE,4,has_information,1,visual,3580,34,512_9256_9256074.jpg,1714455131794
contrastive,0,has_information,2,visual,24,34,512_6172_6172527.jpg,1714455166649
VAE,1,has_information,2,visual,3324,34,512_9090_9090822.jpg,1714455166649
autoencoder,2,has_information,2,visual,420,34,512_7402_7402987.jpg,1714455166649
contrastive+VAE,3,has_information,2,visual,2765,34,512_8722_8722364.jpg,1714455166649
random,4,has_information,2,visual,136,34,512_6839_6839004.jpg,1714455166649
contrastive+autoencoder,0,has_information,3,visual,3865,34,512_9445_9445536.jpg,1714455208615
VAE,1,has_information,3,visual,856,34,512_8756_8756185.jpg,1714455208615
autoencoder,2,has_information,3,visual,958,34,512_7994_7994337.jpg,1714455208615
contrastive+VAE,3,has_information,3,visual,894,34,512_7742_7742997.jpg,1714455208615
contrastive,4,has_information,3,visual,5729,34,512_10606_10606288.jpg,1714455208615
random,0,has_information,4,visual,2840,34,512_8800_8800744.jpg,1714455267896
contrastive+VAE,1,has_information,4,visual,1990,34,512_7740_7740445.jpg,1714455267896
contrastive,2,has_information,4,visual,5729,34,512_10606_10606288.jpg,1714455267896
VAE,3,has_information,4,visual,3580,34,512_9256_9256074.jpg,1714455267896
random,4,has_information,4,visual,136,34,512_6839_6839004.jpg,1714455267896
autoencoder,0,has_information,5,visual,4142,34,512_9547_9547348.jpg,1714455299020
random,1,has_information,5,visual,3088,34,512_9066_9066284.jpg,1714455299020
contrastive+autoencoder,2,has_information,5,visual,1785,34,512_8756_8756262.jpg,1714455299020
VAE,3,has_information,5,visual,756,34,512_8617_8617214.jpg,1714455299020
contrastive+VAE,4,has_information,5,visual,2030,34,512_8818_8818995.jpg,1714455299020
autoencoder,0,has_information,6,visual,2747,34,512_8996_8996751.jpg,1714455339490
VAE,1,has_information,6,visual,257,34,512_6454_6454232.jpg,1714455339490
contrastive+autoencoder,2,has_information,6,visual,962,34,512_8718_8718000.jpg,1714455339490
contrastive,3,has_information,6,visual,20,34,512_6172_6172530.jpg,1714455339490
contrastive+VAE,4,has_information,6,visual,4436,34,512_9820_9820039.jpg,1714455339490
random,0,has_information,7,visual,2518,34,512_8793_8793335.jpg,1714455371358
contrastive,1,has_information,7,visual,5012,34,512_10181_10181416.jpg,1714455371358
autoencoder,2,has_information,7,visual,1696,34,512_8485_8485598.jpg,1714455371358
contrastive+VAE,3,has_information,7,visual,5815,34,512_10606_10606446.jpg,1714455371358
VAE,4,has_information,7,visual,2526,34,512_8996_8996545.jpg,1714455371358
random,0,has_information,8,visual,3289,34,512_9076_9076280.jpg,1714455414075
contrastive+VAE,1,has_information,8,visual,106,34,512_8121_8121328.jpg,1714455414075
autoencoder,2,has_information,8,visual,267,34,512_6454_6454143.jpg,1714455414075
contrastive+autoencoder,3,has_information,8,visual,20,34,512_6172_6172530.jpg,1714455414075
VAE,4,has_information,8,visual,4448,34,512_9821_9821971.jpg,1714455414075
VAE,0,has_information,9,visual,4448,34,512_9821_9821971.jpg,1714455432714
contrastive+VAE,1,has_information,9,visual,2030,34,512_8818_8818995.jpg,1714455432714
contrastive+VAE,2,has_information,9,visual,4436,34,512_9820_9820039.jpg,1714455432714
random,3,has_information,9,visual,136,34,512_6839_6839004.jpg,1714455432714
VAE,4,has_information,9,visual,2526,34,512_8996_8996545.jpg,1714455432714
