condition,rank,signal,trial,modality,id,pid,name,time
contrastive+autoencoder,0,idle,0,visual,4119,40,512_9541_9541833.jpg,1714764137525
random,1,idle,0,visual,5877,40,512_10606_10606592.jpg,1714764137525
autoencoder,2,idle,0,visual,5292,40,512_10302_10302929.jpg,1714764137525
contrastive,3,idle,0,visual,4437,40,512_9820_9820040.jpg,1714764137525
contrastive+VAE,4,idle,0,visual,1502,40,512_8362_8362322.jpg,1714764137525
VAE,0,idle,1,visual,5897,40,512_10606_10606636.jpg,1714764162747
contrastive+autoencoder,1,idle,1,visual,4440,40,512_9820_9820043.jpg,1714764162747
contrastive,2,idle,1,visual,4325,40,512_9710_9710167.jpg,1714764162747
contrastive+VAE,3,idle,1,visual,3090,40,512_9066_9066392.jpg,1714764162747
autoencoder,4,idle,1,visual,940,40,512_8721_8721073.jpg,1714764162747
autoencoder,0,idle,2,visual,2014,40,512_8716_8716586.jpg,1714764184579
contrastive+autoencoder,1,idle,2,visual,5786,40,512_10606_10606395.jpg,1714764184579
random,2,idle,2,visual,3325,40,512_9090_9090827.jpg,1714764184579
contrastive+VAE,3,idle,2,visual,226,40,512_8718_8718007.jpg,1714764184579
contrastive,4,idle,2,visual,662,40,512_7158_7158926.jpg,1714764184579
random,0,idle,3,visual,5511,40,512_10402_10402028.jpg,1714764212400
contrastive+VAE,1,idle,3,visual,5233,40,512_10246_10246801.jpg,1714764212400
VAE,2,idle,3,visual,106,40,512_8121_8121328.jpg,1714764212400
contrastive,3,idle,3,visual,4404,40,512_9818_9818063.jpg,1714764212400
autoencoder,4,idle,3,visual,142,40,512_6844_6844415.jpg,1714764212400
autoencoder,0,idle,4,visual,4348,40,512_9757_9757223.jpg,1714764234530
contrastive+VAE,1,idle,4,visual,1502,40,512_8362_8362322.jpg,1714764234530
autoencoder,2,idle,4,visual,142,40,512_6844_6844415.jpg,1714764234530
autoencoder,3,idle,4,visual,940,40,512_8721_8721073.jpg,1714764234530
contrastive,4,idle,4,visual,662,40,512_7158_7158926.jpg,1714764234530
random,0,idle,5,visual,3413,40,512_9197_9197765.jpg,1714764258577
autoencoder,1,idle,5,visual,3941,40,512_9523_9523659.jpg,1714764258577
VAE,2,idle,5,visual,3651,40,512_9284_9284459.jpg,1714764258577
contrastive+VAE,3,idle,5,visual,5786,40,512_10606_10606395.jpg,1714764258577
contrastive+autoencoder,4,idle,5,visual,998,40,512_8716_8716391.jpg,1714764258577
VAE,0,idle,6,visual,4355,40,512_9757_9757233.jpg,1714764286962
autoencoder,1,idle,6,visual,5120,40,512_10182_10182775.jpg,1714764286962
random,2,idle,6,visual,2198,40,512_7932_7932526.jpg,1714764286962
contrastive+VAE,3,idle,6,visual,3006,40,512_8716_8716677.jpg,1714764286962
contrastive+autoencoder,4,idle,6,visual,684,40,512_6449_6449721.jpg,1714764286962
contrastive,0,idle,7,visual,1911,40,512_8609_8609967.jpg,1714764312585
autoencoder,1,idle,7,visual,451,40,512_7159_7159000.jpg,1714764312585
contrastive+VAE,2,idle,7,visual,65,40,512_6844_6844410.jpg,1714764312585
contrastive+autoencoder,3,idle,7,visual,1087,40,512_7740_7740422.jpg,1714764312585
random,4,idle,7,visual,277,40,512_7158_7158882.jpg,1714764312585
contrastive+autoencoder,0,idle,8,visual,5783,40,512_10606_10606388.jpg,1714764342968
VAE,1,idle,8,visual,339,40,512_8948_8948330.jpg,1714764342968
contrastive+VAE,2,idle,8,visual,4499,40,512_9856_9856947.jpg,1714764342968
contrastive,3,idle,8,visual,4759,40,512_9937_9937621.jpg,1714764342968
autoencoder,4,idle,8,visual,4498,40,512_9856_9856939.jpg,1714764342968
autoencoder,0,idle,9,visual,4498,40,512_9856_9856939.jpg,1714764358013
contrastive+autoencoder,1,idle,9,visual,998,40,512_8716_8716391.jpg,1714764358013
random,2,idle,9,visual,277,40,512_7158_7158882.jpg,1714764358013
contrastive+autoencoder,3,idle,9,visual,684,40,512_6449_6449721.jpg,1714764358013
contrastive,4,idle,9,visual,662,40,512_7158_7158926.jpg,1714764358013
