condition,rank,signal,trial,modality,id,pid,name,time
random,0,searching,0,visual,383,7,512_8112_8112759.jpg,1713899115923
contrastive+autoencoder,1,searching,0,visual,3727,7,512_9284_9284599.jpg,1713899115923
contrastive,2,searching,0,visual,4436,7,512_9820_9820039.jpg,1713899115923
autoencoder,3,searching,0,visual,1388,7,512_6449_6449678.jpg,1713899115923
contrastive+VAE,4,searching,0,visual,5114,7,512_10182_10182739.jpg,1713899115923
contrastive,0,searching,1,visual,72,7,512_7158_7158874.jpg,1713899146305
contrastive+autoencoder,1,searching,1,visual,2583,7,512_8745_8745817.jpg,1713899146305
contrastive+VAE,2,searching,1,visual,791,7,512_7305_7305886.jpg,1713899146305
autoencoder,3,searching,1,visual,5802,7,512_10606_10606433.jpg,1713899146305
random,4,searching,1,visual,1695,7,512_8485_8485570.jpg,1713899146305
contrastive+VAE,0,searching,2,visual,4630,7,512_9860_9860003.jpg,1713899172497
autoencoder,1,searching,2,visual,150,7,512_6416_6416401.jpg,1713899172497
VAE,2,searching,2,visual,367,7,512_7931_7931421.jpg,1713899172497
contrastive+autoencoder,3,searching,2,visual,507,7,512_7920_7920851.jpg,1713899172497
contrastive,4,searching,2,visual,4015,7,512_9534_9534750.jpg,1713899172497
contrastive+VAE,0,searching,3,visual,3049,7,512_9090_9090877.jpg,1713899191754
contrastive+autoencoder,1,searching,3,visual,5176,7,512_10195_10195192.jpg,1713899191754
random,2,searching,3,visual,584,7,512_6844_6844501.jpg,1713899191754
contrastive,3,searching,3,visual,1352,7,512_7403_7403030.jpg,1713899191754
VAE,4,searching,3,visual,5457,7,512_10399_10399331.jpg,1713899191754
contrastive+VAE,0,searching,4,visual,4949,7,512_10163_10163278.jpg,1713899209948
contrastive,1,searching,4,visual,4015,7,512_9534_9534750.jpg,1713899209948
contrastive+VAE,2,searching,4,visual,5114,7,512_10182_10182739.jpg,1713899209948
VAE,3,searching,4,visual,5457,7,512_10399_10399331.jpg,1713899209948
random,4,searching,4,visual,1695,7,512_8485_8485570.jpg,1713899209948
contrastive,0,searching,5,visual,499,7,512_7920_7920878.jpg,1713899237744
autoencoder,1,searching,5,visual,170,7,512_8121_8121262.jpg,1713899237744
contrastive+VAE,2,searching,5,visual,5303,7,512_10303_10303017.jpg,1713899237744
VAE,3,searching,5,visual,4937,7,512_10163_10163266.jpg,1713899237744
contrastive+autoencoder,4,searching,5,visual,5786,7,512_10606_10606395.jpg,1713899237744
VAE,0,searching,6,visual,3171,7,512_9080_9080650.jpg,1713899269574
contrastive+VAE,1,searching,6,visual,402,7,512_8121_8121319.jpg,1713899269574
random,2,searching,6,visual,4156,7,512_9566_9566513.jpg,1713899269574
autoencoder,3,searching,6,visual,1118,7,512_6172_6172507.jpg,1713899269574
contrastive,4,searching,6,visual,2980,7,512_9066_9066257.jpg,1713899269574
contrastive+VAE,0,searching,7,visual,2909,7,512_9121_9121593.jpg,1713899286621
autoencoder,1,searching,7,visual,1849,7,512_8800_8800204.jpg,1713899286621
contrastive,2,searching,7,visual,11,7,512_7920_7920939.jpg,1713899286621
contrastive+autoencoder,3,searching,7,visual,3656,7,512_9284_9284464.jpg,1713899286621
random,4,searching,7,visual,2805,7,512_9090_9090861.jpg,1713899286621
contrastive+autoencoder,0,searching,8,visual,4165,7,512_9566_9566532.jpg,1713899304031
contrastive+VAE,1,searching,8,visual,3385,7,512_9197_9197221.jpg,1713899304031
contrastive,2,searching,8,visual,3549,7,512_9255_9255484.jpg,1713899304031
autoencoder,3,searching,8,visual,3283,7,512_9066_9066531.jpg,1713899304031
random,4,searching,8,visual,1883,7,512_8793_8793281.jpg,1713899304031
random,0,searching,9,visual,2805,7,512_9090_9090861.jpg,1713899324768
random,1,searching,9,visual,1883,7,512_8793_8793281.jpg,1713899324768
contrastive+autoencoder,2,searching,9,visual,5786,7,512_10606_10606395.jpg,1713899324768
random,3,searching,9,visual,1695,7,512_8485_8485570.jpg,1713899324768
contrastive,4,searching,9,visual,2980,7,512_9066_9066257.jpg,1713899324768
