condition,rank,signal,trial,modality,id,pid,name,time
random,0,has_information,0,kinetic,2075,24,2075.png,1714167271382
contrastive+autoencoder,1,has_information,0,kinetic,2085,24,2085.png,1714167271382
VAE,2,has_information,0,kinetic,2096,24,2096.png,1714167271382
autoencoder,3,has_information,0,kinetic,2097,24,2097.png,1714167271382
contrastive,4,has_information,0,kinetic,847,24,847.png,1714167271382
contrastive,0,has_information,1,kinetic,391,24,391.png,1714167372535
contrastive+VAE,1,has_information,1,kinetic,2016,24,2016.png,1714167372535
VAE,2,has_information,1,kinetic,2017,24,2017.png,1714167372535
random,3,has_information,1,kinetic,2018,24,2018.png,1714167372535
contrastive+autoencoder,4,has_information,1,kinetic,2015,24,2015.png,1714167372535
contrastive,0,has_information,2,kinetic,1286,24,1286.png,1714167428683
random,1,has_information,2,kinetic,2081,24,2081.png,1714167428683
autoencoder,2,has_information,2,kinetic,2076,24,2076.png,1714167428683
contrastive+VAE,3,has_information,2,kinetic,2075,24,2075.png,1714167428683
VAE,4,has_information,2,kinetic,2077,24,2077.png,1714167428683
random,0,has_information,3,kinetic,437,24,437.png,1714167486289
autoencoder,1,has_information,3,kinetic,1937,24,1937.png,1714167486289
VAE,2,has_information,3,kinetic,1933,24,1933.png,1714167486289
contrastive,3,has_information,3,kinetic,2062,24,2062.png,1714167486289
contrastive+autoencoder,4,has_information,3,kinetic,1675,24,1675.png,1714167486289
contrastive,0,has_information,4,kinetic,847,24,847.png,1714167531619
VAE,1,has_information,4,kinetic,2077,24,2077.png,1714167531619
contrastive+autoencoder,2,has_information,4,kinetic,1675,24,1675.png,1714167531619
contrastive+VAE,3,has_information,4,kinetic,240,24,240.png,1714167531619
contrastive+autoencoder,4,has_information,4,kinetic,2015,24,2015.png,1714167531619
contrastive,0,has_information,5,kinetic,591,24,591.png,1714167571980
contrastive+autoencoder,1,has_information,5,kinetic,1218,24,1218.png,1714167571980
autoencoder,2,has_information,5,kinetic,1215,24,1215.png,1714167571980
random,3,has_information,5,kinetic,1217,24,1217.png,1714167571980
contrastive+VAE,4,has_information,5,kinetic,1207,24,1207.png,1714167571980
contrastive+VAE,0,has_information,6,kinetic,261,24,261.png,1714167634487
autoencoder,1,has_information,6,kinetic,138,24,138.png,1714167634487
VAE,2,has_information,6,kinetic,128,24,128.png,1714167634487
random,3,has_information,6,kinetic,147,24,147.png,1714167634487
contrastive+autoencoder,4,has_information,6,kinetic,272,24,272.png,1714167634487
contrastive+autoencoder,0,has_information,7,kinetic,967,24,967.png,1714167700417
random,1,has_information,7,kinetic,965,24,965.png,1714167700417
contrastive+VAE,2,has_information,7,kinetic,968,24,968.png,1714167700417
contrastive,3,has_information,7,kinetic,1340,24,1340.png,1714167700417
autoencoder,4,has_information,7,kinetic,955,24,955.png,1714167700417
random,0,has_information,8,kinetic,261,24,261.png,1714167750287
VAE,1,has_information,8,kinetic,251,24,251.png,1714167750287
autoencoder,2,has_information,8,kinetic,313,24,313.png,1714167750287
contrastive+autoencoder,3,has_information,8,kinetic,273,24,273.png,1714167750287
contrastive,4,has_information,8,kinetic,327,24,327.png,1714167750287
autoencoder,0,has_information,9,kinetic,955,24,955.png,1714167820698
contrastive+VAE,1,has_information,9,kinetic,1207,24,1207.png,1714167820699
contrastive,2,has_information,9,kinetic,327,24,327.png,1714167820699
contrastive+autoencoder,3,has_information,9,kinetic,272,24,272.png,1714167820699
contrastive+autoencoder,4,has_information,9,kinetic,2015,24,2015.png,1714167820699
