condition,rank,signal,trial,modality,id,pid,name,time
VAE,0,idle,0,visual,3651,16,512_9284_9284459.jpg,1713998225356
contrastive+autoencoder,1,idle,0,visual,998,16,512_8716_8716391.jpg,1713998225356
contrastive,2,idle,0,visual,341,16,512_8716_8716890.jpg,1713998225356
random,3,idle,0,visual,3413,16,512_9197_9197765.jpg,1713998225356
autoencoder,4,idle,0,visual,3941,16,512_9523_9523659.jpg,1713998225356
VAE,0,idle,1,visual,4355,16,512_9757_9757233.jpg,1713998291546
contrastive+autoencoder,1,idle,1,visual,684,16,512_6449_6449721.jpg,1713998291546
contrastive+VAE,2,idle,1,visual,3006,16,512_8716_8716677.jpg,1713998291546
random,3,idle,1,visual,2198,16,512_7932_7932526.jpg,1713998291546
autoencoder,4,idle,1,visual,5120,16,512_10182_10182775.jpg,1713998291546
contrastive,0,idle,2,visual,336,16,512_7211_7211800.jpg,1713998327752
VAE,1,idle,2,visual,3290,16,512_9076_9076312.jpg,1713998327752
autoencoder,2,idle,2,visual,654,16,512_7305_7305958.jpg,1713998327752
random,3,idle,2,visual,506,16,512_8756_8756068.jpg,1713998327752
contrastive+autoencoder,4,idle,2,visual,747,16,512_7211_7211946.jpg,1713998327752
contrastive,0,idle,3,visual,1911,16,512_8609_8609967.jpg,1713998374439
VAE,1,idle,3,visual,1161,16,512_7158_7158997.jpg,1713998374439
autoencoder,2,idle,3,visual,451,16,512_7159_7159000.jpg,1713998374439
contrastive+VAE,3,idle,3,visual,65,16,512_6844_6844410.jpg,1713998374439
random,4,idle,3,visual,277,16,512_7158_7158882.jpg,1713998374439
contrastive+autoencoder,0,idle,4,visual,1514,16,512_8793_8793307.jpg,1713998412128
autoencoder,1,idle,4,visual,5120,16,512_10182_10182775.jpg,1713998412128
random,2,idle,4,visual,277,16,512_7158_7158882.jpg,1713998412128
contrastive+autoencoder,3,idle,4,visual,747,16,512_7211_7211946.jpg,1713998412128
autoencoder,4,idle,4,visual,3941,16,512_9523_9523659.jpg,1713998412128
autoencoder,0,idle,5,visual,5552,16,512_10402_10402732.jpg,1713998456739
VAE,1,idle,5,visual,127,16,512_7920_7920844.jpg,1713998456739
random,2,idle,5,visual,2931,16,512_8761_8761641.jpg,1713998456739
contrastive+autoencoder,3,idle,5,visual,1312,16,512_8701_8701135.jpg,1713998456739
contrastive,4,idle,5,visual,2384,16,512_8948_8948340.jpg,1713998456739
autoencoder,0,idle,6,visual,4348,16,512_9757_9757223.jpg,1713998481501
random,1,idle,6,visual,2450,16,512_8757_8757722.jpg,1713998481501
VAE,2,idle,6,visual,2523,16,512_8800_8800209.jpg,1713998481501
contrastive+autoencoder,3,idle,6,visual,5077,16,512_10182_10182239.jpg,1713998481501
contrastive+VAE,4,idle,6,visual,1666,16,512_8716_8716782.jpg,1713998481501
random,0,idle,7,visual,1657,16,512_8369_8369459.jpg,1713998538883
contrastive+VAE,1,idle,7,visual,315,16,512_8721_8721075.jpg,1713998538883
contrastive,2,idle,7,visual,2178,16,512_8721_8721024.jpg,1713998538883
VAE,3,idle,7,visual,2991,16,512_9076_9076376.jpg,1713998538883
contrastive+autoencoder,4,idle,7,visual,1087,16,512_7740_7740422.jpg,1713998538883
contrastive+VAE,0,idle,8,visual,720,16,512_6449_6449659.jpg,1713998579943
contrastive+autoencoder,1,idle,8,visual,3888,16,512_9448_9448448.jpg,1713998579943
contrastive,2,idle,8,visual,3557,16,512_9255_9255492.jpg,1713998579943
VAE,3,idle,8,visual,2025,16,512_8756_8756030.jpg,1713998579943
random,4,idle,8,visual,2553,16,512_8824_8824977.jpg,1713998579943
random,0,idle,9,visual,2553,16,512_8824_8824977.jpg,1713998599541
contrastive+autoencoder,1,idle,9,visual,1087,16,512_7740_7740422.jpg,1713998599541
contrastive,2,idle,9,visual,2384,16,512_8948_8948340.jpg,1713998599541
contrastive+VAE,3,idle,9,visual,1666,16,512_8716_8716782.jpg,1713998599541
autoencoder,4,idle,9,visual,3941,16,512_9523_9523659.jpg,1713998599541
