condition,rank,signal,trial,modality,id,pid,name,time
contrastive+autoencoder,0,idle,0,auditory,77,29,Sad3.jpg,1714179331831
contrastive+VAE,1,idle,0,auditory,598,29,Sad2.jpg,1714179331831
contrastive,2,idle,0,auditory,79,29,Thinking3.jpg,1714179331831
autoencoder,3,idle,0,auditory,150,29,communication_channel.jpg,1714179331831
VAE,4,idle,0,auditory,266,29,Humm8.jpg,1714179331831
VAE,0,idle,1,auditory,733,29,Whistle6.jpg,1714179440769
random,1,idle,1,auditory,827,29,BANG_YIKES_WHOA.jpg,1714179440769
contrastive+VAE,2,idle,1,auditory,861,29,Giggle.jpg,1714179440769
contrastive+autoencoder,3,idle,1,auditory,408,29,no_manners.jpg,1714179440769
autoencoder,4,idle,1,auditory,107,29,genuinely_interested.jpg,1714179440769
contrastive,0,idle,2,auditory,5,29,Fart.jpg,1714179467940
VAE,1,idle,2,auditory,473,29,asmr_girl_kiss.jpg,1714179467940
autoencoder,2,idle,2,auditory,662,29,paranoid.jpg,1714179467940
contrastive+VAE,3,idle,2,auditory,604,29,Thinking1.jpg,1714179467940
contrastive+autoencoder,4,idle,2,auditory,284,29,something_you_dont_mess_with.jpg,1714179467940
contrastive,0,idle,3,auditory,129,29,small_footprint.jpg,1714179507389
random,1,idle,3,auditory,440,29,undeniable.jpg,1714179507389
contrastive+VAE,2,idle,3,auditory,357,29,deduction.jpg,1714179507389
VAE,3,idle,3,auditory,451,29,long_dang.jpg,1714179507389
autoencoder,4,idle,3,auditory,257,29,piece_of_cake.jpg,1714179507389
contrastive+autoencoder,0,idle,4,auditory,284,29,something_you_dont_mess_with.jpg,1714179569890
autoencoder,1,idle,4,auditory,107,29,genuinely_interested.jpg,1714179569890
VAE,2,idle,4,auditory,266,29,Humm8.jpg,1714179569890
autoencoder,3,idle,4,auditory,257,29,piece_of_cake.jpg,1714179569890
contrastive+VAE,4,idle,4,auditory,708,29,for_sure.jpg,1714179569890
contrastive,0,idle,5,auditory,326,29,mmm.jpg,1714179607671
contrastive+autoencoder,1,idle,5,auditory,551,29,good_morning.jpg,1714179607671
random,2,idle,5,auditory,750,29,oringz-pack-nine-33.jpg,1714179607672
VAE,3,idle,5,auditory,245,29,going_up.jpg,1714179607672
contrastive+VAE,4,idle,5,auditory,271,29,youve_been_informed.jpg,1714179607672
contrastive+VAE,0,idle,6,auditory,701,29,obviously.jpg,1714179648752
random,1,idle,6,auditory,416,29,see_im_smart.jpg,1714179648752
contrastive,2,idle,6,auditory,62,29,S52_WHISTLE.jpg,1714179648752
contrastive+autoencoder,3,idle,6,auditory,364,29,Huh2.jpg,1714179648752
autoencoder,4,idle,6,auditory,519,29,Whistle1.jpg,1714179648752
random,0,idle,7,auditory,517,29,ringing_bells_2.jpg,1714179675462
contrastive+autoencoder,1,idle,7,auditory,316,29,good-news.jpg,1714179675462
contrastive+VAE,2,idle,7,auditory,762,29,morning.jpg,1714179675462
autoencoder,3,idle,7,auditory,50,29,ascendent-64kbps.jpg,1714179675462
contrastive,4,idle,7,auditory,55,29,got_it_done.jpg,1714179675462
autoencoder,0,idle,8,auditory,81,29,happy_ending.jpg,1714179750333
contrastive+autoencoder,1,idle,8,auditory,121,29,jubilation.jpg,1714179750333
random,2,idle,8,auditory,515,29,proud.jpg,1714179750333
contrastive,3,idle,8,auditory,300,29,overzealous.jpg,1714179750333
contrastive+VAE,4,idle,8,auditory,316,29,good-news.jpg,1714179750333
autoencoder,0,idle,9,auditory,519,29,Whistle1.jpg,1714179768660
contrastive+VAE,1,idle,9,auditory,316,29,good-news.jpg,1714179768660
contrastive+VAE,2,idle,9,auditory,271,29,youve_been_informed.jpg,1714179768660
contrastive+VAE,3,idle,9,auditory,708,29,for_sure.jpg,1714179768660
contrastive,4,idle,9,auditory,55,29,got_it_done.jpg,1714179768660
