condition,rank,signal,trial,modality,id,pid,name,time
autoencoder,0,searching,0,kinetic,1428,3,1428.png,1713814095894
contrastive+autoencoder,1,searching,0,kinetic,1431,3,1431.png,1713814095894
VAE,2,searching,0,kinetic,1436,3,1436.png,1713814095894
contrastive+VAE,3,searching,0,kinetic,1447,3,1447.png,1713814095894
random,4,searching,0,kinetic,1427,3,1427.png,1713814095894
autoencoder,0,searching,1,kinetic,157,3,157.png,1713814159709
random,1,searching,1,kinetic,283,3,283.png,1713814159709
contrastive+autoencoder,2,searching,1,kinetic,158,3,158.png,1713814159709
contrastive,3,searching,1,kinetic,153,3,153.png,1713814159709
VAE,4,searching,1,kinetic,173,3,173.png,1713814159709
random,0,searching,2,kinetic,360,3,360.png,1713814196276
VAE,1,searching,2,kinetic,370,3,370.png,1713814196276
contrastive+autoencoder,2,searching,2,kinetic,355,3,355.png,1713814196276
autoencoder,3,searching,2,kinetic,358,3,358.png,1713814196276
contrastive,4,searching,2,kinetic,1657,3,1657.png,1713814196276
contrastive+autoencoder,0,searching,3,kinetic,1560,3,1560.png,1713814229092
contrastive+VAE,1,searching,3,kinetic,1570,3,1570.png,1713814229092
random,2,searching,3,kinetic,1555,3,1555.png,1713814229092
VAE,3,searching,3,kinetic,1556,3,1556.png,1713814229092
contrastive,4,searching,3,kinetic,1933,3,1933.png,1713814229092
contrastive,0,searching,4,kinetic,1933,3,1933.png,1713814287027
contrastive,1,searching,4,kinetic,1657,3,1657.png,1713814287027
contrastive,2,searching,4,kinetic,1598,3,1598.png,1713814287027
VAE,3,searching,4,kinetic,173,3,173.png,1713814287027
random,4,searching,4,kinetic,1427,3,1427.png,1713814287027
contrastive+VAE,0,searching,5,kinetic,188,3,188.png,1713814319411
VAE,1,searching,5,kinetic,320,3,320.png,1713814319411
random,2,searching,5,kinetic,181,3,181.png,1713814319411
contrastive+autoencoder,3,searching,5,kinetic,176,3,176.png,1713814319411
autoencoder,4,searching,5,kinetic,306,3,306.png,1713814319411
autoencoder,0,searching,6,kinetic,1286,3,1286.png,1713814361763
random,1,searching,6,kinetic,1281,3,1281.png,1713814361763
contrastive+VAE,2,searching,6,kinetic,1296,3,1296.png,1713814361763
contrastive,3,searching,6,kinetic,827,3,827.png,1713814361763
contrastive+autoencoder,4,searching,6,kinetic,1292,3,1292.png,1713814361763
autoencoder,0,searching,7,kinetic,1206,3,1206.png,1713814401187
contrastive,1,searching,7,kinetic,591,3,591.png,1713814401187
contrastive+VAE,2,searching,7,kinetic,1217,3,1217.png,1713814401187
contrastive+autoencoder,3,searching,7,kinetic,1215,3,1215.png,1713814401187
random,4,searching,7,kinetic,1218,3,1218.png,1713814401187
random,0,searching,8,kinetic,455,3,455.png,1713814431227
VAE,1,searching,8,kinetic,471,3,471.png,1713814431227
contrastive+autoencoder,2,searching,8,kinetic,470,3,470.png,1713814431227
contrastive+VAE,3,searching,8,kinetic,451,3,451.png,1713814431227
contrastive,4,searching,8,kinetic,452,3,452.png,1713814431227
autoencoder,0,searching,9,kinetic,306,3,306.png,1713814472882
contrastive,1,searching,9,kinetic,452,3,452.png,1713814472882
random,2,searching,9,kinetic,1218,3,1218.png,1713814472882
contrastive+autoencoder,3,searching,9,kinetic,1292,3,1292.png,1713814472882
random,4,searching,9,kinetic,1427,3,1427.png,1713814472882
