condition,rank,signal,trial,modality,id,pid,name,time
contrastive+VAE,0,has_item,0,auditory,456,11,whistling.jpg,1713909737232
autoencoder,1,has_item,0,auditory,94,11,that_look.jpg,1713909737232
VAE,2,has_item,0,auditory,227,11,chirpy.jpg,1713909737232
contrastive,3,has_item,0,auditory,568,11,achievement.jpg,1713909737232
contrastive+autoencoder,4,has_item,0,auditory,257,11,piece_of_cake.jpg,1713909737232
contrastive,0,has_item,1,auditory,691,11,glitchy_language.jpg,1713909783559
VAE,1,has_item,1,auditory,547,11,oringz-pack-nine-04.jpg,1713909783559
random,2,has_item,1,auditory,104,11,nine_04.jpg,1713909783559
contrastive+VAE,3,has_item,1,auditory,748,11,am.jpg,1713909783559
autoencoder,4,has_item,1,auditory,178,11,mistery_unlocked.jpg,1713909783559
contrastive+VAE,0,has_item,2,auditory,401,11,hmm_2.jpg,1713909809339
contrastive+autoencoder,1,has_item,2,auditory,302,11,succeeded.jpg,1713909809339
random,2,has_item,2,auditory,151,11,oringz-pack-nine-16.jpg,1713909809339
contrastive,3,has_item,2,auditory,271,11,youve_been_informed.jpg,1713909809339
VAE,4,has_item,2,auditory,257,11,piece_of_cake.jpg,1713909809339
contrastive+VAE,0,has_item,3,auditory,183,11,short_trip_to_the_bottom.jpg,1713909854243
autoencoder,1,has_item,3,auditory,0,11,discreet-song.jpg,1713909854243
contrastive+autoencoder,2,has_item,3,auditory,702,11,nine_19.jpg,1713909854243
VAE,3,has_item,3,auditory,211,11,wakeup-will-you-song.jpg,1713909854243
random,4,has_item,3,auditory,547,11,oringz-pack-nine-04.jpg,1713909854243
autoencoder,0,has_item,4,auditory,112,11,Lullaby.jpg,1713909873698
random,1,has_item,4,auditory,547,11,oringz-pack-nine-04.jpg,1713909873698
autoencoder,2,has_item,4,auditory,178,11,mistery_unlocked.jpg,1713909873698
VAE,3,has_item,4,auditory,257,11,piece_of_cake.jpg,1713909873698
contrastive+autoencoder,4,has_item,4,auditory,257,11,piece_of_cake.jpg,1713909873698
contrastive,0,has_item,5,auditory,793,11,sharp.jpg,1713909900183
contrastive+VAE,1,has_item,5,auditory,307,11,inflicted.jpg,1713909900183
random,2,has_item,5,auditory,249,11,decided.jpg,1713909900183
VAE,3,has_item,5,auditory,460,11,arrived.jpg,1713909900183
contrastive+autoencoder,4,has_item,5,auditory,377,11,swiftly.jpg,1713909900183
contrastive+VAE,0,has_item,6,auditory,829,11,rush.jpg,1713909921562
contrastive+autoencoder,1,has_item,6,auditory,242,11,hello_2.jpg,1713909921562
contrastive,2,has_item,6,auditory,6,11,hey_3.jpg,1713909921562
autoencoder,3,has_item,6,auditory,685,11,pluck.jpg,1713909921562
VAE,4,has_item,6,auditory,257,11,piece_of_cake.jpg,1713909921562
contrastive+VAE,0,has_item,7,auditory,587,11,give_me_that_back.jpg,1713909964416
contrastive+autoencoder,1,has_item,7,auditory,754,11,pungent.jpg,1713909964416
random,2,has_item,7,auditory,755,11,aww.jpg,1713909964416
autoencoder,3,has_item,7,auditory,426,11,capisci.jpg,1713909964416
contrastive,4,has_item,7,auditory,622,11,Beep1.jpg,1713909964416
contrastive+VAE,0,has_item,8,auditory,611,11,granules.jpg,1713910000153
autoencoder,1,has_item,8,auditory,285,11,classic_ringer.jpg,1713910000153
contrastive,2,has_item,8,auditory,748,11,am.jpg,1713910000153
VAE,3,has_item,8,auditory,357,11,deduction.jpg,1713910000153
random,4,has_item,8,auditory,301,11,high-gong.jpg,1713910000153
contrastive,0,has_item,9,auditory,622,11,Beep1.jpg,1713910031389
contrastive+autoencoder,1,has_item,9,auditory,377,11,swiftly.jpg,1713910031389
random,2,has_item,9,auditory,301,11,high-gong.jpg,1713910031389
contrastive+autoencoder,3,has_item,9,auditory,257,11,piece_of_cake.jpg,1713910031389
VAE,4,has_item,9,auditory,257,11,piece_of_cake.jpg,1713910031389
