condition,rank,signal,trial,modality,id,pid,name,time
random,0,idle,0,auditory,517,17,ringing_bells_2.jpg,1713998839023
contrastive+autoencoder,1,idle,0,auditory,316,17,good-news.jpg,1713998839023
autoencoder,2,idle,0,auditory,50,17,ascendent-64kbps.jpg,1713998839023
VAE,3,idle,0,auditory,762,17,morning.jpg,1713998839023
contrastive,4,idle,0,auditory,55,17,got_it_done.jpg,1713998839023
random,0,idle,1,auditory,605,17,asmr_girl_pick_me_up.jpg,1713998869331
contrastive+VAE,1,idle,1,auditory,575,17,you_cant_go_further.jpg,1713998869331
contrastive,2,idle,1,auditory,42,17,trick.jpg,1713998869331
VAE,3,idle,1,auditory,415,17,silent-glass.jpg,1713998869331
contrastive+autoencoder,4,idle,1,auditory,148,17,fin.jpg,1713998869331
contrastive+VAE,0,idle,2,auditory,617,17,BANG_GOINGDOWN.jpg,1713998899451
autoencoder,1,idle,2,auditory,653,17,Sad1.jpg,1713998899451
contrastive+autoencoder,2,idle,2,auditory,698,17,Humm6.jpg,1713998899451
contrastive,3,idle,2,auditory,148,17,fin.jpg,1713998899451
VAE,4,idle,2,auditory,832,17,elegant.jpg,1713998899451
VAE,0,idle,3,auditory,473,17,asmr_girl_kiss.jpg,1713998927826
contrastive,1,idle,3,auditory,5,17,Fart.jpg,1713998927826
autoencoder,2,idle,3,auditory,662,17,paranoid.jpg,1713998927826
contrastive+VAE,3,idle,3,auditory,604,17,Thinking1.jpg,1713998927826
contrastive+autoencoder,4,idle,3,auditory,284,17,something_you_dont_mess_with.jpg,1713998927826
contrastive+autoencoder,0,idle,4,auditory,284,17,something_you_dont_mess_with.jpg,1713998968419
contrastive,1,idle,4,auditory,79,17,Thinking3.jpg,1713998968419
contrastive+autoencoder,2,idle,4,auditory,148,17,fin.jpg,1713998968419
VAE,3,idle,4,auditory,832,17,elegant.jpg,1713998968419
contrastive,4,idle,4,auditory,55,17,got_it_done.jpg,1713998968419
contrastive,0,idle,5,auditory,462,17,you_have_a_new_message_2.jpg,1713998992571
contrastive+autoencoder,1,idle,5,auditory,408,17,no_manners.jpg,1713998992571
autoencoder,2,idle,5,auditory,107,17,genuinely_interested.jpg,1713998992571
contrastive+VAE,3,idle,5,auditory,861,17,Giggle.jpg,1713998992571
random,4,idle,5,auditory,827,17,BANG_YIKES_WHOA.jpg,1713998992571
contrastive+VAE,0,idle,6,auditory,290,17,micro.jpg,1713999014220
contrastive,1,idle,6,auditory,790,17,small_tip.jpg,1713999014220
autoencoder,2,idle,6,auditory,289,17,intricate.jpg,1713999014220
VAE,3,idle,6,auditory,314,17,all_eyes_on_me.jpg,1713999014220
random,4,idle,6,auditory,744,17,intuition.jpg,1713999014220
contrastive+autoencoder,0,idle,7,auditory,96,17,nestling.jpg,1713999038517
contrastive,1,idle,7,auditory,173,17,cheerful_1.jpg,1713999038517
VAE,2,idle,7,auditory,316,17,good-news.jpg,1713999038517
contrastive+VAE,3,idle,7,auditory,301,17,high-gong.jpg,1713999038517
random,4,idle,7,auditory,669,17,LIKED_MOMENT_2.jpg,1713999038517
autoencoder,0,idle,8,auditory,81,17,happy_ending.jpg,1713999064336
contrastive+autoencoder,1,idle,8,auditory,121,17,jubilation.jpg,1713999064336
random,2,idle,8,auditory,515,17,proud.jpg,1713999064336
VAE,3,idle,8,auditory,194,17,magic.jpg,1713999064336
contrastive,4,idle,8,auditory,300,17,overzealous.jpg,1713999064336
random,0,idle,9,auditory,827,17,BANG_YIKES_WHOA.jpg,1713999095791
random,1,idle,9,auditory,744,17,intuition.jpg,1713999095791
random,2,idle,9,auditory,669,17,LIKED_MOMENT_2.jpg,1713999095791
contrastive,3,idle,9,auditory,55,17,got_it_done.jpg,1713999095791
contrastive,4,idle,9,auditory,300,17,overzealous.jpg,1713999095791
