condition,rank,signal,trial,modality,id,pid,name,time
autoencoder,0,searching,0,auditory,153,8,engaged.jpg,1713906576522
random,1,searching,0,auditory,240,8,two_turtle_doves.jpg,1713906576522
VAE,2,searching,0,auditory,524,8,the_little_dwarf.jpg,1713906576522
contrastive,3,searching,0,auditory,290,8,micro.jpg,1713906576522
contrastive+VAE,4,searching,0,auditory,264,8,digital_spit.jpg,1713906576522
VAE,0,searching,1,auditory,519,8,Whistle1.jpg,1713906625482
contrastive+VAE,1,searching,1,auditory,141,8,S118_BYEBYE.jpg,1713906625482
random,2,searching,1,auditory,604,8,Thinking1.jpg,1713906625482
autoencoder,3,searching,1,auditory,157,8,notification_1.jpg,1713906625482
contrastive,4,searching,1,auditory,204,8,shoot_em.jpg,1713906625482
contrastive+VAE,0,searching,2,auditory,634,8,monotone.jpg,1713906642468
random,1,searching,2,auditory,392,8,all_cards_on_table.jpg,1713906642468
contrastive+autoencoder,2,searching,2,auditory,378,8,wind_up_4.jpg,1713906642468
VAE,3,searching,2,auditory,179,8,just_like_magic.jpg,1713906642468
contrastive,4,searching,2,auditory,372,8,appointed.jpg,1713906642468
VAE,0,searching,3,auditory,301,8,high-gong.jpg,1713906666992
contrastive+autoencoder,1,searching,3,auditory,513,8,office_1.jpg,1713906666992
autoencoder,2,searching,3,auditory,357,8,deduction.jpg,1713906666992
random,3,searching,3,auditory,252,8,congratulations.jpg,1713906666992
contrastive,4,searching,3,auditory,67,8,long_expected.jpg,1713906666992
autoencoder,0,searching,4,auditory,742,8,Pickup.jpg,1713906683306
contrastive+VAE,1,searching,4,auditory,264,8,digital_spit.jpg,1713906683306
contrastive,2,searching,4,auditory,204,8,shoot_em.jpg,1713906683306
contrastive,3,searching,4,auditory,372,8,appointed.jpg,1713906683306
contrastive,4,searching,4,auditory,67,8,long_expected.jpg,1713906683306
contrastive,0,searching,5,auditory,494,8,no_trespassing.jpg,1713906741450
autoencoder,1,searching,5,auditory,641,8,christmas_tune.jpg,1713906741450
contrastive+VAE,2,searching,5,auditory,328,8,S67_ALARM_4.jpg,1713906741450
random,3,searching,5,auditory,650,8,in-a-hurry-song.jpg,1713906741450
contrastive+autoencoder,4,searching,5,auditory,682,8,hurry_song.jpg,1713906741450
contrastive,0,searching,6,auditory,462,8,you_have_a_new_message_2.jpg,1713906764644
VAE,1,searching,6,auditory,733,8,Whistle6.jpg,1713906764644
contrastive+VAE,2,searching,6,auditory,107,8,genuinely_interested.jpg,1713906764644
random,3,searching,6,auditory,827,8,BANG_YIKES_WHOA.jpg,1713906764644
autoencoder,4,searching,6,auditory,405,8,milestone.jpg,1713906764644
VAE,0,searching,7,auditory,24,8,call_me.jpg,1713906804994
random,1,searching,7,auditory,551,8,good_morning.jpg,1713906804994
contrastive+autoencoder,2,searching,7,auditory,597,8,cooked.jpg,1713906804994
contrastive+VAE,3,searching,7,auditory,363,8,dog-barking.jpg,1713906804994
contrastive,4,searching,7,auditory,272,8,percussion_sound.jpg,1713906804994
random,0,searching,8,auditory,225,8,the_squeaky_wheel_gets_the_grease.jpg,1713906823967
contrastive,1,searching,8,auditory,292,8,thin_air.jpg,1713906823967
autoencoder,2,searching,8,auditory,99,8,oringz-pack-nine-37.jpg,1713906823967
contrastive+VAE,3,searching,8,auditory,181,8,tasty.jpg,1713906823967
contrastive+autoencoder,4,searching,8,auditory,97,8,hey_champ.jpg,1713906823967
contrastive+autoencoder,0,searching,9,auditory,682,8,hurry_song.jpg,1713906842449
autoencoder,1,searching,9,auditory,405,8,milestone.jpg,1713906842449
contrastive,2,searching,9,auditory,272,8,percussion_sound.jpg,1713906842449
contrastive+autoencoder,3,searching,9,auditory,97,8,hey_champ.jpg,1713906842449
contrastive,4,searching,9,auditory,67,8,long_expected.jpg,1713906842449
