condition,rank,signal,trial,modality,id,pid,name,time
contrastive,0,has_information,0,auditory,776,23,oringz-pack-nine-08.jpg,1714087126075
contrastive+autoencoder,1,has_information,0,auditory,257,23,piece_of_cake.jpg,1714087126075
VAE,2,has_information,0,auditory,200,23,oh_finally.jpg,1714087126075
random,3,has_information,0,auditory,308,23,arpeggio.jpg,1714087126075
contrastive+VAE,4,has_information,0,auditory,708,23,for_sure.jpg,1714087126075
contrastive+autoencoder,0,has_information,1,auditory,121,23,jubilation.jpg,1714087143356
contrastive+VAE,1,has_information,1,auditory,513,23,office_1.jpg,1714087143356
autoencoder,2,has_information,1,auditory,81,23,happy_ending.jpg,1714087143356
random,3,has_information,1,auditory,515,23,proud.jpg,1714087143356
VAE,4,has_information,1,auditory,194,23,magic.jpg,1714087143356
contrastive,0,has_information,2,auditory,661,23,hey.jpg,1714087171600
random,1,has_information,2,auditory,797,23,asmr_girl_giggle_2.jpg,1714087171600
VAE,2,has_information,2,auditory,561,23,asmr_girl_i_got_news_for_you.jpg,1714087171600
autoencoder,3,has_information,2,auditory,156,23,asmr_girl_wanna_know_something_cool.jpg,1714087171600
contrastive+VAE,4,has_information,2,auditory,633,23,asmr_girl_i_have_a_secret.jpg,1714087171600
contrastive+autoencoder,0,has_information,3,auditory,813,23,thin.jpg,1714087193593
contrastive,1,has_information,3,auditory,100,23,out_of_nowhere.jpg,1714087193593
random,2,has_information,3,auditory,543,23,Huh1.jpg,1714087193593
autoencoder,3,has_information,3,auditory,109,23,Beep6.jpg,1714087193593
VAE,4,has_information,3,auditory,470,23,Beep2.jpg,1714087193593
contrastive+VAE,0,has_information,4,auditory,509,23,oringz-pack-nine-22.jpg,1714087218405
VAE,1,has_information,4,auditory,470,23,Beep2.jpg,1714087218405
contrastive+VAE,2,has_information,4,auditory,708,23,for_sure.jpg,1714087218405
VAE,3,has_information,4,auditory,194,23,magic.jpg,1714087218405
contrastive+VAE,4,has_information,4,auditory,633,23,asmr_girl_i_have_a_secret.jpg,1714087218405
VAE,0,has_information,5,auditory,347,23,pizzicato.jpg,1714087303286
contrastive,1,has_information,5,auditory,763,23,razor_sharp.jpg,1714087303286
autoencoder,2,has_information,5,auditory,711,23,another_hand_bell.jpg,1714087303286
contrastive+VAE,3,has_information,5,auditory,128,23,quite_impressed.jpg,1714087303286
contrastive+autoencoder,4,has_information,5,auditory,521,23,so_proud.jpg,1714087303286
autoencoder,0,has_information,6,auditory,157,23,notification_1.jpg,1714087322596
contrastive+VAE,1,has_information,6,auditory,141,23,S118_BYEBYE.jpg,1714087322596
contrastive,2,has_information,6,auditory,204,23,shoot_em.jpg,1714087322596
contrastive+autoencoder,3,has_information,6,auditory,61,23,nailed_it.jpg,1714087322596
VAE,4,has_information,6,auditory,32,23,S72_PURR_1.jpg,1714087322596
random,0,has_information,7,auditory,245,23,going_up.jpg,1714087340038
VAE,1,has_information,7,auditory,859,23,oringz-pack-nine-18.jpg,1714087340038
autoencoder,2,has_information,7,auditory,602,23,nine_18.jpg,1714087340038
contrastive+VAE,3,has_information,7,auditory,777,23,here_it_is.jpg,1714087340038
contrastive,4,has_information,7,auditory,785,23,insight.jpg,1714087340038
random,0,has_information,8,auditory,11,23,soft_tick.jpg,1714087356738
contrastive,1,has_information,8,auditory,94,23,that_look.jpg,1714087356738
VAE,2,has_information,8,auditory,109,23,Beep6.jpg,1714087356738
contrastive+VAE,3,has_information,8,auditory,429,23,Volume.jpg,1714087356738
autoencoder,4,has_information,8,auditory,600,23,hey_im_here_too.jpg,1714087356738
autoencoder,0,has_information,9,auditory,600,23,hey_im_here_too.jpg,1714087379435
contrastive+autoencoder,1,has_information,9,auditory,521,23,so_proud.jpg,1714087379435
VAE,2,has_information,9,auditory,32,23,S72_PURR_1.jpg,1714087379435
contrastive,3,has_information,9,auditory,785,23,insight.jpg,1714087379435
contrastive+VAE,4,has_information,9,auditory,633,23,asmr_girl_i_have_a_secret.jpg,1714087379435
