condition,rank,signal,trial,modality,id,pid,name,time
contrastive,0,idle,0,kinetic,1307,18,1307.png,1713999336113
VAE,1,idle,0,kinetic,1312,18,1312.png,1713999336113
contrastive+VAE,2,idle,0,kinetic,1310,18,1310.png,1713999336113
autoencoder,3,idle,0,kinetic,1305,18,1305.png,1713999336113
random,4,idle,0,kinetic,1306,18,1306.png,1713999336113
contrastive+VAE,0,idle,1,kinetic,1187,18,1187.png,1713999384917
random,1,idle,1,kinetic,1183,18,1183.png,1713999384917
VAE,2,idle,1,kinetic,1176,18,1176.png,1713999384917
contrastive+autoencoder,3,idle,1,kinetic,1180,18,1180.png,1713999384917
contrastive,4,idle,1,kinetic,2046,18,2046.png,1713999384917
random,0,idle,2,kinetic,1935,18,1935.png,1713999408020
VAE,1,idle,2,kinetic,1925,18,1925.png,1713999408020
autoencoder,2,idle,2,kinetic,1931,18,1931.png,1713999408020
contrastive+autoencoder,3,idle,2,kinetic,1945,18,1945.png,1713999408020
contrastive,4,idle,2,kinetic,1695,18,1695.png,1713999408020
contrastive,0,idle,3,kinetic,1830,18,1830.png,1713999432961
random,1,idle,3,kinetic,1842,18,1842.png,1713999432961
contrastive+autoencoder,2,idle,3,kinetic,1833,18,1833.png,1713999432961
contrastive+VAE,3,idle,3,kinetic,1843,18,1843.png,1713999432961
VAE,4,idle,3,kinetic,1841,18,1841.png,1713999432961
random,0,idle,4,kinetic,1306,18,1306.png,1713999458078
contrastive,1,idle,4,kinetic,1695,18,1695.png,1713999458078
contrastive,2,idle,4,kinetic,2046,18,2046.png,1713999458078
VAE,3,idle,4,kinetic,1841,18,1841.png,1713999458078
random,4,idle,4,kinetic,1281,18,1281.png,1713999458078
autoencoder,0,idle,5,kinetic,2122,18,2122.png,1713999490166
random,1,idle,5,kinetic,2107,18,2107.png,1713999490166
VAE,2,idle,5,kinetic,2108,18,2108.png,1713999490166
contrastive+VAE,3,idle,5,kinetic,2103,18,2103.png,1713999490166
contrastive+autoencoder,4,idle,5,kinetic,2113,18,2113.png,1713999490166
contrastive+VAE,0,idle,6,kinetic,1962,18,1962.png,1713999519346
contrastive+autoencoder,1,idle,6,kinetic,1972,18,1972.png,1713999519346
contrastive,2,idle,6,kinetic,1882,18,1882.png,1713999519346
random,3,idle,6,kinetic,1961,18,1961.png,1713999519346
VAE,4,idle,6,kinetic,1970,18,1970.png,1713999519346
contrastive+VAE,0,idle,7,kinetic,1520,18,1520.png,1713999562114
contrastive+autoencoder,1,idle,7,kinetic,1500,18,1500.png,1713999562114
random,2,idle,7,kinetic,1521,18,1521.png,1713999562114
autoencoder,3,idle,7,kinetic,1511,18,1511.png,1713999562114
contrastive,4,idle,7,kinetic,605,18,605.png,1713999562114
contrastive,0,idle,8,kinetic,71,18,71.png,1713999585311
contrastive+autoencoder,1,idle,8,kinetic,395,18,395.png,1713999585311
random,2,idle,8,kinetic,375,18,375.png,1713999585311
contrastive+VAE,3,idle,8,kinetic,380,18,380.png,1713999585311
autoencoder,4,idle,8,kinetic,385,18,385.png,1713999585311
VAE,0,idle,9,kinetic,1970,18,1970.png,1713999612569
autoencoder,1,idle,9,kinetic,385,18,385.png,1713999612569
contrastive+autoencoder,2,idle,9,kinetic,2113,18,2113.png,1713999612569
contrastive,3,idle,9,kinetic,605,18,605.png,1713999612569
random,4,idle,9,kinetic,1281,18,1281.png,1713999612569
