condition,rank,signal,trial,modality,id,pid,name,time
VAE,0,idle,0,auditory,316,41,good-news.jpg,1714794526786
contrastive+VAE,1,idle,0,auditory,301,41,high-gong.jpg,1714794526786
autoencoder,2,idle,0,auditory,513,41,office_1.jpg,1714794526786
random,3,idle,0,auditory,669,41,LIKED_MOMENT_2.jpg,1714794526786
contrastive,4,idle,0,auditory,173,41,cheerful_1.jpg,1714794526786
contrastive,0,idle,1,auditory,326,41,mmm.jpg,1714794556058
contrastive+autoencoder,1,idle,1,auditory,551,41,good_morning.jpg,1714794556058
random,2,idle,1,auditory,750,41,oringz-pack-nine-33.jpg,1714794556058
autoencoder,3,idle,1,auditory,27,41,oringz-pack-nine-06.jpg,1714794556058
VAE,4,idle,1,auditory,245,41,going_up.jpg,1714794556058
random,0,idle,2,auditory,605,41,asmr_girl_pick_me_up.jpg,1714794606772
contrastive,1,idle,2,auditory,42,41,trick.jpg,1714794606772
autoencoder,2,idle,2,auditory,454,41,S29_MEOW_3.jpg,1714794606772
VAE,3,idle,2,auditory,415,41,silent-glass.jpg,1714794606772
contrastive+autoencoder,4,idle,2,auditory,148,41,fin.jpg,1714794606772
contrastive+VAE,0,idle,3,auditory,519,41,Whistle1.jpg,1714794636562
VAE,1,idle,3,auditory,591,41,Whistle4.jpg,1714794636562
random,2,idle,3,auditory,416,41,see_im_smart.jpg,1714794636562
autoencoder,3,idle,3,auditory,487,41,enough_with_the_talking.jpg,1714794636562
contrastive,4,idle,3,auditory,62,41,S52_WHISTLE.jpg,1714794636562
contrastive,0,idle,4,auditory,62,41,S52_WHISTLE.jpg,1714794661943
contrastive,1,idle,4,auditory,173,41,cheerful_1.jpg,1714794661943
contrastive+autoencoder,2,idle,4,auditory,148,41,fin.jpg,1714794661943
contrastive+autoencoder,3,idle,4,auditory,637,41,in_closing.jpg,1714794661943
VAE,4,idle,4,auditory,245,41,going_up.jpg,1714794661943
contrastive,0,idle,5,auditory,462,41,you_have_a_new_message_2.jpg,1714794696487
autoencoder,1,idle,5,auditory,107,41,genuinely_interested.jpg,1714794696487
contrastive+autoencoder,2,idle,5,auditory,408,41,no_manners.jpg,1714794696487
random,3,idle,5,auditory,827,41,BANG_YIKES_WHOA.jpg,1714794696487
VAE,4,idle,5,auditory,733,41,Whistle6.jpg,1714794696487
contrastive,0,idle,6,auditory,598,41,Sad2.jpg,1714794721940
contrastive+VAE,1,idle,6,auditory,77,41,Sad3.jpg,1714794721940
contrastive+autoencoder,2,idle,6,auditory,79,41,Thinking3.jpg,1714794721940
VAE,3,idle,6,auditory,260,41,accomplished.jpg,1714794721940
random,4,idle,6,auditory,266,41,Humm8.jpg,1714794721940
random,0,idle,7,auditory,50,41,ascendent-64kbps.jpg,1714794745785
contrastive+VAE,1,idle,7,auditory,762,41,morning.jpg,1714794745785
contrastive+autoencoder,2,idle,7,auditory,316,41,good-news.jpg,1714794745785
autoencoder,3,idle,7,auditory,308,41,arpeggio.jpg,1714794745785
VAE,4,idle,7,auditory,271,41,youve_been_informed.jpg,1714794745785
VAE,0,idle,8,auditory,314,41,all_eyes_on_me.jpg,1714794773527
random,1,idle,8,auditory,744,41,intuition.jpg,1714794773527
contrastive+VAE,2,idle,8,auditory,790,41,small_tip.jpg,1714794773527
contrastive,3,idle,8,auditory,706,41,snippy.jpg,1714794773527
contrastive+autoencoder,4,idle,8,auditory,418,41,mishap.jpg,1714794773527
VAE,0,idle,9,auditory,271,41,youve_been_informed.jpg,1714794804067
VAE,1,idle,9,auditory,245,41,going_up.jpg,1714794804067
random,2,idle,9,auditory,266,41,Humm8.jpg,1714794804067
contrastive+autoencoder,3,idle,9,auditory,418,41,mishap.jpg,1714794804067
VAE,4,idle,9,auditory,733,41,Whistle6.jpg,1714794804067
