condition,rank,signal,trial,modality,id,pid,name,time
autoencoder,0,idle,0,kinetic,1377,30,1377.png,1714175489261
contrastive,1,idle,0,kinetic,1437,30,1437.png,1714175489261
contrastive+VAE,2,idle,0,kinetic,1378,30,1378.png,1714175489261
contrastive+autoencoder,3,idle,0,kinetic,1398,30,1398.png,1714175489261
VAE,4,idle,0,kinetic,1396,30,1396.png,1714175489261
VAE,0,idle,1,kinetic,727,30,727.png,1714175547501
contrastive+VAE,1,idle,1,kinetic,733,30,733.png,1714175547501
contrastive,2,idle,1,kinetic,1725,30,1725.png,1714175547501
contrastive+autoencoder,3,idle,1,kinetic,736,30,736.png,1714175547501
random,4,idle,1,kinetic,746,30,746.png,1714175547501
random,0,idle,2,kinetic,475,30,475.png,1714175617364
contrastive,1,idle,2,kinetic,1995,30,1995.png,1714175617364
autoencoder,2,idle,2,kinetic,1996,30,1996.png,1714175617364
VAE,3,idle,2,kinetic,1980,30,1980.png,1714175617364
contrastive+autoencoder,4,idle,2,kinetic,1985,30,1985.png,1714175617364
contrastive,0,idle,3,kinetic,1755,30,1755.png,1714175673412
contrastive+VAE,1,idle,3,kinetic,1380,30,1380.png,1714175673412
autoencoder,2,idle,3,kinetic,1396,30,1396.png,1714175673412
random,3,idle,3,kinetic,1381,30,1381.png,1714175673412
VAE,4,idle,3,kinetic,1386,30,1386.png,1714175673412
VAE,0,idle,4,kinetic,1196,30,1196.png,1714175720547
random,1,idle,4,kinetic,746,30,746.png,1714175720547
VAE,2,idle,4,kinetic,1396,30,1396.png,1714175720547
contrastive+autoencoder,3,idle,4,kinetic,1985,30,1985.png,1714175720547
VAE,4,idle,4,kinetic,1386,30,1386.png,1714175720547
autoencoder,0,idle,5,kinetic,147,30,147.png,1714175768282
random,1,idle,5,kinetic,2063,30,2063.png,1714175768282
contrastive+VAE,2,idle,5,kinetic,50,30,50.png,1714175768282
VAE,3,idle,5,kinetic,55,30,55.png,1714175768282
contrastive+autoencoder,4,idle,5,kinetic,2062,30,2062.png,1714175768282
contrastive,0,idle,6,kinetic,1042,30,1042.png,1714175835841
contrastive+VAE,1,idle,6,kinetic,772,30,772.png,1714175835841
VAE,2,idle,6,kinetic,770,30,770.png,1714175835841
random,3,idle,6,kinetic,773,30,773.png,1714175835841
autoencoder,4,idle,6,kinetic,771,30,771.png,1714175835841
random,0,idle,7,kinetic,2122,30,2122.png,1714175909402
contrastive+VAE,1,idle,7,kinetic,2103,30,2103.png,1714175909402
contrastive,2,idle,7,kinetic,498,30,498.png,1714175909402
VAE,3,idle,7,kinetic,2108,30,2108.png,1714175909402
autoencoder,4,idle,7,kinetic,2113,30,2113.png,1714175909402
contrastive+autoencoder,0,idle,8,kinetic,1292,30,1292.png,1714175945085
VAE,1,idle,8,kinetic,1291,30,1291.png,1714175945085
autoencoder,2,idle,8,kinetic,1296,30,1296.png,1714175945085
random,3,idle,8,kinetic,1281,30,1281.png,1714175945085
contrastive+VAE,4,idle,8,kinetic,1286,30,1286.png,1714175945085
autoencoder,0,idle,9,kinetic,2113,30,2113.png,1714175995217
contrastive+VAE,1,idle,9,kinetic,1286,30,1286.png,1714175995217
contrastive+autoencoder,2,idle,9,kinetic,2062,30,2062.png,1714175995217
autoencoder,3,idle,9,kinetic,771,30,771.png,1714175995217
VAE,4,idle,9,kinetic,1386,30,1386.png,1714175995217
