condition,rank,signal,trial,modality,id,pid,name,time
contrastive,0,searching,0,auditory,447,20,ill_make_it_possible.jpg,1714077341746
VAE,1,searching,0,auditory,269,20,gesture.jpg,1714077341746
contrastive+autoencoder,2,searching,0,auditory,627,20,exp_chirp.jpg,1714077341746
autoencoder,3,searching,0,auditory,279,20,whatever.jpg,1714077341746
random,4,searching,0,auditory,572,20,pedantic.jpg,1714077341746
autoencoder,0,searching,1,auditory,228,20,eventually.jpg,1714077377064
random,1,searching,1,auditory,385,20,ring1-test.jpg,1714077377064
contrastive+VAE,2,searching,1,auditory,53,20,rise.jpg,1714077377064
VAE,3,searching,1,auditory,182,20,microsong-3notes-reverb.jpg,1714077377064
contrastive,4,searching,1,auditory,274,20,sci_fi_ish.jpg,1714077377064
VAE,0,searching,2,auditory,807,20,siren-air-raid.jpg,1714077416852
contrastive+VAE,1,searching,2,auditory,497,20,v-2-single.jpg,1714077416852
contrastive+autoencoder,2,searching,2,auditory,144,20,just_like_that.jpg,1714077416852
contrastive,3,searching,2,auditory,131,20,thrown.jpg,1714077416852
autoencoder,4,searching,2,auditory,322,20,quest.jpg,1714077416852
contrastive+autoencoder,0,searching,3,auditory,513,20,office_1.jpg,1714077454725
VAE,1,searching,3,auditory,301,20,high-gong.jpg,1714077454725
contrastive+VAE,2,searching,3,auditory,643,20,nine_48.jpg,1714077454725
contrastive,3,searching,3,auditory,67,20,long_expected.jpg,1714077454725
random,4,searching,3,auditory,252,20,congratulations.jpg,1714077454726
contrastive+VAE,0,searching,4,auditory,83,20,not_bad.jpg,1714077501150
contrastive,1,searching,4,auditory,274,20,sci_fi_ish.jpg,1714077501150
random,2,searching,4,auditory,252,20,congratulations.jpg,1714077501150
random,3,searching,4,auditory,572,20,pedantic.jpg,1714077501150
autoencoder,4,searching,4,auditory,322,20,quest.jpg,1714077501150
contrastive+autoencoder,0,searching,5,auditory,144,20,just_like_that.jpg,1714077530258
contrastive,1,searching,5,auditory,157,20,notification_1.jpg,1714077530258
VAE,2,searching,5,auditory,435,20,tick.jpg,1714077530258
random,3,searching,5,auditory,42,20,trick.jpg,1714077530258
autoencoder,4,searching,5,auditory,106,20,cant_do_that.jpg,1714077530258
contrastive,0,searching,6,auditory,494,20,no_trespassing.jpg,1714077570421
random,1,searching,6,auditory,650,20,in-a-hurry-song.jpg,1714077570421
VAE,2,searching,6,auditory,682,20,hurry_song.jpg,1714077570421
autoencoder,3,searching,6,auditory,641,20,christmas_tune.jpg,1714077570421
contrastive+autoencoder,4,searching,6,auditory,613,20,of_bells.jpg,1714077570421
autoencoder,0,searching,7,auditory,843,20,definite.jpg,1714077609043
contrastive,1,searching,7,auditory,323,20,metallic.jpg,1714077609043
random,2,searching,7,auditory,344,20,glitch_in_the_matrix.jpg,1714077609043
VAE,3,searching,7,auditory,800,20,et_voila.jpg,1714077609043
contrastive+autoencoder,4,searching,7,auditory,857,20,stealthy_swoosh.jpg,1714077609043
contrastive,0,searching,8,auditory,470,20,Beep2.jpg,1714077640603
random,1,searching,8,auditory,660,20,thats_it.jpg,1714077640603
contrastive+VAE,2,searching,8,auditory,426,20,capisci.jpg,1714077640603
contrastive+autoencoder,3,searching,8,auditory,482,20,what.jpg,1714077640603
VAE,4,searching,8,auditory,733,20,Whistle6.jpg,1714077640603
VAE,0,searching,9,auditory,733,20,Whistle6.jpg,1714077669196
autoencoder,1,searching,9,auditory,106,20,cant_do_that.jpg,1714077669196
contrastive+autoencoder,2,searching,9,auditory,857,20,stealthy_swoosh.jpg,1714077669196
contrastive+autoencoder,3,searching,9,auditory,613,20,of_bells.jpg,1714077669196
autoencoder,4,searching,9,auditory,322,20,quest.jpg,1714077669196
