condition,rank,signal,trial,modality,id,pid,name,time
contrastive,0,has_item,0,kinetic,1340,12,1340.png,1713908708995
random,1,has_item,0,kinetic,965,12,965.png,1713908708995
contrastive+VAE,2,has_item,0,kinetic,967,12,967.png,1713908708995
VAE,3,has_item,0,kinetic,957,12,957.png,1713908708995
contrastive+autoencoder,4,has_item,0,kinetic,968,12,968.png,1713908708995
contrastive+autoencoder,0,has_item,1,kinetic,121,12,121.png,1713908768148
contrastive+VAE,1,has_item,1,kinetic,108,12,108.png,1713908768148
random,2,has_item,1,kinetic,102,12,102.png,1713908768148
autoencoder,3,has_item,1,kinetic,122,12,122.png,1713908768148
VAE,4,has_item,1,kinetic,103,12,103.png,1713908768148
autoencoder,0,has_item,2,kinetic,2105,12,2105.png,1713908806821
VAE,1,has_item,2,kinetic,2116,12,2116.png,1713908806821
random,2,has_item,2,kinetic,2108,12,2108.png,1713908806821
contrastive+VAE,3,has_item,2,kinetic,2117,12,2117.png,1713908806821
contrastive,4,has_item,2,kinetic,1997,12,1997.png,1713908806821
contrastive,0,has_item,3,kinetic,460,12,460.png,1713908869599
contrastive+autoencoder,1,has_item,3,kinetic,1207,12,1207.png,1713908869599
contrastive+VAE,2,has_item,3,kinetic,1202,12,1202.png,1713908869599
autoencoder,3,has_item,3,kinetic,1222,12,1222.png,1713908869599
VAE,4,has_item,3,kinetic,1203,12,1203.png,1713908869599
contrastive,0,has_item,4,kinetic,346,12,346.png,1713908919446
contrastive,1,has_item,4,kinetic,1997,12,1997.png,1713908919446
VAE,2,has_item,4,kinetic,1203,12,1203.png,1713908919446
contrastive+autoencoder,3,has_item,4,kinetic,968,12,968.png,1713908919446
VAE,4,has_item,4,kinetic,103,12,103.png,1713908919446
contrastive,0,has_item,5,kinetic,2105,12,2105.png,1713908978556
autoencoder,1,has_item,5,kinetic,2092,12,2092.png,1713908978556
contrastive+VAE,2,has_item,5,kinetic,2090,12,2090.png,1713908978556
VAE,3,has_item,5,kinetic,2083,12,2083.png,1713908978556
random,4,has_item,5,kinetic,2091,12,2091.png,1713908978556
contrastive,0,has_item,6,kinetic,1126,12,1126.png,1713909035994
contrastive+VAE,1,has_item,6,kinetic,641,12,641.png,1713909035994
VAE,2,has_item,6,kinetic,648,12,648.png,1713909035994
random,3,has_item,6,kinetic,693,12,693.png,1713909035994
autoencoder,4,has_item,6,kinetic,642,12,642.png,1713909035994
contrastive+autoencoder,0,has_item,7,kinetic,1140,12,1140.png,1713909076473
VAE,1,has_item,7,kinetic,1131,12,1131.png,1713909076473
autoencoder,2,has_item,7,kinetic,1142,12,1142.png,1713909076473
random,3,has_item,7,kinetic,1143,12,1143.png,1713909076473
contrastive,4,has_item,7,kinetic,2090,12,2090.png,1713909076473
contrastive+autoencoder,0,has_item,8,kinetic,806,12,806.png,1713909113552
contrastive+VAE,1,has_item,8,kinetic,765,12,765.png,1713909113552
autoencoder,2,has_item,8,kinetic,766,12,766.png,1713909113552
VAE,3,has_item,8,kinetic,757,12,757.png,1713909113552
random,4,has_item,8,kinetic,767,12,767.png,1713909113552
random,0,has_item,9,kinetic,767,12,767.png,1713909147376
autoencoder,1,has_item,9,kinetic,642,12,642.png,1713909147376
VAE,2,has_item,9,kinetic,103,12,103.png,1713909147376
contrastive,3,has_item,9,kinetic,2090,12,2090.png,1713909147376
random,4,has_item,9,kinetic,2091,12,2091.png,1713909147376
