condition,rank,signal,trial,modality,id,pid,name,time
contrastive,0,idle,0,auditory,326,26,mmm.jpg,1714166253040
contrastive+autoencoder,1,idle,0,auditory,551,26,good_morning.jpg,1714166253040
random,2,idle,0,auditory,750,26,oringz-pack-nine-33.jpg,1714166253040
autoencoder,3,idle,0,auditory,27,26,oringz-pack-nine-06.jpg,1714166253040
VAE,4,idle,0,auditory,245,26,going_up.jpg,1714166253040
autoencoder,0,idle,1,auditory,107,26,genuinely_interested.jpg,1714166301470
random,1,idle,1,auditory,827,26,BANG_YIKES_WHOA.jpg,1714166301470
contrastive+autoencoder,2,idle,1,auditory,408,26,no_manners.jpg,1714166301470
contrastive+VAE,3,idle,1,auditory,861,26,Giggle.jpg,1714166301470
VAE,4,idle,1,auditory,733,26,Whistle6.jpg,1714166301470
autoencoder,0,idle,2,auditory,513,26,office_1.jpg,1714166325902
contrastive+autoencoder,1,idle,2,auditory,96,26,nestling.jpg,1714166325902
contrastive+VAE,2,idle,2,auditory,301,26,high-gong.jpg,1714166325902
VAE,3,idle,2,auditory,316,26,good-news.jpg,1714166325902
contrastive,4,idle,2,auditory,173,26,cheerful_1.jpg,1714166325902
random,0,idle,3,auditory,184,26,Sleep.jpg,1714166356141
autoencoder,1,idle,3,auditory,653,26,Sad1.jpg,1714166356141
contrastive,2,idle,3,auditory,148,26,fin.jpg,1714166356141
contrastive+autoencoder,3,idle,3,auditory,698,26,Humm6.jpg,1714166356141
VAE,4,idle,3,auditory,832,26,elegant.jpg,1714166356141
contrastive+autoencoder,0,idle,4,auditory,121,26,jubilation.jpg,1714166387015
VAE,1,idle,4,auditory,733,26,Whistle6.jpg,1714166387015
contrastive,2,idle,4,auditory,173,26,cheerful_1.jpg,1714166387015
VAE,3,idle,4,auditory,245,26,going_up.jpg,1714166387015
VAE,4,idle,4,auditory,832,26,elegant.jpg,1714166387015
autoencoder,0,idle,5,auditory,77,26,Sad3.jpg,1714166402636
contrastive+autoencoder,1,idle,5,auditory,598,26,Sad2.jpg,1714166402636
VAE,2,idle,5,auditory,260,26,accomplished.jpg,1714166402636
contrastive+VAE,3,idle,5,auditory,142,26,point_blank.jpg,1714166402636
random,4,idle,5,auditory,266,26,Humm8.jpg,1714166402636
contrastive+VAE,0,idle,6,auditory,762,26,morning.jpg,1714166428821
random,1,idle,6,auditory,517,26,ringing_bells_2.jpg,1714166428821
contrastive,2,idle,6,auditory,55,26,got_it_done.jpg,1714166428821
VAE,3,idle,6,auditory,271,26,youve_been_informed.jpg,1714166428821
autoencoder,4,idle,6,auditory,50,26,ascendent-64kbps.jpg,1714166428821
random,0,idle,7,auditory,605,26,asmr_girl_pick_me_up.jpg,1714166513231
contrastive+VAE,1,idle,7,auditory,575,26,you_cant_go_further.jpg,1714166513231
contrastive,2,idle,7,auditory,42,26,trick.jpg,1714166513231
VAE,3,idle,7,auditory,415,26,silent-glass.jpg,1714166513231
autoencoder,4,idle,7,auditory,454,26,S29_MEOW_3.jpg,1714166513231
contrastive+autoencoder,0,idle,8,auditory,364,26,Huh2.jpg,1714166532993
contrastive,1,idle,8,auditory,62,26,S52_WHISTLE.jpg,1714166532993
VAE,2,idle,8,auditory,755,26,aww.jpg,1714166532993
autoencoder,3,idle,8,auditory,591,26,Whistle4.jpg,1714166532993
contrastive+VAE,4,idle,8,auditory,519,26,Whistle1.jpg,1714166532993
random,0,idle,9,auditory,266,26,Humm8.jpg,1714166558913
autoencoder,1,idle,9,auditory,50,26,ascendent-64kbps.jpg,1714166558913
VAE,2,idle,9,auditory,832,26,elegant.jpg,1714166558913
contrastive+VAE,3,idle,9,auditory,519,26,Whistle1.jpg,1714166558913
autoencoder,4,idle,9,auditory,454,26,S29_MEOW_3.jpg,1714166558913
