condition,rank,signal,trial,modality,id,pid,name,time
contrastive+VAE,0,searching,0,kinetic,1506,6,1506.png,1713895814942
VAE,1,searching,0,kinetic,1500,6,1500.png,1713895814942
random,2,searching,0,kinetic,1520,6,1520.png,1713895814942
contrastive+autoencoder,3,searching,0,kinetic,1511,6,1511.png,1713895814942
autoencoder,4,searching,0,kinetic,1521,6,1521.png,1713895814942
contrastive+autoencoder,0,searching,1,kinetic,297,6,297.png,1713895876941
VAE,1,searching,1,kinetic,287,6,287.png,1713895876941
random,2,searching,1,kinetic,162,6,162.png,1713895876941
autoencoder,3,searching,1,kinetic,161,6,161.png,1713895876941
contrastive,4,searching,1,kinetic,1038,6,1038.png,1713895876941
random,0,searching,2,kinetic,836,6,836.png,1713895922482
contrastive,1,searching,2,kinetic,78,6,78.png,1713895922482
autoencoder,2,searching,2,kinetic,845,6,845.png,1713895922482
contrastive+VAE,3,searching,2,kinetic,837,6,837.png,1713895922482
contrastive+autoencoder,4,searching,2,kinetic,838,6,838.png,1713895922482
contrastive+VAE,0,searching,3,kinetic,1502,6,1502.png,1713895974991
autoencoder,1,searching,3,kinetic,1503,6,1503.png,1713895974991
contrastive+autoencoder,2,searching,3,kinetic,1513,6,1513.png,1713895974991
random,3,searching,3,kinetic,1508,6,1508.png,1713895974991
VAE,4,searching,3,kinetic,1512,6,1512.png,1713895974991
autoencoder,0,searching,4,kinetic,1521,6,1521.png,1713896019405
random,1,searching,4,kinetic,356,6,356.png,1713896019405
VAE,2,searching,4,kinetic,1512,6,1512.png,1713896019405
contrastive,3,searching,4,kinetic,1038,6,1038.png,1713896019405
contrastive+autoencoder,4,searching,4,kinetic,838,6,838.png,1713896019405
contrastive,0,searching,5,kinetic,353,6,353.png,1713896074804
random,1,searching,5,kinetic,1561,6,1561.png,1713896074804
autoencoder,2,searching,5,kinetic,1550,6,1550.png,1713896074804
contrastive+autoencoder,3,searching,5,kinetic,1570,6,1570.png,1713896074804
VAE,4,searching,5,kinetic,1555,6,1555.png,1713896074804
contrastive,0,searching,6,kinetic,153,6,153.png,1713896120650
contrastive+VAE,1,searching,6,kinetic,278,6,278.png,1713896120650
VAE,2,searching,6,kinetic,173,6,173.png,1713896120650
random,3,searching,6,kinetic,283,6,283.png,1713896120650
contrastive+autoencoder,4,searching,6,kinetic,158,6,158.png,1713896120650
random,0,searching,7,kinetic,1276,6,1276.png,1713896183325
VAE,1,searching,7,kinetic,1296,6,1296.png,1713896183326
contrastive+VAE,2,searching,7,kinetic,1295,6,1295.png,1713896183326
autoencoder,3,searching,7,kinetic,1291,6,1291.png,1713896183326
contrastive,4,searching,7,kinetic,93,6,93.png,1713896183326
autoencoder,0,searching,8,kinetic,1661,6,1661.png,1713896208107
contrastive,1,searching,8,kinetic,1657,6,1657.png,1713896208107
random,2,searching,8,kinetic,1656,6,1656.png,1713896208107
contrastive+autoencoder,3,searching,8,kinetic,1668,6,1668.png,1713896208107
VAE,4,searching,8,kinetic,1667,6,1667.png,1713896208107
VAE,0,searching,9,kinetic,1555,6,1555.png,1713896230106
contrastive+autoencoder,1,searching,9,kinetic,838,6,838.png,1713896230106
contrastive+autoencoder,2,searching,9,kinetic,158,6,158.png,1713896230106
contrastive,3,searching,9,kinetic,93,6,93.png,1713896230106
VAE,4,searching,9,kinetic,1667,6,1667.png,1713896230106
