condition,rank,signal,trial,modality,id,pid,name,time
autoencoder,0,has_information,0,visual,420,22,512_7402_7402987.jpg,1714086100076
contrastive,1,has_information,0,visual,24,22,512_6172_6172527.jpg,1714086100077
VAE,2,has_information,0,visual,3324,22,512_9090_9090822.jpg,1714086100077
contrastive+VAE,3,has_information,0,visual,2765,22,512_8722_8722364.jpg,1714086100077
contrastive+autoencoder,4,has_information,0,visual,998,22,512_8716_8716391.jpg,1714086100077
random,0,has_information,1,visual,5686,22,512_10522_10522237.jpg,1714086123275
contrastive+VAE,1,has_information,1,visual,1139,22,512_8629_8629310.jpg,1714086123275
autoencoder,2,has_information,1,visual,411,22,512_7211_7211814.jpg,1714086123275
contrastive+autoencoder,3,has_information,1,visual,75,22,512_6416_6416338.jpg,1714086123275
VAE,4,has_information,1,visual,649,22,512_7307_7307833.jpg,1714086123275
random,0,has_information,2,visual,3289,22,512_9076_9076280.jpg,1714086137690
autoencoder,1,has_information,2,visual,267,22,512_6454_6454143.jpg,1714086137690
contrastive,2,has_information,2,visual,106,22,512_8121_8121328.jpg,1714086137690
contrastive+autoencoder,3,has_information,2,visual,20,22,512_6172_6172530.jpg,1714086137690
VAE,4,has_information,2,visual,4448,22,512_9821_9821971.jpg,1714086137690
contrastive+VAE,0,has_information,3,visual,5234,22,512_10246_10246804.jpg,1714086160071
contrastive,1,has_information,3,visual,5411,22,512_10399_10399021.jpg,1714086160071
VAE,2,has_information,3,visual,3436,22,512_9197_9197788.jpg,1714086160071
contrastive+autoencoder,3,has_information,3,visual,489,22,512_8121_8121292.jpg,1714086160071
autoencoder,4,has_information,3,visual,3861,22,512_9436_9436610.jpg,1714086160071
contrastive+VAE,0,has_information,4,visual,3968,22,512_9529_9529418.jpg,1714086175463
VAE,1,has_information,4,visual,649,22,512_7307_7307833.jpg,1714086175463
autoencoder,2,has_information,4,visual,3861,22,512_9436_9436610.jpg,1714086175463
contrastive+autoencoder,3,has_information,4,visual,998,22,512_8716_8716391.jpg,1714086175463
VAE,4,has_information,4,visual,4448,22,512_9821_9821971.jpg,1714086175463
contrastive+autoencoder,0,has_information,5,visual,2583,22,512_8745_8745817.jpg,1714086198845
VAE,1,has_information,5,visual,2102,22,512_8609_8609998.jpg,1714086198845
random,2,has_information,5,visual,1695,22,512_8485_8485570.jpg,1714086198845
contrastive+VAE,3,has_information,5,visual,791,22,512_7305_7305886.jpg,1714086198845
autoencoder,4,has_information,5,visual,5802,22,512_10606_10606433.jpg,1714086198845
autoencoder,0,has_information,6,visual,1640,22,512_8609_8609960.jpg,1714086210676
contrastive+autoencoder,1,has_information,6,visual,121,22,512_8121_8121323.jpg,1714086210676
contrastive+VAE,2,has_information,6,visual,2000,22,512_8112_8112834.jpg,1714086210676
contrastive,3,has_information,6,visual,1463,22,512_8722_8722145.jpg,1714086210676
random,4,has_information,6,visual,1028,22,512_8819_8819054.jpg,1714086210676
autoencoder,0,has_information,7,visual,3619,22,512_9259_9259820.jpg,1714086225612
contrastive+autoencoder,1,has_information,7,visual,1138,22,512_8362_8362325.jpg,1714086225612
contrastive,2,has_information,7,visual,2823,22,512_8722_8722164.jpg,1714086225612
VAE,3,has_information,7,visual,2278,22,512_8716_8716379.jpg,1714086225612
random,4,has_information,7,visual,5332,22,512_10352_10352680.jpg,1714086225612
contrastive+VAE,0,has_information,8,visual,1990,22,512_7740_7740445.jpg,1714086235493
autoencoder,1,has_information,8,visual,4524,22,512_9857_9857071.jpg,1714086235493
random,2,has_information,8,visual,3086,22,512_9066_9066249.jpg,1714086235493
contrastive+autoencoder,3,has_information,8,visual,398,22,512_6844_6844428.jpg,1714086235493
contrastive,4,has_information,8,visual,4447,22,512_9820_9820050.jpg,1714086235493
random,0,has_information,9,visual,1028,22,512_8819_8819054.jpg,1714086251687
random,1,has_information,9,visual,5332,22,512_10352_10352680.jpg,1714086251687
autoencoder,2,has_information,9,visual,5802,22,512_10606_10606433.jpg,1714086251687
VAE,3,has_information,9,visual,4448,22,512_9821_9821971.jpg,1714086251687
contrastive,4,has_information,9,visual,4447,22,512_9820_9820050.jpg,1714086251687
