condition,rank,signal,trial,modality,id,pid,name,time
contrastive+autoencoder,0,has_item,0,kinetic,1470,33,1470.png,1714437923679
autoencoder,1,has_item,0,kinetic,1450,33,1450.png,1714437923680
contrastive+VAE,2,has_item,0,kinetic,1471,33,1471.png,1714437923680
random,3,has_item,0,kinetic,1461,33,1461.png,1714437923680
contrastive,4,has_item,0,kinetic,346,33,346.png,1714437923680
contrastive+VAE,0,has_item,1,kinetic,890,33,890.png,1714437993212
contrastive+autoencoder,1,has_item,1,kinetic,893,33,893.png,1714437993212
VAE,2,has_item,1,kinetic,892,33,892.png,1714437993212
contrastive,3,has_item,1,kinetic,1017,33,1017.png,1714437993212
autoencoder,4,has_item,1,kinetic,942,33,942.png,1714437993212
VAE,0,has_item,2,kinetic,525,33,525.png,1714438059041
contrastive+autoencoder,1,has_item,2,kinetic,526,33,526.png,1714438059041
autoencoder,2,has_item,2,kinetic,531,33,531.png,1714438059041
random,3,has_item,2,kinetic,536,33,536.png,1714438059041
contrastive,4,has_item,2,kinetic,1957,33,1957.png,1714438059041
contrastive,0,has_item,3,kinetic,460,33,460.png,1714438133093
contrastive+autoencoder,1,has_item,3,kinetic,1203,33,1203.png,1714438133093
contrastive+VAE,2,has_item,3,kinetic,1202,33,1202.png,1714438133093
autoencoder,3,has_item,3,kinetic,1222,33,1222.png,1714438133093
random,4,has_item,3,kinetic,1207,33,1207.png,1714438133093
contrastive+autoencoder,0,has_item,4,kinetic,1188,33,1188.png,1714438188225
autoencoder,1,has_item,4,kinetic,942,33,942.png,1714438188225
contrastive,2,has_item,4,kinetic,1957,33,1957.png,1714438188225
contrastive,3,has_item,4,kinetic,346,33,346.png,1714438188225
random,4,has_item,4,kinetic,1207,33,1207.png,1714438188225
contrastive,0,has_item,5,kinetic,2018,33,2018.png,1714438253550
VAE,1,has_item,5,kinetic,765,33,765.png,1714438253550
autoencoder,2,has_item,5,kinetic,766,33,766.png,1714438253550
contrastive+VAE,3,has_item,5,kinetic,816,33,816.png,1714438253550
random,4,has_item,5,kinetic,767,33,767.png,1714438253550
VAE,0,has_item,6,kinetic,1146,33,1146.png,1714438334252
contrastive+autoencoder,1,has_item,6,kinetic,1136,33,1136.png,1714438334252
autoencoder,2,has_item,6,kinetic,1148,33,1148.png,1714438334252
random,3,has_item,6,kinetic,1147,33,1147.png,1714438334252
contrastive,4,has_item,6,kinetic,1132,33,1132.png,1714438334252
contrastive+autoencoder,0,has_item,7,kinetic,2090,33,2090.png,1714438396630
autoencoder,1,has_item,7,kinetic,2091,33,2091.png,1714438396630
contrastive,2,has_item,7,kinetic,1965,33,1965.png,1714438396630
contrastive+VAE,3,has_item,7,kinetic,2093,33,2093.png,1714438396630
random,4,has_item,7,kinetic,2092,33,2092.png,1714438396630
random,0,has_item,8,kinetic,1391,33,1391.png,1714438523805
VAE,1,has_item,8,kinetic,1392,33,1392.png,1714438523805
contrastive,2,has_item,8,kinetic,270,33,270.png,1714438523805
contrastive+VAE,3,has_item,8,kinetic,1442,33,1442.png,1714438523805
autoencoder,4,has_item,8,kinetic,1443,33,1443.png,1714438523805
random,0,has_item,9,kinetic,767,33,767.png,1714438574277
contrastive,1,has_item,9,kinetic,1132,33,1132.png,1714438574277
autoencoder,2,has_item,9,kinetic,1443,33,1443.png,1714438574277
random,3,has_item,9,kinetic,2092,33,2092.png,1714438574277
random,4,has_item,9,kinetic,1207,33,1207.png,1714438574277
