condition,rank,signal,trial,modality,id,pid,name,time
VAE,0,has_item,0,visual,5254,13,512_10282_10282564.jpg,1713912601253
autoencoder,1,has_item,0,visual,1426,13,512_7932_7932422.jpg,1713912601253
contrastive+VAE,2,has_item,0,visual,2132,13,512_8266_8266751.jpg,1713912601253
random,3,has_item,0,visual,5730,13,512_10606_10606291.jpg,1713912601253
contrastive,4,has_item,0,visual,5797,13,512_10606_10606421.jpg,1713912601253
contrastive+VAE,0,has_item,1,visual,4975,13,512_10164_10164287.jpg,1713912656461
contrastive+autoencoder,1,has_item,1,visual,5357,13,512_10359_10359557.jpg,1713912656461
autoencoder,2,has_item,1,visual,5604,13,512_10470_10470902.jpg,1713912656461
VAE,3,has_item,1,visual,825,13,512_8722_8722271.jpg,1713912656461
random,4,has_item,1,visual,4060,13,512_9534_9534960.jpg,1713912656461
autoencoder,0,has_item,2,visual,3754,13,512_9284_9284658.jpg,1713912688014
contrastive+VAE,1,has_item,2,visual,5254,13,512_10282_10282564.jpg,1713912688014
contrastive+autoencoder,2,has_item,2,visual,1081,13,512_8798_8798012.jpg,1713912688014
random,3,has_item,2,visual,2999,13,512_9121_9121591.jpg,1713912688014
contrastive,4,has_item,2,visual,311,13,512_7211_7211808.jpg,1713912688014
contrastive+VAE,0,has_item,3,visual,5523,13,512_10402_10402155.jpg,1713912712006
random,1,has_item,3,visual,1116,13,512_8722_8722636.jpg,1713912712006
contrastive,2,has_item,3,visual,347,13,512_8722_8722522.jpg,1713912712006
contrastive+autoencoder,3,has_item,3,visual,3204,13,512_8716_8716455.jpg,1713912712006
VAE,4,has_item,3,visual,1376,13,512_7308_7308546.jpg,1713912712006
contrastive,0,has_item,4,visual,4937,13,512_10163_10163266.jpg,1713912733518
contrastive,1,has_item,4,visual,311,13,512_7211_7211808.jpg,1713912733518
random,2,has_item,4,visual,4060,13,512_9534_9534960.jpg,1713912733518
contrastive,3,has_item,4,visual,5797,13,512_10606_10606421.jpg,1713912733518
VAE,4,has_item,4,visual,1376,13,512_7308_7308546.jpg,1713912733518
contrastive,0,has_item,5,visual,3806,13,512_9305_9305888.jpg,1713912752207
contrastive+VAE,1,has_item,5,visual,3683,13,512_9284_9284523.jpg,1713912752207
VAE,2,has_item,5,visual,3004,13,512_8716_8716421.jpg,1713912752207
contrastive+autoencoder,3,has_item,5,visual,2465,13,512_8824_8824851.jpg,1713912752207
random,4,has_item,5,visual,5727,13,512_10606_10606283.jpg,1713912752207
random,0,has_item,6,visual,4909,13,512_10086_10086954.jpg,1713912787735
contrastive,1,has_item,6,visual,5013,13,512_10181_10181418.jpg,1713912787735
autoencoder,2,has_item,6,visual,2806,13,512_8716_8716367.jpg,1713912787735
VAE,3,has_item,6,visual,3002,13,512_8716_8716364.jpg,1713912787735
contrastive+autoencoder,4,has_item,6,visual,3727,13,512_9284_9284599.jpg,1713912787735
random,0,has_item,7,visual,409,13,512_7158_7158908.jpg,1713912811368
autoencoder,1,has_item,7,visual,931,13,512_7158_7158909.jpg,1713912811368
VAE,2,has_item,7,visual,520,13,512_7158_7158913.jpg,1713912811368
contrastive+autoencoder,3,has_item,7,visual,1899,13,512_7740_7740507.jpg,1713912811368
contrastive,4,has_item,7,visual,5480,13,512_10400_10400594.jpg,1713912811368
autoencoder,0,has_item,8,visual,3754,13,512_9284_9284658.jpg,1713912826680
contrastive,1,has_item,8,visual,311,13,512_7211_7211808.jpg,1713912826680
VAE,2,has_item,8,visual,5174,13,512_10195_10195190.jpg,1713912826680
contrastive+autoencoder,3,has_item,8,visual,1081,13,512_8798_8798012.jpg,1713912826680
random,4,has_item,8,visual,2999,13,512_9121_9121591.jpg,1713912826680
random,0,has_item,9,visual,2999,13,512_9121_9121591.jpg,1713912854696
contrastive,1,has_item,9,visual,5480,13,512_10400_10400594.jpg,1713912854696
random,2,has_item,9,visual,5727,13,512_10606_10606283.jpg,1713912854696
contrastive+autoencoder,3,has_item,9,visual,3727,13,512_9284_9284599.jpg,1713912854696
VAE,4,has_item,9,visual,1376,13,512_7308_7308546.jpg,1713912854696
