condition,rank,signal,trial,modality,id,pid,name,time
random,0,idle,0,visual,506,25,512_8756_8756068.jpg,1714169708210
contrastive,1,idle,0,visual,336,25,512_7211_7211800.jpg,1714169708210
contrastive+VAE,2,idle,0,visual,3030,25,512_9066_9066185.jpg,1714169708210
contrastive+autoencoder,3,idle,0,visual,747,25,512_7211_7211946.jpg,1714169708210
autoencoder,4,idle,0,visual,654,25,512_7305_7305958.jpg,1714169708210
contrastive,0,idle,1,visual,3581,25,512_9256_9256075.jpg,1714169764016
contrastive+VAE,1,idle,1,visual,865,25,512_8270_8270869.jpg,1714169764016
random,2,idle,1,visual,3283,25,512_9066_9066531.jpg,1714169764016
autoencoder,3,idle,1,visual,5808,25,512_10606_10606439.jpg,1714169764016
contrastive+autoencoder,4,idle,1,visual,258,25,512_6455_6455031.jpg,1714169764016
contrastive+autoencoder,0,idle,2,visual,4119,25,512_9541_9541833.jpg,1714169812450
autoencoder,1,idle,2,visual,5292,25,512_10302_10302929.jpg,1714169812450
random,2,idle,2,visual,5877,25,512_10606_10606592.jpg,1714169812450
contrastive,3,idle,2,visual,4437,25,512_9820_9820040.jpg,1714169812450
VAE,4,idle,2,visual,2181,25,512_8722_8722639.jpg,1714169812450
contrastive,0,idle,3,visual,662,25,512_7158_7158926.jpg,1714169874043
contrastive+autoencoder,1,idle,3,visual,5786,25,512_10606_10606395.jpg,1714169874043
autoencoder,2,idle,3,visual,2014,25,512_8716_8716586.jpg,1714169874043
VAE,3,idle,3,visual,3325,25,512_9090_9090827.jpg,1714169874043
random,4,idle,3,visual,3324,25,512_9090_9090822.jpg,1714169874043
VAE,0,idle,4,visual,1161,25,512_7158_7158997.jpg,1714169918336
contrastive+autoencoder,1,idle,4,visual,258,25,512_6455_6455031.jpg,1714169918336
autoencoder,2,idle,4,visual,654,25,512_7305_7305958.jpg,1714169918336
VAE,3,idle,4,visual,2181,25,512_8722_8722639.jpg,1714169918336
random,4,idle,4,visual,3324,25,512_9090_9090822.jpg,1714169918336
random,0,idle,5,visual,569,25,512_8716_8716822.jpg,1714169953538
autoencoder,1,idle,5,visual,2012,25,512_8701_8701238.jpg,1714169953538
contrastive+autoencoder,2,idle,5,visual,1514,25,512_8793_8793307.jpg,1714169953538
contrastive,3,idle,5,visual,4318,25,512_9710_9710151.jpg,1714169953538
contrastive+VAE,4,idle,5,visual,707,25,512_7305_7305948.jpg,1714169953538
autoencoder,0,idle,6,visual,3904,25,512_9448_9448618.jpg,1714170004414
random,1,idle,6,visual,3911,25,512_9517_9517176.jpg,1714170004414
contrastive+VAE,2,idle,6,visual,4993,25,512_10180_10180675.jpg,1714170004414
contrastive,3,idle,6,visual,791,25,512_7305_7305886.jpg,1714170004414
contrastive+autoencoder,4,idle,6,visual,1799,25,512_7994_7994413.jpg,1714170004414
VAE,0,idle,7,visual,3651,25,512_9284_9284459.jpg,1714170038971
contrastive+autoencoder,1,idle,7,visual,998,25,512_8716_8716391.jpg,1714170038971
contrastive,2,idle,7,visual,341,25,512_8716_8716890.jpg,1714170038971
contrastive+VAE,3,idle,7,visual,5786,25,512_10606_10606395.jpg,1714170038971
autoencoder,4,idle,7,visual,3941,25,512_9523_9523659.jpg,1714170038971
contrastive+VAE,0,idle,8,visual,5233,25,512_10246_10246801.jpg,1714170084684
VAE,1,idle,8,visual,106,25,512_8121_8121328.jpg,1714170084684
autoencoder,2,idle,8,visual,142,25,512_6844_6844415.jpg,1714170084684
contrastive+autoencoder,3,idle,8,visual,3757,25,512_9284_9284661.jpg,1714170084684
random,4,idle,8,visual,5511,25,512_10402_10402028.jpg,1714170084684
random,0,idle,9,visual,3324,25,512_9090_9090822.jpg,1714170118707
contrastive+VAE,1,idle,9,visual,707,25,512_7305_7305948.jpg,1714170118707
contrastive+autoencoder,2,idle,9,visual,1799,25,512_7994_7994413.jpg,1714170118707
random,3,idle,9,visual,5511,25,512_10402_10402028.jpg,1714170118707
autoencoder,4,idle,9,visual,3941,25,512_9523_9523659.jpg,1714170118707
