,iters,loss
0,0,0.022026231655707725
1,676,0.01729479132319343
2,1352,0.017319857721498026
3,2028,0.01496348657904292
4,2704,0.014327733915233048
5,3380,0.01466760180405611
6,4056,0.0131698993183452
7,4732,0.013134501742188042
8,5408,0.013616448499747281
9,6084,0.014190040484687985
10,6760,0.012304192904889936
11,7436,0.012606167581659802
12,8112,0.012596031573749859
13,8788,0.012499726471110913
14,9464,0.012121860356725885
15,10140,0.011668465899292534
16,10816,0.012129714723522141
17,11492,0.011352836865292499
18,12168,0.011367137174634539
19,12844,0.0109175245701914
20,13520,0.011711301711889414
21,14196,0.010573950965376295
22,14872,0.010749041372855034
23,15548,0.011247089584550915
24,16224,0.010874587711850566
25,16900,0.010990005449430478
26,17576,0.011642419595337478
27,18252,0.010339609330751487
28,18928,0.01033744566451163
29,19604,0.01025505452113744
30,20280,0.010754155953960306
31,20956,0.011596993934473342
32,21632,0.010247794172820256
33,22308,0.011487799239229168
34,22984,0.009757166827571462
35,23660,0.010489949372393139
36,24336,0.010368853631104237
37,25012,0.009942016966596863
38,25688,0.00930555971592841
39,26364,0.010533734979714162
40,27040,0.01043587715844431
41,27716,0.010801365125108753
42,28392,0.009394420784782375
43,29068,0.010870723858387513
44,29744,0.009966543462325835
45,30420,0.010369316206352246
46,31096,0.009263558390401523
47,31772,0.009629320287140163
48,32448,0.009815812639936188
49,33124,0.009786498793483487
50,33800,0.00949539133959268
51,34476,0.00916782947334312
52,35152,0.009570029316216531
53,35828,0.010068333713260628
54,36504,0.00849087024934193
55,37180,0.009707925697931876
56,37856,0.010545824538673875
57,38532,0.009933280036646938
58,39208,0.00932166694536717
59,39884,0.009031054315835061
60,40560,0.008319842744861129
61,41236,0.008663774484537057
62,41912,0.0086043009743888
63,42588,0.008836390197100724
64,43264,0.008785342500054624
65,43940,0.009565878064322048
66,44616,0.00829347767508947
67,45292,0.008120486325413517
68,45968,0.00915795928363264
69,46644,0.00847179321406861
70,47320,0.008657476782093387
71,47996,0.008675445863128415
72,48672,0.009448320775695102
73,49348,0.009629543473911003
74,50024,0.008918264032115597
75,50700,0.009022878471916244
76,51376,0.00872966320909692
77,52052,0.008305576470123945
78,52728,0.00835375496621668
79,53404,0.008127451119338268
80,54080,0.009278073840769084
81,54756,0.007700037894517007
82,55432,0.008118041829597316
83,56108,0.008410389055690822
84,56784,0.00917623002500929
85,57460,0.008124931324163132
86,58136,0.008246663627187175
87,58812,0.008279884289178623
88,59488,0.008041443887370579
89,60164,0.008038605194120012
90,60840,0.008512173597452908
91,61516,0.008648002972087917
92,62192,0.008493098501975719
93,62868,0.007947195828313658
94,63544,0.00851008620047005
95,64220,0.008735980529933286
96,64896,0.008624768182194445
97,65572,0.008053370128721881
98,66248,0.007694857161955015
99,66924,0.008215539113304318
100,67600,0.008899094415663262
101,68276,0.008149231458909412
102,68952,0.008113249651426395
103,69628,0.0075929015213568535
104,70304,0.008391329544712101
105,70980,0.007665715891228625
106,71656,0.007748255429006892
107,72332,0.008017799976838411
108,73008,0.00799132600294415
109,73684,0.007184727117419243
110,74360,0.007383558965293613
111,75036,0.007475937534806997
112,75712,0.0076284431273767935
113,76388,0.007757720465843494
114,77064,0.007337171385979511
115,77740,0.007960044530898156
116,78416,0.007761298596153598
117,79092,0.007200144429707668
118,79768,0.007870736912157408
119,80444,0.007167174905185869
120,81120,0.00768431765440653
121,81796,0.006982673841291631
