,iters,loss
0,0,0.004342067906784909
1,233,0.004661284291181442
2,466,0.004471753288236299
3,699,0.00490108733525092
4,932,0.004623611085916282
5,1165,0.004471279520845209
6,1398,0.004183385505185107
7,1631,0.004147437509037394
8,1864,0.004444327988849689
9,2097,0.004542414210896635
10,2330,0.00428200433182614
11,2563,0.004451593104350208
12,2796,0.004216399059786817
13,3029,0.004365008276419578
14,3262,0.004353962231091676
15,3495,0.004727303214339227
16,3728,0.004248381172638594
17,3961,0.0042120225951395324
18,4194,0.004218537920022727
19,4427,0.004276223192910779
20,4660,0.004183995365584869
21,4893,0.004199447549975481
22,5126,0.004356092137840173
23,5359,0.003855075447344473
24,5592,0.004311083212430897
25,5825,0.004145714858059208
26,6058,0.004532647746826958
27,6291,0.004128666650583816
28,6524,0.0039222516727038205
29,6757,0.0042888629589981275
30,6990,0.003992141060563116
31,7223,0.004153479833971277
32,7456,0.004229704965337663
33,7689,0.004383848460447123
34,7922,0.004300154841508988
35,8155,0.004321695908968029
36,8388,0.004364481299731864
37,8621,0.004405359341862887
38,8854,0.004281162704009355
39,9087,0.004087075655040823
40,9320,0.0042069863863769
41,9553,0.003972267644088156
42,9786,0.003982537805778274
43,10019,0.004676980522057529
44,10252,0.003866005353149938
45,10485,0.003973409853268079
46,10718,0.004075787098111001
47,10951,0.004339999907006522
48,11184,0.004104453606666925
49,11417,0.00449404900677726
50,11650,0.004491343518695095
51,11883,0.004478901752586528
52,12116,0.0041721414598784225
53,12349,0.004301265585576005
54,12582,0.004425888409430377
55,12815,0.003934435322560978
56,13048,0.004010803709725965
57,13281,0.00441003050415301
58,13514,0.004632239689642779
59,13747,0.004211364385907742
60,13980,0.0032968797397204225
61,14213,0.00482228692509074
62,14446,0.0042334083835454455
63,14679,0.0041123651639586355
64,14912,0.0039196725567011365
65,15145,0.004153794485100349
66,15378,0.003859438865481528
67,15611,0.00392438209108017
68,15844,0.004427055432561129
69,16077,0.004179211133539421
70,16310,0.00424728270764003
71,16543,0.004645930850966294
72,16776,0.0042057096190718625
73,17009,0.0043162194444386235
74,17242,0.004543230257320814
75,17475,0.00379795066276845
76,17708,0.003907430837082761
77,17941,0.004534673281493617
78,18174,0.0037578208763711955
79,18407,0.004611496250005239
80,18640,0.00449749840175645
81,18873,0.004396966598576231
82,19106,0.004054565030617775
83,19339,0.004457864638561854
84,19572,0.004390011529554113
85,19805,0.00420904773499321
86,20038,0.0045897643453573465
87,20271,0.004374598228880264
88,20504,0.004282160889948898
89,20737,0.00496259370075275
90,20970,0.004735868376212059
91,21203,0.004760510420082976
92,21436,0.004122928232594109
93,21669,0.004560674208939843
94,21902,0.003948619181506112
95,22135,0.00434932841763476
96,22368,0.004345028185537445
97,22601,0.003929733462599725
98,22834,0.0038612638420301446
99,23067,0.0044030872025714925
100,23300,0.004512931144288681
101,23533,0.004199754526686771
102,23766,0.004246233870543124
103,23999,0.004154500531536315
104,24232,0.004404301807092495
105,24465,0.0038218940788072578
106,24698,0.00424190882449498
107,24931,0.004116964954163384
108,25164,0.004765501349780692
109,25397,0.0038264641945965814
110,25630,0.004115545186873669
111,25863,0.004349086417660693
112,26096,0.004080862702218248
113,26329,0.004467873614233451
114,26562,0.004577754393155995
115,26795,0.003881559095669202
116,27028,0.004296768888383464
117,27261,0.004479307985101135
118,27494,0.0046278524808106
119,27727,0.004139409044781468
120,27960,0.004388552366919783
121,28193,0.00411791146568986
122,28426,0.004193756713376025
123,28659,0.0032131308649742552
124,28892,0.004363659625401313
125,29125,0.004290229261177292
126,29358,0.004024570080343745
127,29591,0.0038928663270156273
128,29824,0.004006405245081038
129,30057,0.004149418532080916
130,30290,0.004530941979567892
131,30523,0.004017995150815776
132,30756,0.0042105810836661015
133,30989,0.004204292154107483
134,31222,0.00477926925528203
135,31455,0.00420436403782071
136,31688,0.004356685114520814
137,31921,0.00443459682710181
138,32154,0.0039281259278882725
139,32387,0.003885490699899043
140,32620,0.0041365531381107705
141,32853,0.003942531577507314
142,33086,0.0040968538865511
143,33319,0.0041692676462329
144,33552,0.004500316959593941
145,33785,0.004431736827408295
146,34018,0.0041892907138546135
147,34251,0.004199670875532945
148,34484,0.004634674526591158
149,34717,0.0037164969505670245
150,34950,0.0035446582945631295
151,35183,0.0041795321800166445
152,35416,0.003951577669561165
153,35649,0.004441504826361529
154,35882,0.004456150685257155
155,36115,0.0042840922850907615
156,36348,0.003666879537279514
157,36581,0.0043001512601140235
158,36814,0.004110105047921766
159,37047,0.0042586989157189625
160,37280,0.003578848081596931
161,37513,0.0037651118290782486
162,37746,0.0039497045999944465
163,37979,0.004285710052359257
164,38212,0.004307409212824613
165,38445,0.0039871629215617035
166,38678,0.004161445879629242
167,38911,0.004078448586197882
168,39144,0.004173163692327017
169,39377,0.004228645384055862
170,39610,0.00427709577421262
171,39843,0.00397322208584634
172,40076,0.004367976741217749
173,40309,0.004073283191402583
174,40542,0.0044167768290114505
175,40775,0.0042564285671250505
176,41008,0.005057345644087239
177,41241,0.003862797446516962
178,41474,0.004195383434131933
179,41707,0.0034973350205646566
180,41940,0.004304161399219169
181,42173,0.003923145742375451
182,42406,0.0038435407974177676
183,42639,0.003946871204949244
184,42872,0.004014780593020722
185,43105,0.004182759784321928
186,43338,0.003953871808850202
187,43571,0.004081860120716013
188,43804,0.004291005400629003
189,44037,0.0043015382832212
190,44270,0.00351022139127674
191,44503,0.004572695416953943
192,44736,0.004168367948654895
193,44969,0.00371938099676959
194,45202,0.003946406646859493
195,45435,0.004023829754841686
196,45668,0.004457381661869425
197,45901,0.004396401249799606
198,46134,0.0042645020546319655
199,46367,0.004396467761420385
