,iters,loss
0,0,0.00790463282367376
1,127,0.007336629657294806
2,254,0.006524887610608199
3,381,0.005899074978715791
4,508,0.005931368962986263
5,635,0.005386571245869313
6,762,0.0048385642644927255
7,889,0.004222353612344096
8,1016,0.004674811062850352
9,1143,0.004584522697869248
10,1270,0.004489027609036664
11,1397,0.0035453884620366134
12,1524,0.0036709092733428236
13,1651,0.0035144322969782073
14,1778,0.0030941902183172273
15,1905,0.0034298619886082926
16,2032,0.003223765084123987
17,2159,0.0039798734694953975
18,2286,0.0029477101611340138
19,2413,0.0025696646510146733
20,2540,0.002332100952704122
21,2667,0.0026315802664268672
22,2794,0.0015056351507742574
23,2921,0.0021326429261935976
24,3048,0.001041384193840928
25,3175,0.0015780836578429215
26,3302,0.001688209105664351
27,3429,0.0012046924726230891
28,3556,0.0013828089856725977
29,3683,0.0008706155959076769
30,3810,0.0009942839699467337
31,3937,0.0009273666096484567
32,4064,0.0004867449344143154
33,4191,0.0006196022503019318
34,4318,0.0006038090140800777
35,4445,0.0007048789558448191
36,4572,0.0005686808172173387
37,4699,0.0007009303241264164
38,4826,0.0008183336398732944
39,4953,0.00034884867940362046
40,5080,0.0007120225959875452
41,5207,0.000388673675341869
42,5334,0.0006465607388751713
43,5461,0.0005882169435343404
44,5588,0.0005338640194239579
45,5715,0.0008431080523438341
46,5842,0.0003052761000911082
47,5969,0.0007982694023237454
48,6096,0.00037119757589392774
49,6223,0.0006337350043724841
50,6350,0.0004994591155390102
51,6477,0.0006161940496737562
52,6604,7.2392657047181615e-06
53,6731,0.00019773955302914296
54,6858,0.00041560811085963813
55,6985,0.00028017758736460227
56,7112,0.0
57,7239,0.0007591584301370335
58,7366,0.0006751313688248161
59,7493,0.0005185905638642198
60,7620,0.00023121633163587316
61,7747,0.0
62,7874,0.00016639061917470197
63,8001,0.0005054056175111786
64,8128,0.00019297446674249304
65,8255,0.00018529761142618075
66,8382,0.00015006859706142756
67,8509,0.0003160437143693759
68,8636,0.0004552253998640015
69,8763,0.0009949328157845445
70,8890,0.00014968841212002312
71,9017,0.00027625523800925005
72,9144,0.0002647821652138327
73,9271,0.0004611950162358171
74,9398,0.00028542449741851626
75,9525,0.00012475953210057237
76,9652,8.417489960437684e-05
77,9779,0.0
78,9906,0.0005822184048299714
79,10033,0.00028696533028535015
80,10160,0.00018011297531953947
81,10287,0.0005646543943975854
82,10414,0.0
83,10541,0.0004943978246741408
84,10668,0.00021964604929676206
85,10795,0.0003848506181728183
86,10922,4.2143241157681924e-05
87,11049,2.826357216346921e-05
88,11176,0.0005285245931054664
89,11303,5.510795538819681e-05
90,11430,0.0
91,11557,0.0
92,11684,0.0
93,11811,0.0004497233807571291
94,11938,0.0
95,12065,0.00036562474693839004
96,12192,1.0698095081359383e-05
97,12319,0.00017736787636449017
98,12446,0.0008681097955215634
99,12573,0.0005964656749109584
100,12700,0.0003706226785351911
101,12827,0.00017995718778587703
102,12954,8.476358347051725e-05
103,13081,9.116031757489902e-05
104,13208,3.5610577956898004e-05
105,13335,0.00032967329025268555
106,13462,3.395341043397198e-05
107,13589,0.00010483676758338147
108,13716,0.00022462157048578339
109,13843,0.0004397665304461802
110,13970,0.0
111,14097,0.0
112,14224,0.0005294689395296292
113,14351,0.0
114,14478,8.471887998693571e-05
115,14605,0.00025551244029848593
116,14732,7.282813468317347e-05
117,14859,9.557241060602383e-05
118,14986,0.0
119,15113,4.2320940438218004e-05
120,15240,0.0002421620558565996
121,15367,0.0
122,15494,0.00020350093447317287
123,15621,0.0
124,15748,7.328285476354164e-05
125,15875,0.00013410270683408723
126,16002,3.835869821037833e-05
127,16129,6.3593609361198e-05
128,16256,0.00042536790211369674
129,16383,0.0010682705819137453
130,16510,7.528958358163909e-06
131,16637,0.0
132,16764,0.0
133,16891,0.0
134,17018,0.0020198845487879955
135,17145,3.450311075045368e-05
136,17272,0.0
137,17399,0.0
138,17526,1.8439600317496953e-05
139,17653,0.00015315765470970335
140,17780,6.38740327883893e-05
141,17907,0.00017157801258282397
142,18034,0.0
143,18161,0.000429873860727145
144,18288,0.0
145,18415,0.0
146,18542,0.0008528260147477698
147,18669,0.0
148,18796,0.0
149,18923,0.0
150,19050,0.0003248751456812611
151,19177,5.732972438879839e-05
152,19304,0.00013134388003762312
153,19431,0.0
154,19558,0.00015526047841770443
155,19685,0.0003883326499480901
156,19812,0.00010148887559184878
157,19939,0.0
158,20066,0.000836175257765402
159,20193,0.0004976488004519245
160,20320,0.0
161,20447,0.0004635111201466538
162,20574,0.0
163,20701,0.0
164,20828,0.00034509212013304703
165,20955,0.0
166,21082,0.00023373063859038465
167,21209,0.0003976476356739134
168,21336,0.0
169,21463,0.00017944828966471154
170,21590,0.000228925952761192
171,21717,4.338455481792059e-05
172,21844,0.00013601733004952978
173,21971,0.0
174,22098,4.255407907831387e-05
175,22225,0.0
176,22352,0.0
177,22479,0.0
178,22606,0.0
179,22733,0.0
180,22860,0.0
181,22987,7.167012672724686e-05
182,23114,0.0
183,23241,0.0
184,23368,3.983637714010524e-05
185,23495,0.0
186,23622,0.0
187,23749,0.0
188,23876,0.0
189,24003,0.0005265037844500203
190,24130,5.804800142453411e-05
191,24257,0.0
192,24384,3.1010665762142874e-05
193,24511,7.470738230727789e-05
194,24638,2.8609232170375312e-05
195,24765,0.00021835510420986987
196,24892,0.0
197,25019,0.0
198,25146,0.0
199,25273,0.0
