,iters,loss
0,0,0.002105341417582955
1,127,0.0020841346012325738
2,254,0.0020346061920556496
3,381,0.0020768614265862413
4,508,0.002078081679156446
5,635,0.0020808267781114954
6,762,0.002077824018132968
7,889,0.0021130116436425157
8,1016,0.00205132623357097
9,1143,0.0020429562395951877
10,1270,0.002017139919160858
11,1397,0.0020470645014695294
12,1524,0.0020126524403339297
13,1651,0.0020202130783261276
14,1778,0.0020416052792015978
15,1905,0.002017221582217479
16,2032,0.002013831392047912
17,2159,0.0019726384812452664
18,2286,0.0020145985085194503
19,2413,0.0020327981062761443
20,2540,0.0019588004651032095
21,2667,0.0019935303785669524
22,2794,0.0019680472809498703
23,2921,0.001972132545756543
24,3048,0.0019361045886212448
25,3175,0.001982536606901274
26,3302,0.001989605389242097
27,3429,0.0019762393996471494
28,3556,0.0019338409027715368
29,3683,0.001952727713922816
30,3810,0.0019167945610256646
31,3937,0.0019470254971286443
32,4064,0.0019373581634731744
33,4191,0.0019242546455127986
34,4318,0.0018941463213267289
35,4445,0.0018820848286621214
36,4572,0.0019149993817637286
37,4699,0.0018565425957281759
38,4826,0.0018515619705981156
39,4953,0.00189131498336792
40,5080,0.001861027845247524
41,5207,0.0018564714925495657
42,5334,0.0018219482006989127
43,5461,0.0018164043820749118
44,5588,0.0018161830939645842
45,5715,0.0018236738020979513
46,5842,0.001789983449958441
47,5969,0.0017647623546480193
48,6096,0.0017728157869474155
49,6223,0.0017717923001041563
50,6350,0.0017349102835016927
51,6477,0.0017022307463518279
52,6604,0.0017141474513557014
53,6731,0.0017229810239761834
54,6858,0.0017118985493352094
55,6985,0.001693670557239863
56,7112,0.0016444739628964523
57,7239,0.0016294565257125014
58,7366,0.0016416597554064173
59,7493,0.0016622916450650673
60,7620,0.0016125949818318285
61,7747,0.001601754680393249
62,7874,0.0015259409748663113
63,8001,0.0015696152223376777
64,8128,0.001568877908188527
65,8255,0.0015050367576869455
66,8382,0.0014879308112962979
67,8509,0.001475343671370679
68,8636,0.0014244511606186395
69,8763,0.0014501571889937394
70,8890,0.0013931927483851515
71,9017,0.0013896856955655915
72,9144,0.0013530547693958433
73,9271,0.0013164477789495874
74,9398,0.0013201092406520693
75,9525,0.0012659859938884345
76,9652,0.0012647197471828912
77,9779,0.0012249540625594733
78,9906,0.0012022768418619952
79,10033,0.0011803713135831939
80,10160,0.0011627994419082881
81,10287,0.0011323333725215881
82,10414,0.0011233866918744064
83,10541,0.00109384813177304
84,10668,0.0010652272250708632
85,10795,0.0010479483313447847
86,10922,0.0010327601761329832
87,11049,0.000997785273499376
88,11176,0.000996965005641847
89,11303,0.0009629691210318738
90,11430,0.0009571216472490566
91,11557,0.000927843212142704
92,11684,0.0009101727816063588
93,11811,0.0008960740538093987
94,11938,0.0008798625290863157
95,12065,0.0008612431761786693
96,12192,0.000846929085536266
97,12319,0.0008359719214476939
98,12446,0.0008292627616191474
99,12573,0.0008217698241782
100,12700,0.0008067141367694525
101,12827,0.0008120114995738653
102,12954,0.0007895891239323954
