,time,signal,type,phrase,results
0,1.3452038764953613,has_item,,,"5720,4277,3106,3846,131,3159,4110,2244,5855,4945,2091,3705,1827,1635,4936,4170,1112,4795,2670,258,3826,4839,5881,371,4952,4984,1630,2454,5271,2837,5053,3622,22,4941,1488,5879,1911,4269,4750,1098,5073,376,2560,3351,2849,5895,851,1603,2421,761,128,3686,4781,3526,2742,5002,652,3254,3702,5500,2609,5493,4808,800,1882,2556,3755,2776,2351,4955,4186,518,5874,3765,4351,1004,1384,5277,5853,920,5648,2194,5194,4154,5655,3126,2555,1701,4863,2036,4046,450,499,3510,5359,58,4971,4451,1879,4252"
1,40.39953851699829,has_item,Video,Search,"630,4965,1666,205,347,246,4865,226,47,339,4298"
2,66.51897644996643,has_item,Video,Search,"269,148,295,839,95,36,34,611,279,857,244,298,712,711,572,347,39,696,564,480,691,818,518,158,393,763,526,344,804,838,145,80,209,544,612,625,646,756,748,632,550,70,286,376,130,850,129,666,371,527,218,801,315,415,51,190,4,434,150,800,250,764,77,422,46,243,266,251,700,776,309,510,403,760,716,59,556,614,721,488,418,184,823,13,502,143,321,335,499,627,575,469,792,396,777,43,195,370,102,598"
3,87.09411478042603,has_item,Audio, ,"1439,688,1438,1437,562,1215,563,687,1212,1435,1960,584,1440,1710,64,1217,692,1961,568,587,1436,712,1712,2080,1965,1713,462,438,1449,707,1445,719,706,1187,1213,2085,714,442,464,62,1714,2086,1711,1429,558,535,1705,63,812,1208,1448,693,1707,581,1955,1214,698,1210,437,709,567,1188,689,1207,460,455,1444,61,1708,564,2063,1465,660,443,1428,569,1205,1443,1192,717,66,1211,1964,583,682,572,694,715,1216,711,553,410,439,1193,186,185,705,536,589,677"
4,176.8045723438263,has_item,Audio, ,"269,148,295,839,95,36,34,611,279,857,244,298,712,711,572,347,39,696,564,480,691,818,518,158,393,763,526,344,804,838,145,80,209,544,612,625,646,756,748,632,550,70,286,376,130,850,129,666,371,527,218,801,315,415,51,190,4,434,150,800,250,764,77,422,46,243,266,251,700,776,309,510,403,760,716,59,556,614,721,488,418,184,823,13,502,143,321,335,499,627,575,469,792,396,777,43,195,370,102,598"
5,260.3624382019043,has_item,Audio, ,"269,148,295,839,95,36,34,611,279,857,244,298,712,711,572,347,39,696,564,480,691,818,518,158,393,763,526,344,804,838,145,80,209,544,612,625,646,756,748,632,550,70,286,376,130,850,129,666,371,527,218,801,315,415,51,190,4,434,150,800,250,764,77,422,46,243,266,251,700,776,309,510,403,760,716,59,556,614,721,488,418,184,823,13,502,143,321,335,499,627,575,469,792,396,777,43,195,370,102,598"
6,266.50699400901794,has_item,Audio, ,"269,148,295,839,95,36,34,611,279,857,244,298,712,711,572,347,39,696,564,480,691,818,518,158,393,763,526,344,804,838,145,80,209,544,612,625,646,756,748,632,550,70,286,376,130,850,129,666,371,527,218,801,315,415,51,190,4,434,150,800,250,764,77,422,46,243,266,251,700,776,309,510,403,760,716,59,556,614,721,488,418,184,823,13,502,143,321,335,499,627,575,469,792,396,777,43,195,370,102,598"
7,290.4677815437317,has_item,Audio,Ba,"518,692,83,566,713,617,587,827,783,558,363"
8,296.85800194740295,has_item,Audio,Ti,"572,209,51,150,764,502,43,162,794,692,281,744,11,437,455,523,399,500,621,577,790,803,149,157,435,187,282,849,481,540,752,287,511,30,252,636,57,108,583,58,235,318,457,137,123,796,581,86,357,425,346,749,180,483,1,121,601"
9,308.9027006626129,has_item,Audio,Dum,518
