,iterations,avg_loss
0,0,4.177493605757375
1,697,3.894327981913278
2,1394,3.6142968132642967
3,2091,3.3294326913579124
4,2788,3.0715130514530746
5,3485,2.7531714473598488
6,4182,2.485653421629108
7,4879,2.182479606639364
8,5576,1.976082608894775
9,6273,2.1094276395384517
10,6970,1.9257047316607308
11,7667,1.761675420074244
12,8364,1.7019117839709246
13,9061,1.584740681148841
14,9758,1.4516380726008367
15,10455,1.3649565041321765
16,11152,1.4446356019467501
17,11849,1.472980969947585
18,12546,1.5303097838479784
19,13243,1.308857995776227
20,13940,1.287061061886496
21,14637,1.2019617718295694
22,15334,1.098483434537562
23,16031,1.0118470294574753
24,16728,1.1044340284175134
25,17425,1.1348656390284535
26,18122,1.0344354254614503
27,18819,1.2502694041007218
28,19516,1.204843991798171
29,20213,1.095840952146686
30,20910,0.9618074151672626
31,21607,0.9622021816040214
32,22304,1.018734451688003
33,23001,1.0244615081393051
34,23698,1.041177823519604
35,24395,0.9972339641073
36,25092,1.0951622698878285
37,25789,1.006251383032997
38,26486,0.9081457143534547
39,27183,0.8521377393812839
40,27880,0.7752294280436665
41,28577,0.7160918647623815
42,29274,0.7471912663157393
43,29971,0.775055525463657
44,30668,0.6933600892295454
45,31365,0.7017687232456727
46,32062,0.6720668335727161
47,32759,0.6932054763202858
48,33456,0.7960944401482427
49,34153,1.0715887242102384
50,34850,0.9230166234108091
51,35547,0.7754128044270716
52,36244,0.6953563115518097
53,36941,0.6488590267843632
54,37638,0.6599808478115963
55,38335,0.6941211144927585
56,39032,0.6529624000341342
57,39729,0.7981523188149057
58,40426,0.8306775838778043
59,41123,0.7550254996914091
60,41820,0.689730133866648
61,42517,0.6074892848601813
62,43214,0.5608069421229096
63,43911,0.5123773407901889
64,44608,0.47893308259151246
65,45305,0.47214077056052867
66,46002,0.46968186568666564
67,46699,0.517100395738993
68,47396,0.5799674454173194
69,48093,0.6059042535177092
70,48790,0.6147779960030292
71,49487,0.6132681858932955
72,50184,0.6055345384770179
73,50881,0.6426285520687678
74,51578,0.6248678032260714
75,52275,0.6488539916028936
76,52972,0.6378146805072276
77,53669,0.5926544156614985
78,54366,0.5172673243190158
79,55063,0.4514552065768577
80,55760,0.4300775828970385
81,56457,0.41257679992631996
82,57154,0.42720128337143143
83,57851,0.44682696081131396
84,58548,0.4672922027675459
85,59245,0.5869044395567183
86,59942,0.6167848277810314
87,60639,0.6014512950070791
88,61336,0.4970948535366414
89,62033,0.4745041410755393
90,62730,0.4321220608660617
91,63427,0.45168367793604497
92,64124,0.4344033004563713
93,64821,0.45619323571751075
94,65518,0.49703448882575013
95,66215,0.45946532376698473
96,66912,0.4363198861843202
97,67609,0.4511439598444716
98,68306,0.4406361819339791
99,69003,0.41140315796073573
100,69700,0.3946967898003511
101,70397,0.4228771242554937
102,71094,0.43773899461480775
103,71791,0.46676756832828825
104,72488,0.42649691347754326
105,73185,0.39963561185292223
106,73882,0.37376973276671926
107,74579,0.38063450489016826
108,75276,0.39492671698374593
109,75973,0.43968764404997424
110,76670,0.4527378123323066
111,77367,0.4090599883748606
112,78064,0.42189705354753493
113,78761,0.39490910479464864
114,79458,0.39504708176534864
115,80155,0.3684649323801399
116,80852,0.33680279388318274
117,81549,0.35126697110650873
118,82246,0.3442133092127708
119,82943,0.39774751868446384
120,83640,0.3855945704828205
121,84337,0.3979333989760455
122,85034,0.3807680411865585
123,85731,0.3644175837337543
124,86428,0.38536739007301274
125,87125,0.39995823836908106
126,87822,0.3630041118331756
127,88519,0.4550479399080427
128,89216,0.48392969292923915
129,89913,0.4053798234958731
130,90610,0.4032389265906007
131,91307,0.4368841918332334
132,92004,0.49967993896353025
133,92701,0.49423021291899716
134,93398,0.48101152203859526
135,94095,0.3411887222246255
136,94792,0.30102746626910043
137,95489,0.2955114872246938
138,96186,0.29664776828059847
139,96883,0.28926932281537926
140,97580,0.2798644890915202
141,98277,0.27082823680839374
142,98974,0.2520753478730255
143,99671,0.24493787757293395
144,100368,0.25278126663251793
145,101065,0.2865656232902275
146,101762,0.2911701318694324
147,102459,0.34579103270083283
148,103156,0.3517942729605151
149,103853,0.29487170721571276
150,104550,0.2906852131081448
151,105247,0.2719721876223768
152,105944,0.2836868889533635
153,106641,0.2871410610686074
154,107338,0.2721368968914366
155,108035,0.2991183703735877
156,108732,0.30106462399278855
157,109429,0.29777357191745313
158,110126,0.2599288599733985
159,110823,0.22031846381670434
160,111520,0.24100210403267247
161,112217,0.2422220197264399
162,112914,0.2579822109282615
163,113611,0.29366826053329315
164,114308,0.32520202242661067
165,115005,0.3180854980709563
166,115702,0.2935792055499434
167,116399,0.2772089316478932
168,117096,0.24788361471386858
169,117793,0.23903917274310907
170,118490,0.25771148167176433
171,119187,0.2620774143224467
172,119884,0.2632300070402783
173,120581,0.26203208332253325
174,121278,0.25701772807489337
175,121975,0.2671081414352702
176,122672,0.26049496077396606
177,123369,0.25480405158941855
178,124066,0.22886695410291982
179,124763,0.2452031967458629
180,125460,0.23623208233410523
181,126157,0.2395236652927043
182,126854,0.22957478363168463
183,127551,0.21603349941532787
184,128248,0.21515600240042426
185,128945,0.22770937340844483
186,129642,0.22531270296707043
187,130339,0.20936920379463536
188,131036,0.20943350053073
189,131733,0.2011217564729228
190,132430,0.19265235034772962
191,133127,0.19719542697649262
192,133824,0.20876578997334244
193,134521,0.22252846790352032
194,135218,0.2104333627172659
195,135915,0.21133090639045968
196,136612,0.2110317133078445
197,137309,0.21156598026817464
198,138006,0.2749575302966869
199,138703,0.24885003775400957
200,139400,0.2594533028185282
201,140097,0.31222558397815764
202,140794,0.4030623743831684
203,141491,0.3171400852832767
204,142188,0.26305467942181754
205,142885,0.24326313722082327
206,143582,0.2042199918837253
207,144279,0.18296095596324422
208,144976,0.17620560325885265
209,145673,0.16425933967874928
210,146370,0.15248457773173044
211,147067,0.1473577881133026
212,147764,0.14625066322096794
213,148461,0.15762209447589803
214,149158,0.1766919730554523
215,149855,0.17434328221522238
216,150552,0.17118654976274225
217,151249,0.1749466871428524
218,151946,0.20791554724639935
219,152643,0.20677401174602755
220,153340,0.24754224993406101
221,154037,0.2335649781794938
222,154734,0.2281767668648806
223,155431,0.20371517868260913
224,156128,0.21678125635965312
225,156825,0.225066124110174
226,157522,0.23144940153256038
227,158219,0.267577506548363
228,158916,0.2507162374608657
229,159613,0.25418374186095755
230,160310,0.2661611380501833
231,161007,0.21571859567716098
232,161704,0.19781612836818613
233,162401,0.1644633633847558
234,163098,0.16185848032213865
235,163795,0.14483974516990367
236,164492,0.13699281472215694
237,165189,0.13898386195879242
238,165886,0.14646549717425617
239,166583,0.1589717454513484
240,167280,0.17686358551725936
241,167977,0.1911245948786031
242,168674,0.17844893155857344
243,169371,0.15756298308735087
244,170068,0.1456076120543514
245,170765,0.15618871103229276
246,171462,0.16041985064360129
247,172159,0.1815357091950207
248,172856,0.19068030236954325
249,173553,0.21422890987423604
250,174250,0.20872744391946232
251,174947,0.19224768252762695
252,175644,0.14286720804025657
253,176341,0.12738274296523852
254,177038,0.11962126796180583
255,177735,0.12107624419279386
256,178432,0.12746328808142773
257,179129,0.1261835012750612
258,179826,0.12460804361866057
259,180523,0.12691456207757015
260,181220,0.1584459093414044
261,181917,0.1556129506876
262,182614,0.16089668643354857
263,183311,0.23638517545319698
264,184008,0.26031140925381413
265,184705,0.24400334720803127
266,185402,0.25595433195489037
267,186099,0.2606804853190309
268,186796,0.23228539626943842
269,187493,0.18460007069613704
270,188190,0.15275483836060447
271,188887,0.129513078645791
272,189584,0.11526093113542116
273,190281,0.11694429902469411
274,190978,0.11119457519208342
275,191675,0.11967084534370061
276,192372,0.11851655427831488
277,193069,0.12979843011032388
278,193766,0.12047882059554288
279,194463,0.12025271512172485
280,195160,0.12422032677802328
281,195857,0.1261599618016904
282,196554,0.11718296799461332
283,197251,0.12281994634926575
284,197948,0.11452943933232443
285,198645,0.1154120484930884
286,199342,0.13092385166173687
287,200039,0.12525679288669844
288,200736,0.10773593760289284
289,201433,0.11833148570450683
290,202130,0.1484978701839146
291,202827,0.14908444864336012
292,203524,0.15731412847893822
293,204221,0.15626666090922856
294,204918,0.1497504009920008
295,205615,0.20095159607261975
296,206312,0.18682894645154563
297,207009,0.17335274640251608
298,207706,0.14876737929827172
299,208403,0.153735604142527
