,time,signal,type,phrase,results
0,1.2010834217071533,has_item,,,"3658,5143,5533,4459,2132,4924,4261,5254,2999,2260,5357,5375,5498,5179,4943,5180,911,4845,1361,1423,3335,1069,785,4926,2550,4949,11,2601,5199,5832,1395,2543,1310,331,401,2520,4053,1853,3890,245,5182,327,4972,2179,5797,5549,4908,354,1154,3660,770,61,57,780,2152,1568,5820,4228,311,2198,5510,18,1657,4963,8,455,2327,4950,116,3885,1586,197,1070,619,2200,1081,156,231,3196,1861,1589,1029,5146,1492,1701,79,4965,5038,2375,2573,1664,2536,1674,3759,1269,4404,1402,5157,749,5728"
1,106.56941962242126,has_item,Audio, ,"226,590,446,275,99,82,799,97,356,840,536,857,181,460,54,45,259,673,243,46,287,189,643,495,72,496,476,281,235,800,576,365,392,544,490,456,780,582,198,671,717,804,203,162,303,179,825,506,844,533,612,863,96,223,400,231,459,229,130,488,335,321,449,258,135,792,649,772,301,692,250,518,762,327,656,708,751,686,714,372,377,88,853,90,312,308,586,823,489,525,225,306,764,276,150,448,33,149,769,260"
2,126.53752112388611,has_item,Audio, ,"1860,235,1855,110,1861,1850,1870,230,245,1485,105,111,225,1856,485,120,1475,610,1865,2110,1480,1864,1851,480,860,1985,236,1495,350,100,1859,985,360,1871,1874,1235,1490,486,1863,1230,605,370,1486,855,1862,735,1476,114,1496,980,495,1854,226,355,1110,231,861,1245,475,1481,600,864,106,121,361,1866,620,239,2120,1240,1857,975,101,2111,611,1785,986,1980,1775,2105,2114,113,115,1225,850,481,2100,104,1858,1489,862,1226,1995,240,246,995,1986,1869,124,1872"
3,132.97057819366455,has_item,Movement, ,"3658,5143,5533,4459,2132,4924,4261,5254,2999,2260,5357,5375,5498,5179,4943,5180,911,4845,1361,1423,3335,1069,785,4926,2550,4949,11,2601,5199,5832,1395,2543,1310,331,401,2520,4053,1853,3890,245,5182,327,4972,2179,5797,5549,4908,354,1154,3660,770,61,57,780,2152,1568,5820,4228,311,2198,5510,18,1657,4963,8,455,2327,4950,116,3885,1586,197,1070,619,2200,1081,156,231,3196,1861,1589,1029,5146,1492,1701,79,4965,5038,2375,2573,1664,2536,1674,3759,1269,4404,1402,5157,749,5728"
4,144.97143697738647,has_item,Video, ,"3658,5143,5533,4459,2132,4924,4261,5254,2999,2260,5357,5375,5498,5179,4943,5180,911,4845,1361,1423,3335,1069,785,4926,2550,4949,11,2601,5199,5832,1395,2543,1310,331,401,2520,4053,1853,3890,245,5182,327,4972,2179,5797,5549,4908,354,1154,3660,770,61,57,780,2152,1568,5820,4228,311,2198,5510,18,1657,4963,8,455,2327,4950,116,3885,1586,197,1070,619,2200,1081,156,231,3196,1861,1589,1029,5146,1492,1701,79,4965,5038,2375,2573,1664,2536,1674,3759,1269,4404,1402,5157,749,5728"
5,375.67631936073303,searching,Video, ,"3658,5143,5533,4459,2132,4924,4261,5254,2999,2260,5357,5375,5498,5179,4943,5180,911,4845,1361,1423,3335,1069,785,4926,2550,4949,11,2601,5199,5832,1395,2543,1310,331,401,2520,4053,1853,3890,245,5182,327,4972,2179,5797,5549,4908,354,1154,3660,770,61,57,780,2152,1568,5820,4228,311,2198,5510,18,1657,4963,8,455,2327,4950,116,3885,1586,197,1070,619,2200,1081,156,231,3196,1861,1589,1029,5146,1492,1701,79,4965,5038,2375,2573,1664,2536,1674,3759,1269,4404,1402,5157,749,5728"
6,446.63898968696594,searching,Video, ,"3658,5143,5533,4459,2132,4924,4261,5254,2999,2260,5357,5375,5498,5179,4943,5180,911,4845,1361,1423,3335,1069,785,4926,2550,4949,11,2601,5199,5832,1395,2543,1310,331,401,2520,4053,1853,3890,245,5182,327,4972,2179,5797,5549,4908,354,1154,3660,770,61,57,780,2152,1568,5820,4228,311,2198,5510,18,1657,4963,8,455,2327,4950,116,3885,1586,197,1070,619,2200,1081,156,231,3196,1861,1589,1029,5146,1492,1701,79,4965,5038,2375,2573,1664,2536,1674,3759,1269,4404,1402,5157,749,5728"
7,494.26793360710144,searching,Video, ,"2375,3885,311,584,5533,5462,1069,653,1455,565,1632,5498,5179,5180,218,2999,2286,4459,2260,5143,327,1094,1091,4448,4336,331,11,2909,2805,143,2170,8,877,2997,566,1279,197,2178,5463,5182,281,5450,1853,79,2617,1343,722,5181,2536,408,61,2418,633,489,5254,834,1189,3196,315,5038,498,350,4926,438,2669,2792,5176,1289,1568,2014,252,3006,5317,3955,109,1315,870,2495,981,2342,3634,3782,687,2601,2967,3325,3084,231,4924,3827,2630,1645,5185,3335,426,999,4979,5126,2212,5492"
8,495.329505443573,searching,Audio, ,"226,590,446,275,99,82,799,97,356,840,536,857,181,460,54,45,259,673,243,46,287,189,643,495,72,496,476,281,235,800,576,365,392,544,490,456,780,582,198,671,717,804,203,162,303,179,825,506,844,533,612,863,96,223,400,231,459,229,130,488,335,321,449,258,135,792,649,772,301,692,250,518,762,327,656,708,751,686,714,372,377,88,853,90,312,308,586,823,489,525,225,306,764,276,150,448,33,149,769,260"
9,532.0304217338562,searching,Audio, ,"226,590,446,275,99,82,799,97,356,840,536,857,181,460,54,45,259,673,243,46,287,189,643,495,72,496,476,281,235,800,576,365,392,544,490,456,780,582,198,671,717,804,203,162,303,179,825,506,844,533,612,863,96,223,400,231,459,229,130,488,335,321,449,258,135,792,649,772,301,692,250,518,762,327,656,708,751,686,714,372,377,88,853,90,312,308,586,823,489,525,225,306,764,276,150,448,33,149,769,260"
