method,dim_embedding,m,std,modality,signal,pid
random,8,"[ 0.         -0.28472933 -0.28462405 -0.28433587 -0.2840539  -0.28398581
 -0.28411678 -0.28401107 -0.28427631 -0.28425945 -0.28362807 -0.28378822
 -0.28336579 -0.28345148 -0.28372096 -0.28358467 -0.28376829 -0.28354336
 -0.28331847 -0.28280993 -0.28227361 -0.28225906 -0.28229792 -0.28272681
 -0.28244058 -0.28264834 -0.28298714 -0.28204684 -0.28211433 -0.28241984
 -0.28224739 -0.28239711 -0.28220607 -0.28189048 -0.28130023 -0.28176257
 -0.28123804 -0.28076381 -0.28008719 -0.27978167 -0.27982345 -0.27940594
 -0.27908277 -0.27916975 -0.27925077 -0.27937798 -0.27917855 -0.27885019
 -0.27883587 -0.27837126 -0.2782691  -0.27834211 -0.27826381 -0.27823136
 -0.27812304 -0.27808252 -0.27823814 -0.27826631 -0.27832467 -0.27815668
 -0.27805861 -0.27737831 -0.27740333 -0.27758487 -0.27718521 -0.27666809
 -0.27671429 -0.27650323 -0.27621008 -0.27656891 -0.27689591 -0.27654264
 -0.27638868 -0.27636667 -0.27578561 -0.27529227 -0.27497653 -0.2748784
 -0.27434854 -0.27445172 -0.27449883 -0.27454294 -0.27406394 -0.27419617
 -0.27472325 -0.27481283 -0.27481711 -0.2746669  -0.27397114 -0.27387622
 -0.27408073 -0.27349439 -0.27314975 -0.27299622 -0.27292163 -0.2728202
 -0.27295769 -0.27243643 -0.27180742 -0.27183404 -0.27177534]","[0.         0.1647439  0.16512189 0.16600857 0.16657984 0.1671445
 0.16788504 0.16863026 0.16885184 0.16941763 0.17039736 0.17058817
 0.17128154 0.17164819 0.17231638 0.17267706 0.17335254 0.17457663
 0.17520584 0.1759473  0.17651856 0.17735457 0.17816229 0.17848544
 0.17929768 0.17991384 0.18055323 0.18162865 0.18257189 0.18355093
 0.18498122 0.18588087 0.18671064 0.18800539 0.18918314 0.18990246
 0.19123286 0.19283365 0.19408714 0.1952378  0.19624855 0.19783438
 0.19881832 0.1997811  0.20110938 0.20201526 0.20325093 0.20377889
 0.20484745 0.20613109 0.20703045 0.20785258 0.20883375 0.21008722
 0.21127201 0.21249323 0.21363608 0.21472699 0.2158811  0.21699488
 0.21793536 0.21921462 0.22034899 0.22098284 0.22260194 0.22409793
 0.22546883 0.22656008 0.22772859 0.22845861 0.22916785 0.23034454
 0.23090964 0.23252294 0.23373121 0.23551582 0.23654448 0.23762153
 0.23897725 0.23981198 0.24111185 0.24250491 0.24358014 0.24451648
 0.24555408 0.24673167 0.24769086 0.24842516 0.24966668 0.2510622
 0.25172654 0.25316203 0.25442845 0.25557742 0.25631664 0.25739961
 0.25846642 0.25955484 0.26085644 0.26151477 0.26236235]",auditory,has_item,32
random,8,"[ 0.         -0.30271346 -0.30252533 -0.30222115 -0.30195687 -0.30180857
 -0.30193726 -0.30179415 -0.30200484 -0.30195382 -0.30133188 -0.30147075
 -0.30101552 -0.30105392 -0.30126993 -0.30107834 -0.30122607 -0.30096455
 -0.30071604 -0.30018481 -0.29964723 -0.29955592 -0.29954517 -0.29992891
 -0.29964141 -0.29984919 -0.3001056  -0.29917955 -0.29920096 -0.29939072
 -0.29923582 -0.29933712 -0.29909207 -0.29877366 -0.29818732 -0.29862349
 -0.29814274 -0.29765184 -0.29700827 -0.29663764 -0.29660088 -0.29617645
 -0.29588048 -0.295891   -0.29593021 -0.29601015 -0.29574945 -0.29539027
 -0.29532456 -0.29484047 -0.29473619 -0.29477245 -0.29463246 -0.29460533
 -0.2944504  -0.29440911 -0.29451348 -0.29446647 -0.2944807  -0.29427305
 -0.29418209 -0.29351528 -0.29347672 -0.29358704 -0.29318817 -0.29267454
 -0.29263045 -0.29240936 -0.29208035 -0.2923865  -0.29269753 -0.29233486
 -0.29215939 -0.29210035 -0.29147805 -0.29098354 -0.29067198 -0.29050741
 -0.28999099 -0.29003553 -0.29003015 -0.29007367 -0.28957527 -0.2896412
 -0.29014817 -0.29018076 -0.29008895 -0.28991376 -0.28926344 -0.28913587
 -0.28929281 -0.28866154 -0.28829999 -0.28813983 -0.28807007 -0.2878978
 -0.28795573 -0.28744695 -0.28677596 -0.28676285 -0.28665496]","[0.         0.17148414 0.17171    0.17247984 0.17301485 0.17341448
 0.17407505 0.17469221 0.17481984 0.17528256 0.17617523 0.17631951
 0.17690018 0.17716886 0.17770186 0.17795655 0.17852007 0.17957967
 0.18011803 0.18075787 0.18127234 0.18193183 0.18260221 0.18284053
 0.18357461 0.18413459 0.18461677 0.18561285 0.18641564 0.1871701
 0.18849476 0.18925985 0.18995521 0.19113459 0.19221628 0.19284713
 0.19411386 0.19555898 0.19674313 0.19772653 0.19856753 0.20001499
 0.2009511  0.20175531 0.2029356  0.20371829 0.20479246 0.20524422
 0.20617607 0.20734252 0.20816879 0.20888798 0.209733   0.21089624
 0.21194617 0.21307498 0.21408361 0.21501914 0.21604518 0.21704028
 0.21791977 0.21912129 0.22011276 0.22063421 0.22213917 0.22353598
 0.22472845 0.22573531 0.22679361 0.2274269  0.2280744  0.22916585
 0.22967533 0.23114864 0.23224108 0.23390632 0.23487187 0.23582235
 0.23710348 0.23783524 0.23900777 0.24031293 0.24130452 0.24212784
 0.24308322 0.24414203 0.24496393 0.24563216 0.24683536 0.24812012
 0.24870707 0.25001998 0.25119635 0.25227156 0.25297052 0.25393366
 0.25487539 0.25591021 0.25710368 0.25769471 0.2584565 ]",auditory,idle,29
random,8,"[0.         0.05252404 0.05867548 0.06449172 0.06383011 0.06611524
 0.07074725 0.07325638 0.07802293 0.07514177 0.07792819 0.07768533
 0.08345819 0.07955988 0.07693663 0.07873647 0.08660587 0.09080601
 0.08713845 0.0944663  0.09592477 0.09932575 0.1014648  0.10443689
 0.10356931 0.09825058 0.09915287 0.10379486 0.10065922 0.10213036
 0.10742668 0.10996938 0.11237202 0.11277976 0.11283824 0.11611895
 0.11704453 0.11634031 0.11695082 0.1190904  0.12113009 0.12035319
 0.12207945 0.1217202  0.12402302 0.1184772  0.11775963 0.11780056
 0.1198795  0.12270812 0.12188842 0.12474165 0.12884336 0.13438919
 0.13740828 0.13974573 0.14432889 0.14475263 0.14093829 0.1433704
 0.14140447 0.14391526 0.14414488 0.14803406 0.14402107 0.14295682
 0.14443805 0.1404862  0.13958497 0.14069723 0.14395144 0.14706465
 0.1508975  0.15110683 0.15305039 0.15366985 0.15825038 0.16026859
 0.16509871 0.16474758 0.16558247 0.16703785 0.16860354 0.17255447
 0.17309764 0.17148043 0.17395892 0.17178402 0.17314063 0.1699448
 0.16813294 0.16814521 0.16993929 0.17232158 0.17393169 0.17582626
 0.1765215  0.17678729 0.17798027 0.1747911  0.17670269]","[0.         0.02155616 0.02554636 0.03033453 0.04070735 0.04007058
 0.04125002 0.03772497 0.04415497 0.04177067 0.04798531 0.04930467
 0.04939072 0.05086936 0.0504875  0.056938   0.05402553 0.05098459
 0.05234415 0.05269821 0.0511729  0.05625551 0.05802753 0.0578223
 0.06197279 0.06697426 0.06948361 0.07403057 0.07443485 0.07707986
 0.0754919  0.07570446 0.07788468 0.07802231 0.0753844  0.07684886
 0.0777788  0.08020757 0.08316213 0.08387085 0.08250557 0.08132979
 0.08332046 0.08032012 0.07723593 0.08140554 0.08301811 0.0811943
 0.07832328 0.07645471 0.07550247 0.07571584 0.07634086 0.0750038
 0.07330395 0.0737892  0.06824356 0.06983506 0.0686991  0.06636164
 0.06379897 0.0663243  0.0660101  0.06334839 0.06649975 0.06431366
 0.06521449 0.06218154 0.05990845 0.06329234 0.06052934 0.05896774
 0.06040742 0.06161995 0.06136904 0.0622641  0.05922569 0.05813918
 0.0579717  0.05382155 0.05368747 0.05323497 0.05101884 0.05441296
 0.05334342 0.05462418 0.0523955  0.05152386 0.05006966 0.05120873
 0.05134751 0.05035824 0.04936976 0.04830037 0.0499028  0.05107793
 0.04872654 0.04949868 0.05173258 0.05252299 0.05244905]",visual,has_item,37
random,8,"[ 0.          0.03512716  0.03653922  0.03767116  0.03135279  0.02975269
  0.03173036  0.03147635  0.03249605  0.02690385  0.02653493  0.02180825
  0.02359863  0.0193886   0.01534745  0.01518845  0.01750515  0.01584426
  0.01040342  0.00980329  0.00877114  0.00759702  0.00570467  0.00151257
 -0.00200989 -0.0045305  -0.00540066 -0.00485972 -0.00508652 -0.00505097
 -0.00442546 -0.00952848 -0.00743925 -0.01116044 -0.0151454  -0.02237208
 -0.02485988 -0.02690022 -0.03262105 -0.03661167 -0.03820397 -0.04039924
 -0.0394014  -0.04103562 -0.0406375  -0.04406167 -0.04803972 -0.05271696
 -0.05566726 -0.05671085 -0.05792515 -0.05859294 -0.05960089 -0.05908552
 -0.0606506  -0.06316792 -0.06134454 -0.06414182 -0.06992793 -0.0715089
 -0.0748993  -0.0733551  -0.07863523 -0.08037501 -0.08453006 -0.08434349
 -0.08520317 -0.087652   -0.09269478 -0.08974266 -0.09226259 -0.09165886
 -0.09234174 -0.09486438 -0.09910866 -0.10074518 -0.10115774 -0.10299842
 -0.10139703 -0.09964473 -0.10180629 -0.10323115 -0.10350545 -0.10040165
 -0.10214939 -0.10190179 -0.10082996 -0.10029494 -0.09867985 -0.09714724
 -0.10204795 -0.10505863 -0.10512506 -0.10259942 -0.10431223 -0.10351779
 -0.10738475 -0.10936871 -0.10805292 -0.11050134 -0.11118974]","[0.         0.02604331 0.03183605 0.03896093 0.04943246 0.05285384
 0.05733645 0.05700687 0.06404911 0.06380368 0.0678583  0.07357069
 0.078781   0.08003483 0.08140531 0.08497209 0.08715153 0.09441092
 0.09785325 0.10710173 0.11210495 0.11564868 0.12116438 0.12842357
 0.13009087 0.13062917 0.13268407 0.13441481 0.13265367 0.13539646
 0.14114563 0.14673311 0.14684236 0.14994445 0.15104229 0.15983886
 0.16317839 0.16420551 0.17142481 0.17701141 0.17927971 0.18060827
 0.1817977  0.1823245  0.18533545 0.1845213  0.18798154 0.19196113
 0.19696498 0.20062233 0.19998965 0.20353804 0.20781482 0.21254974
 0.21628667 0.22043468 0.22312426 0.22548537 0.22716559 0.23140694
 0.23150124 0.23240781 0.23758764 0.24298328 0.24382363 0.24086232
 0.24154673 0.23916441 0.24209209 0.24150644 0.24656699 0.24898421
 0.25424848 0.25624209 0.26228329 0.26486263 0.2687986  0.27262432
 0.27580465 0.27400101 0.27665843 0.28031613 0.28108092 0.28114227
 0.28332531 0.28188962 0.28347436 0.28044555 0.28037255 0.27477706
 0.27687609 0.27965196 0.28147128 0.28072343 0.28444611 0.28648809
 0.29094055 0.29305539 0.29338078 0.29255549 0.29555536]",visual,has_item,31
random,8,"[ 0.         -0.06261662 -0.06183544 -0.06115616 -0.06561187 -0.06623119
 -0.06457273 -0.06413941 -0.0638752  -0.06692767 -0.06787734 -0.0710634
 -0.06904721 -0.0714546  -0.07301996 -0.07338329 -0.0718481  -0.07165996
 -0.0744529  -0.07527053 -0.07547096 -0.07452794 -0.07497615 -0.07821242
 -0.08103793 -0.0821337  -0.08309347 -0.08063562 -0.07919283 -0.07953603
 -0.07824022 -0.08111499 -0.07849802 -0.08019109 -0.08303066 -0.08726387
 -0.08812661 -0.08945229 -0.09207676 -0.09353221 -0.09385608 -0.09403465
 -0.09258049 -0.09260668 -0.09153316 -0.09266255 -0.0958254  -0.09892193
 -0.10099158 -0.10245469 -0.10174186 -0.1009379  -0.10012709 -0.09892349
 -0.09944802 -0.10033639 -0.09795183 -0.09873289 -0.10012514 -0.10088693
 -0.10265483 -0.10213302 -0.10646813 -0.10709787 -0.11041705 -0.1108275
 -0.11104525 -0.11195407 -0.11326961 -0.10885979 -0.11150899 -0.11136392
 -0.11213973 -0.1135449  -0.11526581 -0.11610321 -0.11673252 -0.1174846
 -0.11534913 -0.11509921 -0.11615194 -0.1177001  -0.11773549 -0.11552093
 -0.11521971 -0.11461685 -0.11470537 -0.11430573 -0.11443489 -0.11290265
 -0.11641567 -0.11766484 -0.1175938  -0.11632595 -0.11770523 -0.1165529
 -0.11987719 -0.12122567 -0.11892268 -0.12045249 -0.12025928]","[0.         0.13996031 0.14169353 0.14351884 0.14323269 0.14271944
 0.14455344 0.14352951 0.14677106 0.14365931 0.1459695  0.14577131
 0.14707608 0.14526133 0.14284089 0.14437407 0.14630134 0.14725704
 0.14577721 0.15021696 0.15176619 0.15127092 0.15258859 0.15582703
 0.15620751 0.15506386 0.15603728 0.15546173 0.15288947 0.15493101
 0.1577845  0.15900305 0.15849051 0.1587202  0.15839547 0.16169169
 0.16281269 0.16291296 0.16574784 0.16782952 0.16891869 0.16860714
 0.16920767 0.1688193  0.17055564 0.16847327 0.17061201 0.17285256
 0.1763776  0.17962974 0.17844173 0.1806687  0.18342249 0.18672985
 0.18907151 0.19101736 0.19307969 0.19439975 0.1940512  0.19748114
 0.1974524  0.19828215 0.20180539 0.20597016 0.20678513 0.20490457
 0.20546326 0.20380448 0.20582478 0.20537129 0.20943926 0.21133744
 0.21541124 0.21636078 0.22089634 0.22334928 0.22624081 0.22897111
 0.23058188 0.22915765 0.23109088 0.23357098 0.23402949 0.23441169
 0.23577004 0.23497255 0.23627874 0.23384587 0.2338342  0.2292998
 0.23075462 0.23283324 0.23445371 0.23426176 0.2373935  0.23883682
 0.24268962 0.24434019 0.24449317 0.24384643 0.24614613]",visual,idle,25
random,8,"[ 0.         -0.1124744  -0.11228672 -0.11209191 -0.11485543 -0.11619678
 -0.11474783 -0.11523723 -0.11495518 -0.11803344 -0.11918767 -0.12165099
 -0.12130077 -0.12304298 -0.12508875 -0.12605593 -0.12542238 -0.12490382
 -0.127666   -0.12801984 -0.12857846 -0.12823824 -0.12996527 -0.13316905
 -0.13610028 -0.13712762 -0.13773814 -0.13619617 -0.13494761 -0.13530325
 -0.13456847 -0.13660492 -0.13416618 -0.13528515 -0.13796328 -0.14189179
 -0.14287537 -0.14384654 -0.14489485 -0.14694698 -0.14747795 -0.1481631
 -0.14804111 -0.14917941 -0.1483406  -0.14860741 -0.1512232  -0.15356353
 -0.15500531 -0.15632484 -0.15616472 -0.15467339 -0.15454304 -0.1532431
 -0.15361489 -0.15481156 -0.15249823 -0.15301829 -0.15325179 -0.15442008
 -0.15543832 -0.15511843 -0.15823001 -0.1579673  -0.16039534 -0.16094067
 -0.16030937 -0.16178407 -0.16172586 -0.158338   -0.15968666 -0.15928834
 -0.15991884 -0.16060722 -0.16180114 -0.16213818 -0.16249168 -0.16226193
 -0.16031852 -0.15998803 -0.15994743 -0.16035141 -0.16040113 -0.15784377
 -0.15749609 -0.15710523 -0.15668536 -0.15747445 -0.15806349 -0.15587485
 -0.15837807 -0.1592937  -0.15893382 -0.15713025 -0.15791276 -0.15751583
 -0.158889   -0.16019458 -0.1578711  -0.15936629 -0.15958583]","[0.         0.14888008 0.15080215 0.15267784 0.1508945  0.15131206
 0.15294699 0.15317697 0.15552785 0.15331414 0.15519011 0.15426863
 0.15695592 0.15504744 0.15387069 0.15561106 0.15809513 0.15860893
 0.15757459 0.16028511 0.16212368 0.16228914 0.16446828 0.16665761
 0.16718705 0.16637994 0.16667288 0.16702331 0.16539882 0.16674989
 0.16896319 0.16918234 0.16912298 0.16878192 0.16858281 0.170823
 0.17183256 0.17160406 0.17238808 0.1741537  0.17545367 0.17558671
 0.1773206  0.17828492 0.17992997 0.17746828 0.17875123 0.17959797
 0.18146854 0.18380968 0.18304082 0.18409158 0.18688942 0.1892772
 0.19079125 0.19221169 0.19381041 0.19465168 0.19335984 0.19655539
 0.19603841 0.19690744 0.19868235 0.20118418 0.20098307 0.19977996
 0.19965069 0.19858349 0.19911687 0.19958826 0.2020066  0.20333812
 0.20639939 0.20671251 0.20997118 0.21138583 0.21356505 0.21506704
 0.21666542 0.2156199  0.21627022 0.21757574 0.21780895 0.21776257
 0.21880708 0.21823833 0.2189685  0.2178101  0.21806303 0.21405248
 0.21456862 0.21609606 0.21715168 0.21661082 0.21885253 0.22028947
 0.22224631 0.2235753  0.22372862 0.22299696 0.22505966]",visual,idle,16
random,8,"[ 0.         -0.05807232 -0.05870486 -0.05736908 -0.0597023  -0.06190038
 -0.06138077 -0.06131891 -0.0618244  -0.06407756 -0.06548465 -0.06801549
 -0.0679415  -0.07018448 -0.07180237 -0.07396392 -0.07433977 -0.07432371
 -0.07743405 -0.078312   -0.0789804  -0.08058832 -0.08341854 -0.08713976
 -0.09071676 -0.09190087 -0.09400694 -0.09363784 -0.09449355 -0.09536914
 -0.0939456  -0.09530065 -0.09282652 -0.09490264 -0.09836443 -0.1022227
 -0.10350529 -0.10410184 -0.10587728 -0.10908377 -0.10951013 -0.11039489
 -0.11216962 -0.11342351 -0.11335908 -0.11530972 -0.11672251 -0.11939676
 -0.11942592 -0.12109432 -0.12091381 -0.12000247 -0.11823212 -0.11522315
 -0.1162805  -0.11755602 -0.11512492 -0.11601006 -0.11815777 -0.11884651
 -0.11914404 -0.11813894 -0.12157985 -0.12180548 -0.12289636 -0.12241704
 -0.12108372 -0.12340314 -0.12406988 -0.12113766 -0.12373971 -0.12311071
 -0.12529323 -0.1276392  -0.12906295 -0.12883679 -0.12980416 -0.1299966
 -0.12796892 -0.12655749 -0.12583847 -0.12575492 -0.12740232 -0.12530734
 -0.12496544 -0.12523594 -0.12512786 -0.126566   -0.12906214 -0.12730645
 -0.12913835 -0.12991844 -0.13059424 -0.12946881 -0.13019559 -0.12952129
 -0.13108383 -0.13282937 -0.13043446 -0.13174323 -0.13329254]","[0.         0.17223436 0.17277304 0.17554737 0.17507535 0.17429505
 0.17440589 0.17493988 0.17572435 0.17553359 0.17655    0.17571349
 0.17765904 0.17642156 0.1760259  0.17619781 0.17702052 0.17766344
 0.17695298 0.17859139 0.17988076 0.17755142 0.17776081 0.17928172
 0.1798124  0.17943207 0.17859358 0.17695707 0.17541883 0.17539702
 0.17764313 0.17884709 0.17859877 0.17761682 0.17763509 0.17931991
 0.17980639 0.17939696 0.1801945  0.17998379 0.18122925 0.18147135
 0.18145269 0.18100653 0.18177161 0.17827105 0.17996693 0.18070923
 0.18333219 0.18473345 0.18356438 0.18384255 0.18718342 0.19024627
 0.19055175 0.19135522 0.19259302 0.19355875 0.19151419 0.19402885
 0.19466242 0.19621297 0.19707399 0.19886378 0.19954844 0.19868662
 0.19938137 0.19780109 0.19738981 0.19781808 0.19837101 0.19939057
 0.20060071 0.2007489  0.20380331 0.20556715 0.20650288 0.20779495
 0.20928757 0.20952576 0.21032331 0.21239991 0.21147972 0.21056985
 0.21063366 0.20974488 0.20934111 0.20793615 0.20750552 0.20372352
 0.20405228 0.20506384 0.2048295  0.20410313 0.20572835 0.20712685
 0.2085589  0.20931433 0.20966465 0.20941757 0.21084849]",visual,has_information,22
random,8,"[ 0.          0.00668     0.00757347  0.00961277  0.00717984  0.00524415
  0.00635358  0.00680266  0.00743761  0.0066648   0.00608677  0.00449839
  0.00510618  0.00319822  0.00231904  0.00051228  0.00074554  0.00161045
 -0.00095408 -0.00136881 -0.00183778 -0.00289367 -0.00591631 -0.00842688
 -0.01183979 -0.01350933 -0.01409831 -0.01328735 -0.01342211 -0.01370436
 -0.01247802 -0.01326575 -0.01126433 -0.01334623 -0.01628605 -0.01889438
 -0.01991608 -0.01945731 -0.02082196 -0.02361115 -0.02272213 -0.02372195
 -0.02487058 -0.02566394 -0.02548191 -0.02706573 -0.02911958 -0.03128721
 -0.03100898 -0.03256147 -0.03268018 -0.03206079 -0.03019306 -0.02763254
 -0.02943843 -0.03088516 -0.02924465 -0.02959064 -0.03092302 -0.0313148
 -0.03149693 -0.03037994 -0.03287957 -0.03308729 -0.03382131 -0.0338118
 -0.03266302 -0.03472751 -0.03567367 -0.03267495 -0.03425709 -0.03411686
 -0.03633882 -0.03816421 -0.03917931 -0.03866799 -0.03924913 -0.0389135
 -0.03715576 -0.03552112 -0.0348051  -0.034787   -0.03614877 -0.03385926
 -0.03361347 -0.03362858 -0.03363032 -0.03461072 -0.03651701 -0.03472711
 -0.03622864 -0.03675079 -0.03736905 -0.03675019 -0.03679772 -0.0362393
 -0.03741088 -0.03873764 -0.03665027 -0.037519   -0.03871109]","[0.         0.2138421  0.21666919 0.21964266 0.21915188 0.2190862
 0.22025027 0.22133056 0.22351307 0.22562147 0.22759471 0.22863154
 0.23078058 0.23052473 0.23136168 0.23208575 0.23372285 0.23555787
 0.2360702  0.23779778 0.23899607 0.2385602  0.23823979 0.24108989
 0.24180519 0.24084031 0.24288266 0.24261693 0.24284755 0.24404816
 0.24524149 0.2470672  0.24610951 0.24580944 0.24684306 0.24978326
 0.25043199 0.25179171 0.2527811  0.2533987  0.25631089 0.25615053
 0.2571897  0.25781217 0.25847721 0.2571051  0.25714569 0.25834658
 0.26045346 0.26134191 0.26008475 0.25977655 0.26178121 0.26276666
 0.26168689 0.26193997 0.2612807  0.26265569 0.26276224 0.26474189
 0.26523648 0.26639374 0.26847097 0.26955773 0.27059471 0.26945068
 0.26943277 0.26887875 0.2681872  0.26861819 0.27061482 0.27048003
 0.27116252 0.27214748 0.27462954 0.27618029 0.27752311 0.27921024
 0.27977602 0.28033111 0.28085115 0.28215063 0.28200914 0.28174651
 0.28162297 0.28142381 0.2810577  0.28092457 0.28163192 0.27932151
 0.28001173 0.2809988  0.28099948 0.27973186 0.28180322 0.28247815
 0.28391701 0.28499858 0.28472501 0.28533888 0.28671849]",visual,has_information,34
random,8,"[ 0.         -0.00709302 -0.00638281 -0.00550542 -0.00682323 -0.00838306
 -0.00669217 -0.00674383 -0.00624021 -0.00664349 -0.00754509 -0.00842061
 -0.00762596 -0.00910335 -0.00956056 -0.01143538 -0.01175093 -0.01125211
 -0.01263951 -0.01335621 -0.01423059 -0.01529419 -0.01834155 -0.02114295
 -0.02314117 -0.02516157 -0.02577938 -0.02545024 -0.02593869 -0.02616148
 -0.02436476 -0.02517546 -0.02303641 -0.02514961 -0.0276221  -0.02912195
 -0.03092545 -0.03048733 -0.03208626 -0.03433    -0.03455699 -0.03507733
 -0.03631762 -0.03712696 -0.03688233 -0.03792587 -0.04015727 -0.04228381
 -0.04121205 -0.04247182 -0.04269607 -0.04188929 -0.04028627 -0.03833829
 -0.03958955 -0.041379   -0.03995936 -0.04025976 -0.04134261 -0.04151628
 -0.04312249 -0.04167829 -0.04346188 -0.0435958  -0.04373275 -0.04446903
 -0.04409581 -0.0453028  -0.04610884 -0.04352161 -0.04501898 -0.04521948
 -0.04741804 -0.05004792 -0.05029373 -0.05035233 -0.05124178 -0.05183118
 -0.05047429 -0.04883793 -0.04803762 -0.04764425 -0.04940995 -0.04678927
 -0.04681387 -0.04801781 -0.048778   -0.04986405 -0.05048159 -0.04912161
 -0.05097306 -0.05274042 -0.05384782 -0.05329415 -0.05357823 -0.05292732
 -0.05521534 -0.05616765 -0.0541921  -0.0555822  -0.05660543]","[0.         0.20088621 0.20360114 0.20682422 0.20596626 0.20596718
 0.20681485 0.20798692 0.21001832 0.21196418 0.21416247 0.21480522
 0.21673484 0.21636674 0.21714965 0.21791856 0.21974434 0.22176487
 0.22190376 0.22375307 0.22531127 0.22487885 0.22472864 0.22734345
 0.22759858 0.22667447 0.22880693 0.22854496 0.22899107 0.23003925
 0.23111719 0.23262524 0.23157337 0.2312537  0.23212828 0.23465937
 0.23560941 0.23685784 0.23793406 0.23843029 0.24112222 0.24094599
 0.24203471 0.24263704 0.24314255 0.24154258 0.24168829 0.24288735
 0.24448898 0.24545197 0.24414129 0.2441446  0.24600968 0.24704238
 0.24650907 0.24684695 0.2463746  0.24780733 0.24784591 0.24945241
 0.24991809 0.2509327  0.25258795 0.25360671 0.25444546 0.25375274
 0.25391452 0.25314867 0.25245311 0.25255866 0.25429245 0.25442946
 0.25490761 0.25611132 0.25823726 0.25951153 0.26109934 0.26285661
 0.2632388  0.26414077 0.26460923 0.26560957 0.26539769 0.26513163
 0.26508529 0.26505873 0.26489019 0.26481868 0.26500895 0.26302332
 0.26354292 0.26471385 0.26503782 0.26383683 0.26579777 0.26658621
 0.26858976 0.26934779 0.26883458 0.26970177 0.2705712 ]",visual,searching,4
random,8,"[ 0.         -0.02077899 -0.02128993 -0.02127087 -0.023901   -0.02549736
 -0.02510963 -0.02617099 -0.02664854 -0.02699118 -0.02796858 -0.02958626
 -0.02944002 -0.03166868 -0.03266774 -0.03530931 -0.03613176 -0.03716536
 -0.03918083 -0.04038615 -0.04238613 -0.04428896 -0.0477834  -0.05100704
 -0.05281829 -0.05384959 -0.05470488 -0.05494731 -0.05627432 -0.05719241
 -0.05628631 -0.05772796 -0.05649383 -0.05926399 -0.06176698 -0.06302238
 -0.06466266 -0.06470935 -0.0664492  -0.06824086 -0.06881791 -0.06950535
 -0.07114657 -0.07237871 -0.07290655 -0.0739207  -0.07621507 -0.07805512
 -0.0778134  -0.08030603 -0.08097243 -0.08011059 -0.07918583 -0.07719745
 -0.07927464 -0.08146573 -0.08064547 -0.08117982 -0.08219098 -0.0825966
 -0.08425897 -0.08260101 -0.08451381 -0.08482789 -0.08536536 -0.08654866
 -0.0861414  -0.08720842 -0.08742188 -0.08542438 -0.08639466 -0.08775907
 -0.09031151 -0.09355692 -0.09380044 -0.09422816 -0.09481987 -0.09540559
 -0.09409547 -0.09275244 -0.09177935 -0.09145956 -0.09305851 -0.09075437
 -0.09068375 -0.09146134 -0.0923356  -0.09371915 -0.09455757 -0.09361215
 -0.09519857 -0.09683341 -0.09791742 -0.09719879 -0.09840412 -0.09797891
 -0.10047887 -0.10112591 -0.09975598 -0.10081377 -0.10175482]","[0.         0.19145995 0.19468908 0.19825852 0.1981795  0.19832707
 0.20024547 0.2018562  0.20446175 0.20617247 0.20804382 0.20931394
 0.21154091 0.21198703 0.21280957 0.21432773 0.2163169  0.21927288
 0.21984552 0.22221634 0.22444596 0.22504341 0.22539439 0.22814768
 0.22802632 0.22627624 0.22813839 0.22853553 0.22987292 0.23169997
 0.23375506 0.23563726 0.23572344 0.23610384 0.23671285 0.2387597
 0.23932154 0.24113504 0.24207743 0.24209864 0.24475417 0.24471534
 0.24586402 0.24682958 0.2483116  0.24690685 0.24711751 0.24762855
 0.2498555  0.25177483 0.2510219  0.2506994  0.25294399 0.25381141
 0.25417763 0.25498954 0.25520574 0.25677214 0.25672263 0.25826475
 0.2586203  0.25922941 0.26076439 0.26189826 0.26303648 0.26298531
 0.26310773 0.26230314 0.26117002 0.26197365 0.26280674 0.26412206
 0.26483696 0.26656747 0.26824034 0.26973107 0.27086795 0.27244834
 0.27302015 0.27416777 0.27441013 0.27535816 0.27477893 0.27499264
 0.27486684 0.27436614 0.27429446 0.27454966 0.27497133 0.2737115
 0.27375915 0.27455561 0.27475789 0.27351735 0.2762895  0.27715731
 0.27908088 0.27938462 0.27955741 0.27993402 0.28054776]",visual,searching,1
