method,dim_embedding,m,std,modality,signal,pid
VAE,32,"[0.         0.02722514 0.03109131 0.03452768 0.03819837 0.04142123
 0.04429339 0.04704002 0.0495154  0.05298658 0.05587595 0.05966664
 0.06265631 0.06526815 0.06956314 0.073889   0.07714823 0.08008597
 0.08306572 0.08583165 0.08973952 0.09233181 0.09672549 0.09968954
 0.10394987 0.1064755  0.11001688 0.11372903 0.11632257 0.11963916
 0.12295317 0.1248223  0.12734482 0.1294215  0.13235698 0.13390765
 0.13651609 0.13892833 0.14184662 0.1449836  0.14882899 0.15128364
 0.15243977 0.15503901 0.15652925 0.1582374  0.15982017 0.16314556
 0.16719243 0.16992161 0.17346181 0.17628552 0.17878187 0.18093614
 0.18456084 0.18728999 0.19068397 0.19406752 0.19632964 0.19961474
 0.20366818 0.20591596 0.20898531 0.21117966 0.21272371 0.21480676
 0.21588637 0.21911869 0.22179678 0.22278083 0.22585419 0.22674351
 0.22967595 0.23268061 0.23460176 0.23702937 0.23940339 0.24113715
 0.24276907 0.24440708 0.24608974 0.24777252 0.24996304 0.25227256
 0.25437764 0.25667069 0.25889223 0.26154667 0.26344641 0.26628932
 0.26774867 0.26943904 0.27027735 0.27210187 0.27431992 0.27650066
 0.27939828 0.28147676 0.28451841 0.28750717 0.28971786]","[0.         0.02272218 0.02339629 0.02315157 0.02422131 0.02446828
 0.02529622 0.02589623 0.02647494 0.02561264 0.02757627 0.02673678
 0.0262649  0.02614651 0.02762114 0.029037   0.02933141 0.02922681
 0.03001072 0.02989668 0.02994471 0.0300718  0.02946194 0.02928984
 0.02993821 0.02927316 0.03024134 0.02833774 0.02828314 0.02711335
 0.02782097 0.02746055 0.02718397 0.02802298 0.02960088 0.02947618
 0.03105856 0.03089199 0.03085445 0.03035219 0.0289977  0.0278668
 0.0270358  0.02663503 0.02528203 0.02527572 0.02555505 0.02455253
 0.02570763 0.02651045 0.02714929 0.02607229 0.02524234 0.02568621
 0.02605686 0.02599477 0.02618598 0.02466079 0.02485422 0.02569541
 0.02613479 0.02681502 0.02809924 0.02923153 0.03074863 0.03173496
 0.03175836 0.03089661 0.03093524 0.03066312 0.03012504 0.03031243
 0.03044561 0.02966174 0.02882426 0.02839805 0.0284345  0.02747275
 0.02731839 0.02758156 0.0270644  0.0277503  0.02804746 0.02831675
 0.02807845 0.02721326 0.02786718 0.02793141 0.02737743 0.0273612
 0.02738225 0.0275721  0.0276449  0.0270466  0.02653138 0.02686997
 0.0263639  0.02701711 0.0264679  0.0265435  0.02529938]",auditory,has_item,11.0
VAE,32,"[0.         0.08851184 0.0915318  0.09373233 0.09628403 0.09812209
 0.09997319 0.10130606 0.10303698 0.10566672 0.10766829 0.10982009
 0.1119727  0.11382094 0.11673392 0.11996372 0.12232499 0.12448224
 0.12674189 0.12886937 0.1317661  0.13371947 0.13673726 0.13920185
 0.14218194 0.14353751 0.14583223 0.14853852 0.1504066  0.1528433
 0.15560096 0.15715912 0.15865579 0.16081648 0.16269257 0.16411505
 0.16597307 0.16784596 0.16986717 0.17210449 0.17513036 0.17667664
 0.17749909 0.17931762 0.18073349 0.18176461 0.18334892 0.18560718
 0.18851104 0.1904944  0.1929584  0.19475359 0.19598782 0.19737434
 0.19984288 0.20149798 0.20382815 0.20588035 0.20751542 0.20953883
 0.21224387 0.21362142 0.21605751 0.21744594 0.21843526 0.22007988
 0.22060655 0.22253306 0.22434052 0.22515435 0.22722376 0.22770594
 0.23017811 0.23240276 0.233785   0.23524866 0.2370058  0.23827495
 0.23993015 0.24115626 0.24287055 0.24452853 0.24608042 0.24762869
 0.24890931 0.25062752 0.2521456  0.25440897 0.25600569 0.25799605
 0.25875553 0.26022794 0.26094039 0.26242497 0.26432334 0.26604459
 0.26773025 0.26916425 0.27098499 0.27289227 0.2746237 ]","[0.         0.08865548 0.08762705 0.08587429 0.08452528 0.08268579
 0.08148024 0.07968599 0.07883089 0.0775051  0.07679515 0.07445544
 0.07323383 0.07215844 0.07067158 0.06961101 0.06853165 0.06751488
 0.06685275 0.06599419 0.06469691 0.06402202 0.06206412 0.06129549
 0.05990118 0.05814695 0.05697654 0.05510838 0.05423885 0.05274882
 0.05234111 0.05187473 0.05053037 0.05110159 0.05042115 0.05016591
 0.04981646 0.04915038 0.04811361 0.0468056  0.04519069 0.04354967
 0.0428417  0.04171955 0.04102692 0.04031297 0.04049841 0.03897664
 0.03816694 0.03775522 0.03700928 0.03528172 0.03358282 0.0327795
 0.03185123 0.03085926 0.02999647 0.02781326 0.02723852 0.02662142
 0.02607038 0.02608223 0.02665006 0.02703459 0.02791186 0.0285561
 0.02836319 0.02714227 0.02694536 0.0266619  0.02614713 0.02648506
 0.02655953 0.02620567 0.02553863 0.02533857 0.02558972 0.02519738
 0.0252209  0.02560094 0.02541586 0.02563551 0.02595724 0.0263651
 0.02637651 0.0256885  0.02644669 0.02661073 0.0263271  0.02680601
 0.0272185  0.02771831 0.02767408 0.02769409 0.02789945 0.02851978
 0.02942166 0.03032787 0.03097101 0.03210454 0.03171991]",auditory,searching,2.0
VAE,32,"[0.         0.08450044 0.08729028 0.09000844 0.09243896 0.09421595
 0.09689973 0.09789456 0.099178   0.10167243 0.10431141 0.10711011
 0.10977285 0.1121791  0.11527934 0.11928567 0.12221812 0.12394287
 0.12754004 0.13040579 0.13359797 0.13617126 0.1396188  0.14300859
 0.14596467 0.14772477 0.1505013  0.1533437  0.15550278 0.15769776
 0.16038804 0.16278525 0.16447681 0.16624827 0.16860152 0.17029547
 0.17281885 0.17447387 0.17613879 0.1785586  0.18122191 0.18293553
 0.18452611 0.18642629 0.18790733 0.1894062  0.19126483 0.19413966
 0.19643421 0.19873554 0.20082327 0.20221126 0.20411165 0.20562154
 0.20813257 0.21009967 0.21220872 0.21423066 0.21643156 0.21830929
 0.22107554 0.22336218 0.22572955 0.22732263 0.22884853 0.23065217
 0.23184432 0.23400438 0.23538827 0.23676658 0.23819069 0.23918389
 0.24175043 0.24412483 0.24613761 0.24825594 0.25001992 0.25113014
 0.25343519 0.25483695 0.25637356 0.2581157  0.25981327 0.26041653
 0.26264751 0.26468798 0.26625543 0.26833894 0.26924839 0.27185151
 0.27328644 0.27490998 0.275841   0.27736923 0.27884703 0.28118695
 0.28289359 0.28420282 0.28631142 0.28835205 0.29007635]","[0.         0.07722666 0.07648583 0.0749504  0.07387194 0.07230851
 0.07135511 0.06980697 0.06922476 0.068046   0.06729228 0.06533922
 0.06456701 0.06326143 0.06170657 0.06110183 0.06019655 0.05946849
 0.05892945 0.05823038 0.05705847 0.05673965 0.05527603 0.05465783
 0.05382105 0.05217322 0.05127221 0.04965377 0.04894936 0.04777815
 0.0474222  0.04744522 0.04644494 0.04697935 0.04657096 0.04655572
 0.04652501 0.04585632 0.0450994  0.04431717 0.04281478 0.04153972
 0.04100128 0.04008859 0.03971005 0.0395408  0.0398733  0.03972151
 0.03806188 0.03811495 0.03738458 0.03575836 0.03499929 0.03467935
 0.03428712 0.03428443 0.03332872 0.03237231 0.03265982 0.03275894
 0.0327846  0.03420562 0.03463384 0.0349282  0.03609068 0.03650577
 0.03687782 0.03618984 0.03576859 0.03607273 0.03548806 0.03601405
 0.03620414 0.03625433 0.036392   0.03622829 0.03653772 0.03596788
 0.03663135 0.03629947 0.03602963 0.03657283 0.03714297 0.03647378
 0.03729658 0.03740717 0.03800861 0.03783984 0.03693131 0.03846492
 0.03901762 0.03979037 0.04003155 0.03980986 0.03966502 0.04040968
 0.0405691  0.04083718 0.04148249 0.04184488 0.04177893]",auditory,searching,8.0
VAE,32,"[0.         0.08445333 0.08708697 0.08923455 0.09138538 0.09300401
 0.09507396 0.0961909  0.09718201 0.09953385 0.10153332 0.10397171
 0.10644688 0.10864515 0.11132253 0.11476672 0.117231   0.11855815
 0.12129694 0.12341099 0.12671333 0.12895627 0.1318359  0.13466403
 0.13695509 0.13858073 0.14111123 0.14329779 0.14564163 0.14754004
 0.15019931 0.15188243 0.15329228 0.15529059 0.15733439 0.15871503
 0.16071707 0.16170146 0.16312322 0.16487847 0.16725503 0.16892797
 0.17026037 0.17229068 0.17356968 0.1748781  0.17676253 0.17903743
 0.18104384 0.18335406 0.18524278 0.18646375 0.1879386  0.18953213
 0.19182683 0.19316501 0.19494911 0.1969384  0.19837452 0.20019227
 0.20220739 0.20407884 0.20581523 0.20713902 0.20876715 0.21046125
 0.21147092 0.21357723 0.21444209 0.21583591 0.21718742 0.21783021
 0.22004497 0.2223408  0.22417322 0.22577443 0.22728881 0.22817365
 0.23008174 0.2312891  0.23303642 0.23459951 0.23651176 0.23730003
 0.23918265 0.24093645 0.24209315 0.24394298 0.24444354 0.24679474
 0.24802928 0.24941727 0.24991424 0.25105724 0.25233887 0.25335143
 0.25456799 0.25575988 0.2579291  0.25993193 0.26157247]","[0.         0.06911875 0.06845113 0.06713498 0.06620308 0.06489071
 0.06411609 0.06275875 0.06233319 0.06137103 0.06091203 0.05925848
 0.05858701 0.05745887 0.05625611 0.0560958  0.05556609 0.05503724
 0.05484104 0.05465357 0.05370374 0.05360523 0.0527857  0.05243607
 0.05219296 0.05094056 0.05039095 0.04957846 0.04882397 0.04815199
 0.04795032 0.04865714 0.04813738 0.04856792 0.04858087 0.04902204
 0.04954857 0.04984817 0.04947473 0.04997222 0.04881364 0.0479585
 0.0481678  0.04740947 0.04741962 0.04758479 0.04809315 0.04865302
 0.04804605 0.04792019 0.04791451 0.04723644 0.04772783 0.04762797
 0.04756296 0.04827396 0.04841963 0.04795017 0.04960443 0.04972673
 0.05149207 0.05314402 0.0539932  0.05453617 0.05507299 0.05543207
 0.05580722 0.05525928 0.05580701 0.05603875 0.0559313  0.05669977
 0.05736422 0.0573349  0.05755782 0.0586214  0.05906327 0.05904032
 0.06016903 0.06041941 0.05996752 0.06042454 0.06014058 0.05973119
 0.06083509 0.06120216 0.06222299 0.06249937 0.06291223 0.06412569
 0.06463974 0.06537152 0.06646389 0.06729373 0.06739704 0.06959296
 0.07040939 0.07054374 0.07049527 0.0707971  0.07091577]",auditory,searching,5.0
VAE,32,"[0.         0.03000081 0.03237007 0.0342729  0.0359955  0.03742966
 0.03893834 0.03988138 0.04068411 0.04259094 0.04449411 0.04653994
 0.04834193 0.05026208 0.05236931 0.05493306 0.05676875 0.05789422
 0.06005612 0.06181923 0.06461538 0.06627705 0.06858039 0.07087339
 0.07276272 0.07409102 0.07644327 0.07843097 0.08024431 0.08176394
 0.08390761 0.08529671 0.08619705 0.08776499 0.08908903 0.0900944
 0.09179065 0.09251497 0.09364478 0.0950303  0.09711224 0.0983314
 0.09958028 0.10134155 0.10200227 0.1029198  0.10406159 0.10603861
 0.10759782 0.10939153 0.11072706 0.11151378 0.11253902 0.11376855
 0.11537534 0.11623632 0.11760061 0.11913596 0.12018741 0.12159806
 0.123027   0.12446831 0.12585801 0.12708048 0.12855784 0.12999122
 0.13068849 0.13244785 0.13331494 0.1341895  0.1353216  0.13601638
 0.13765518 0.13939419 0.14064737 0.14198215 0.14325055 0.14376105
 0.14548625 0.14634906 0.14777307 0.14901176 0.15044077 0.15113546
 0.15269652 0.15410694 0.15496443 0.15641625 0.15661699 0.1583627
 0.15912715 0.16027097 0.16080104 0.16147932 0.16258526 0.16348311
 0.1645077  0.16549657 0.16716351 0.16870153 0.16980492]","[0.         0.13714251 0.13739662 0.13735548 0.13785947 0.13771739
 0.1385599  0.13841044 0.138654   0.13920791 0.13924088 0.13949099
 0.14062673 0.14083443 0.14161782 0.14345428 0.14459014 0.14483358
 0.1460019  0.14667846 0.14745067 0.14863765 0.14961315 0.15064613
 0.15143497 0.15171056 0.15195306 0.15216969 0.15310001 0.15373384
 0.15478568 0.15558452 0.15653285 0.15756213 0.1591045  0.16001576
 0.16080211 0.16147053 0.16201148 0.16291727 0.16327938 0.16403284
 0.16425401 0.16465253 0.16602099 0.16690028 0.16862241 0.16940705
 0.17025975 0.17137028 0.17255465 0.17331391 0.17440799 0.17519674
 0.17666805 0.17784426 0.17879913 0.17968217 0.18086164 0.18175621
 0.18342449 0.1847373  0.18572283 0.186067   0.18656103 0.18720012
 0.18796582 0.18856243 0.18870655 0.18990854 0.19036638 0.19045376
 0.19183108 0.19304562 0.19436448 0.19518281 0.19585624 0.19665622
 0.19732808 0.19809987 0.198682   0.19947583 0.20041834 0.20051778
 0.20149164 0.20230615 0.20322568 0.20415431 0.2049039  0.20650967
 0.20764079 0.20835765 0.20855784 0.2097663  0.21017375 0.21101339
 0.21165622 0.21213615 0.21318336 0.21423954 0.21543352]",auditory,has_information,35.0
VAE,32,"[0.         0.02438606 0.02657192 0.02842525 0.029834   0.03109088
 0.03239059 0.03309176 0.03437157 0.03585909 0.037586   0.0391025
 0.04076158 0.04247559 0.04444769 0.0461807  0.04796708 0.04892591
 0.05062269 0.05217793 0.05464688 0.05617619 0.0584068  0.06050629
 0.06245967 0.06370236 0.06562557 0.06732109 0.06866571 0.07022614
 0.07180672 0.0730255  0.07383439 0.07534314 0.07645317 0.07751757
 0.07888704 0.07947544 0.08078839 0.08186816 0.08390836 0.08511875
 0.08589764 0.08713021 0.08773789 0.08862761 0.08969793 0.09128542
 0.09229127 0.09362709 0.0946444  0.09535821 0.09600751 0.09706511
 0.09832097 0.09914477 0.10062983 0.10200617 0.1032341  0.10454753
 0.10582314 0.1070175  0.10814208 0.1093674  0.1107711  0.11201615
 0.11231927 0.11384423 0.11471059 0.11559352 0.11668312 0.11745586
 0.11878402 0.1203252  0.12140009 0.12264945 0.12401446 0.12471716
 0.1260926  0.1267601  0.12818296 0.12922461 0.13026269 0.13120879
 0.1326132  0.13394521 0.13480689 0.13602062 0.13617593 0.13758892
 0.13835804 0.13951545 0.1401078  0.14076763 0.14173445 0.1425359
 0.14355657 0.1447072  0.14621144 0.14785729 0.14904661]","[0.         0.12772279 0.12802279 0.12800411 0.12856864 0.12851007
 0.12936226 0.12928626 0.12940783 0.13003886 0.13013944 0.13056878
 0.13165963 0.13191067 0.132667   0.1346909  0.13573078 0.13601984
 0.13728506 0.13798301 0.13880732 0.13996592 0.1409164  0.1419538
 0.1426249  0.14290117 0.14331551 0.14363026 0.14469637 0.14526728
 0.14652194 0.14734145 0.14824728 0.14922444 0.15072224 0.151518
 0.15238734 0.15310782 0.15354914 0.1545594  0.15494309 0.15562216
 0.15606445 0.15674446 0.15801232 0.1588193  0.16046177 0.16137369
 0.16237867 0.16359341 0.16485037 0.16557632 0.16682322 0.16760468
 0.16914839 0.17023991 0.17098837 0.17185002 0.17279303 0.17365003
 0.17523286 0.1765729  0.17759764 0.17791358 0.17841432 0.179081
 0.18002171 0.18069651 0.18083349 0.18190774 0.18233966 0.18235406
 0.18376711 0.18495603 0.18625542 0.18702636 0.18757419 0.18817775
 0.18896758 0.18976821 0.19028706 0.19113029 0.19223254 0.19218892
 0.193126   0.19391731 0.19474421 0.19572697 0.19645419 0.19809145
 0.1991059  0.19972502 0.19986447 0.20093868 0.20139163 0.2022282
 0.20282666 0.20318149 0.20422827 0.20514235 0.20618776]",auditory,idle,41.0
VAE,32,"[0.         0.02760515 0.02947918 0.03084769 0.03196554 0.03285473
 0.03386682 0.03395155 0.03496243 0.03624003 0.03732604 0.03823531
 0.03949457 0.04069149 0.0423716  0.04383967 0.04520488 0.04562061
 0.04684842 0.04799289 0.05008366 0.05137633 0.05324268 0.05489984
 0.05658233 0.05777541 0.05911836 0.06069321 0.06165894 0.06301756
 0.06392233 0.06471077 0.06533615 0.06631746 0.0672144  0.06803643
 0.06909359 0.06940588 0.07052634 0.07115702 0.07293276 0.07380502
 0.074355   0.07549162 0.07578119 0.07626415 0.07682884 0.0779369
 0.07866321 0.07971019 0.08037259 0.08096467 0.08139554 0.08213618
 0.08325896 0.08369041 0.08452237 0.08528253 0.08634478 0.08713521
 0.08819791 0.08907252 0.08977571 0.09065387 0.09169373 0.09252534
 0.09261764 0.09408423 0.0946558  0.09512827 0.09590658 0.09634991
 0.09708657 0.09834208 0.09920437 0.09999069 0.10078422 0.10117089
 0.1020078  0.10216725 0.10309189 0.10388696 0.10482009 0.10548667
 0.10648417 0.10740693 0.10789667 0.10894519 0.10880641 0.10981011
 0.11035749 0.11120665 0.11160751 0.11188252 0.11261071 0.11309564
 0.11381765 0.11452537 0.11564525 0.11666357 0.1176808 ]","[0.         0.11978448 0.12002392 0.11993899 0.12043192 0.12034364
 0.12112533 0.12103573 0.12115719 0.12175392 0.12184449 0.12229522
 0.12335169 0.12366066 0.12437341 0.12630252 0.12733404 0.12767651
 0.12892586 0.12966684 0.13052729 0.13167519 0.13265152 0.13375221
 0.13446368 0.13476461 0.13535856 0.1357154  0.13692747 0.13752776
 0.13893455 0.13984473 0.14079083 0.14196299 0.14345244 0.14433437
 0.14527228 0.1460547  0.14655934 0.14770371 0.14818209 0.14895963
 0.14948723 0.15015163 0.15150352 0.15249494 0.15429726 0.15540587
 0.15652416 0.15784114 0.15918524 0.1599282  0.16117348 0.1621055
 0.16364281 0.16488562 0.16599136 0.16721208 0.16815338 0.16928624
 0.17091612 0.17235801 0.17361343 0.17411775 0.17482232 0.17570745
 0.17671523 0.17735181 0.17770248 0.17900887 0.17962886 0.1799306
 0.1816722  0.18294336 0.18430513 0.18536947 0.18637623 0.18715096
 0.18825441 0.18941865 0.19034833 0.1912911  0.19234011 0.19248996
 0.19369152 0.19476936 0.19581433 0.19682175 0.19778565 0.19961197
 0.2006934  0.20149921 0.20181255 0.20311258 0.20373238 0.20476844
 0.20562023 0.20640476 0.2076917  0.2091308  0.21018829]",auditory,idle,17.0
VAE,32,"[0.         0.05574154 0.05770687 0.05951952 0.06083084 0.06171509
 0.06290273 0.06330519 0.06435208 0.06575048 0.06715449 0.06825154
 0.06969015 0.07098921 0.07304938 0.07454373 0.07610783 0.0767283
 0.07823388 0.07925453 0.08135913 0.08269805 0.0845336  0.08620199
 0.08759215 0.08887357 0.09052277 0.09231435 0.093428   0.0948597
 0.09603103 0.09699368 0.09785131 0.09899345 0.10016936 0.10099902
 0.10213036 0.1028937  0.10438193 0.10537935 0.107082   0.10791634
 0.1085652  0.10967766 0.11039772 0.11100048 0.11180794 0.11297041
 0.113815   0.11480129 0.11576377 0.1164761  0.11728044 0.11824671
 0.11980578 0.12042115 0.1215108  0.1224081  0.12337376 0.12437645
 0.12563075 0.12667851 0.12742043 0.12846712 0.12985933 0.13070436
 0.13140349 0.13285298 0.13351985 0.13395544 0.13463552 0.13528441
 0.13613347 0.13743791 0.13837422 0.13948877 0.14060678 0.14121602
 0.14213293 0.14248117 0.14366109 0.14452056 0.14549009 0.1462216
 0.14736149 0.14853531 0.14934134 0.15051388 0.15076006 0.15193266
 0.15248878 0.1533213  0.15394961 0.1541942  0.1551181  0.15599162
 0.15681471 0.15775316 0.15888086 0.15975814 0.16068392]","[0.         0.1381693  0.13852384 0.13921479 0.13993482 0.13987928
 0.14078841 0.14123675 0.14141814 0.14208469 0.14267105 0.14333112
 0.14445214 0.14485216 0.14605678 0.14759035 0.14870569 0.14928952
 0.15072202 0.15104644 0.15174935 0.15268724 0.15339173 0.15424678
 0.15437876 0.15475124 0.15571368 0.15635765 0.15752078 0.15812036
 0.1596865  0.1606726  0.16177963 0.16294566 0.16459588 0.1653335
 0.16616564 0.16747262 0.16851119 0.1699887  0.17022194 0.17072828
 0.1713355  0.17181526 0.17357725 0.17452609 0.17636894 0.1773521
 0.17837001 0.17932902 0.18083689 0.18157263 0.18317398 0.1842709
 0.18608646 0.18736974 0.18866132 0.18981274 0.19045172 0.19163426
 0.19317688 0.19457932 0.19561602 0.1962172  0.1973129  0.19803413
 0.19970747 0.20015965 0.20061144 0.20162075 0.20194831 0.20252815
 0.20407186 0.20513728 0.20634484 0.20767304 0.20894523 0.20989217
 0.21090786 0.21209849 0.21326673 0.21410612 0.21498301 0.21522047
 0.21642932 0.21766257 0.21896607 0.21995157 0.2213393  0.22302349
 0.22391532 0.22454202 0.22516026 0.22612571 0.2268756  0.22827887
 0.22910265 0.23008236 0.23111735 0.23204832 0.23275165]",auditory,idle,26.0
VAE,32,"[0.         0.02577451 0.0274639  0.02888864 0.03005352 0.03078718
 0.03183416 0.03228289 0.03334523 0.03472367 0.03578066 0.03675372
 0.03807098 0.03929869 0.04110576 0.04239099 0.04366083 0.04429167
 0.04561105 0.04647489 0.04850122 0.0496877  0.05130894 0.05296436
 0.05438168 0.05557186 0.05682032 0.05839931 0.0593937  0.06063327
 0.06165317 0.06221353 0.06296824 0.06380968 0.06500015 0.06594201
 0.06697632 0.06767624 0.06895033 0.06991539 0.0714583  0.07209072
 0.07272951 0.0735968  0.07439883 0.07494217 0.0756473  0.07679656
 0.07761434 0.07860148 0.07940232 0.07999978 0.08061614 0.0813182
 0.08250862 0.08305793 0.08415851 0.08491831 0.08562313 0.08640086
 0.08764074 0.0883919  0.08911859 0.08995074 0.09094938 0.09154012
 0.09198538 0.09329138 0.09405135 0.09454216 0.09532703 0.09583373
 0.09649958 0.09774682 0.09852446 0.0993877  0.10049738 0.10116344
 0.10213499 0.10236218 0.10325682 0.10406164 0.10469447 0.10532459
 0.10645884 0.10754171 0.10813871 0.10910923 0.10929062 0.11024332
 0.11087683 0.11145731 0.11209398 0.11233524 0.11332195 0.11417315
 0.11488174 0.11574953 0.11698869 0.11766291 0.11844594]","[0.         0.15896704 0.15971013 0.16092199 0.16174877 0.16196739
 0.1629346  0.16321957 0.16334276 0.1638974  0.16497351 0.16570434
 0.1668079  0.16727971 0.1686653  0.17022012 0.17158414 0.1720123
 0.17344447 0.17397832 0.17465611 0.17566071 0.17654783 0.17724341
 0.17728994 0.1777289  0.17915283 0.18001067 0.18112973 0.18191975
 0.18342365 0.18486089 0.18589534 0.1873077  0.18859951 0.18900147
 0.18983217 0.19097061 0.19214542 0.1933917  0.19384554 0.19459391
 0.19510583 0.19589068 0.19713682 0.19799066 0.19962493 0.20043306
 0.20127503 0.20204297 0.20352915 0.20431793 0.2059265  0.2072468
 0.2092786  0.21040471 0.2114407  0.21255897 0.21350317 0.21480287
 0.2160874  0.21767925 0.21851358 0.21935213 0.22084003 0.22183443
 0.2235687  0.22414738 0.22437795 0.22510306 0.22518682 0.22588005
 0.22740242 0.22834636 0.22957326 0.23103989 0.23208722 0.23276328
 0.2334731  0.23461409 0.23599635 0.2367701  0.23803268 0.23838349
 0.23939253 0.24053191 0.24192062 0.24302025 0.24426003 0.24597746
 0.24656596 0.24746156 0.24797755 0.24875608 0.24927259 0.25045327
 0.25129286 0.25222693 0.2529315  0.25397895 0.25476844]",auditory,has_information,23.0
VAE,32,"[0.         0.0299615  0.03174738 0.03309011 0.03435144 0.03510775
 0.03615085 0.03669876 0.03804219 0.0394772  0.04074784 0.04193276
 0.04337746 0.04489337 0.04640565 0.04793852 0.0497935  0.05046006
 0.05170309 0.05272457 0.05492555 0.0562434  0.05787934 0.05958065
 0.06126287 0.06264321 0.06397129 0.06546308 0.06678177 0.06807793
 0.06927712 0.0703712  0.07105365 0.07200808 0.07294058 0.07370815
 0.07520752 0.07633583 0.07757413 0.07850592 0.08018643 0.08105192
 0.08209642 0.0833737  0.08438509 0.08502956 0.08574099 0.08718455
 0.08812625 0.0890535  0.09028296 0.09108469 0.09203235 0.09286793
 0.09438821 0.09511269 0.09619253 0.09686267 0.09787822 0.0990569
 0.10045468 0.10160933 0.10253334 0.10360328 0.10457825 0.10512497
 0.10569676 0.10724444 0.10833895 0.10898284 0.10982381 0.11054961
 0.11135829 0.11284977 0.11361749 0.11452229 0.11560721 0.1164577
 0.1173468  0.11801502 0.11911683 0.11976062 0.12041694 0.12136407
 0.12258077 0.1238907  0.12489713 0.12595421 0.12633005 0.1275641
 0.12810127 0.12889642 0.12946815 0.12992448 0.13135949 0.13229263
 0.13302827 0.13391516 0.13512977 0.13581962 0.1367176 ]","[0.         0.1521826  0.15293839 0.15407357 0.15488728 0.15511322
 0.15602468 0.15635677 0.15659156 0.15715167 0.15825058 0.15898752
 0.16010068 0.16074492 0.16194293 0.16354071 0.16503609 0.16549328
 0.16680477 0.16737041 0.16809673 0.16909876 0.16992957 0.17064282
 0.17073625 0.171352   0.17278743 0.17356884 0.1748619  0.17561587
 0.17709827 0.17864206 0.17960195 0.18106673 0.18217201 0.18246218
 0.18342518 0.18469844 0.18575926 0.18698651 0.18749247 0.18823605
 0.18884491 0.18981353 0.19105992 0.19197389 0.19345364 0.19434464
 0.19517744 0.19587824 0.19756245 0.19841131 0.20015807 0.20142874
 0.20352577 0.20476453 0.20570245 0.20663583 0.20768504 0.20916825
 0.21046036 0.21215503 0.21306612 0.21399804 0.21546834 0.21635594
 0.21809107 0.21875607 0.21918485 0.21992572 0.22000881 0.22082529
 0.22234728 0.22342232 0.22457841 0.22595067 0.2268944  0.22765723
 0.22830459 0.22962961 0.23106939 0.23168056 0.23288012 0.23343766
 0.23448024 0.23563083 0.23717735 0.23826569 0.23952418 0.24130869
 0.24181286 0.24277857 0.24318582 0.24405718 0.24484183 0.24594797
 0.24675707 0.24763308 0.24827699 0.2492903  0.25007659]",auditory,has_item,14.0
VAE,32,"[0.         0.01417064 0.01555281 0.01682479 0.01795852 0.01865964
 0.01947383 0.02002546 0.02118613 0.02271019 0.02391377 0.02502423
 0.02630012 0.02779642 0.02906881 0.03051777 0.03198381 0.03260275
 0.03370311 0.03450559 0.03656519 0.03764048 0.03920255 0.04065108
 0.04215078 0.0433559  0.04453276 0.04587498 0.04703264 0.04817997
 0.04939769 0.050423   0.05127001 0.05225722 0.05305782 0.05379926
 0.05509947 0.05626788 0.0573782  0.05811785 0.05971939 0.06050532
 0.0614594  0.0625535  0.06351916 0.0641835  0.06474965 0.06610079
 0.06690041 0.06785089 0.06906132 0.06963133 0.07062103 0.07143566
 0.07292293 0.07362967 0.07471012 0.07544566 0.07630977 0.07726352
 0.07856065 0.07959692 0.08051816 0.08152194 0.08246957 0.0829526
 0.08346924 0.08514547 0.08604361 0.08688206 0.08760749 0.08836968
 0.08921176 0.09054383 0.09129079 0.09208925 0.09309598 0.0937779
 0.09462821 0.0952752  0.09634793 0.09715635 0.097718   0.09856247
 0.0994487  0.10072057 0.10178467 0.10301482 0.10365029 0.10494492
 0.10532612 0.10600432 0.10645886 0.10696226 0.1082281  0.10901194
 0.10950965 0.11023563 0.11126122 0.11179567 0.11257409]","[0.         0.1548406  0.15598552 0.15709247 0.15796463 0.15823399
 0.15933093 0.15962053 0.1600582  0.16047842 0.16154718 0.16229482
 0.16351396 0.16412757 0.16549623 0.16704429 0.16885124 0.16930414
 0.17066137 0.17141422 0.17222003 0.17340944 0.17424319 0.17518727
 0.17549129 0.17626098 0.17773256 0.17862494 0.17995282 0.18080138
 0.18209283 0.18354979 0.18421639 0.18552836 0.18668383 0.18698033
 0.18803793 0.18913396 0.19025668 0.19159717 0.19216141 0.19290868
 0.19356921 0.19468268 0.19585131 0.19664866 0.1981528  0.19905953
 0.199911   0.20051331 0.20206243 0.20310395 0.20460664 0.20575883
 0.20772012 0.20886637 0.20968789 0.21046592 0.21160771 0.21321353
 0.21448825 0.216175   0.21698769 0.21787273 0.21924712 0.22010406
 0.22172191 0.22218588 0.22278128 0.22323067 0.2234464  0.22415257
 0.22546579 0.2266217  0.22768959 0.22906362 0.22998303 0.23087362
 0.23149661 0.23271095 0.23406124 0.23444067 0.2356157  0.23624305
 0.23755918 0.23862917 0.23998657 0.24076201 0.24161512 0.24318166
 0.24380007 0.24478387 0.24526055 0.24599872 0.24688087 0.24804284
 0.24904489 0.25001011 0.25079592 0.25187106 0.25271527]",auditory,has_item,38.0
