method,dim_embedding,m,std,modality,signal,pid
autoencoder,32,"[0.         0.10091003 0.14320231 0.17349886 0.17031644 0.14312874
 0.11457903 0.13274797 0.14139126 0.13963298 0.14264945 0.16582694
 0.16640982 0.16003047 0.16061452 0.15454061 0.16102773 0.16527135
 0.16043146 0.15737185 0.16614951 0.15621423 0.14639984 0.14216158
 0.14165864 0.13056644 0.12525581 0.12337929 0.12193017 0.12023809
 0.11472414 0.1082954  0.11161134 0.11219418 0.10950939 0.10589519
 0.10146341 0.09242774 0.09173647 0.09291047 0.09670531 0.0962443
 0.09398918 0.09381204 0.09103382 0.09329677 0.09014885 0.09277802
 0.0920394  0.09424167 0.09376168 0.09320935 0.0947604  0.09494521
 0.09314743 0.0931843  0.09303397 0.09302309 0.08937847 0.08516988
 0.08672443 0.08609621 0.08325678 0.08001745 0.08000569 0.07668714
 0.07471168 0.07382418 0.07424216 0.0642405  0.06413851 0.06939206
 0.06381396 0.06608618 0.06626879 0.06984454 0.06857228 0.07220995
 0.07299787 0.07157507 0.07127681 0.06551635 0.06384073 0.06562721
 0.06446456 0.06394569 0.06808605 0.06854171 0.06950632 0.07063593
 0.0684138  0.06995334 0.06945288 0.06945435 0.07036582 0.06737678
 0.06659514 0.06491105 0.06433673 0.06512711 0.06560558]","[0.         0.42587577 0.37581828 0.39185204 0.39766908 0.41758797
 0.4014064  0.37778433 0.36209383 0.33940281 0.2830752  0.28795199
 0.27622338 0.264186   0.25405768 0.24786672 0.23456531 0.21968879
 0.21523344 0.2106127  0.20521468 0.19895168 0.19190204 0.19191386
 0.18295097 0.17732435 0.17090213 0.17157411 0.16293111 0.1659008
 0.16135283 0.15626231 0.14741742 0.14358369 0.13876123 0.13850634
 0.14543505 0.12373506 0.1222424  0.12007356 0.12256198 0.120819
 0.11910742 0.12075284 0.11094857 0.11237731 0.10958948 0.1079698
 0.11157561 0.11467563 0.11379949 0.11629494 0.11183731 0.11437471
 0.11063759 0.10766516 0.10407034 0.10598135 0.10450845 0.10448059
 0.10591507 0.10720506 0.10457621 0.10095437 0.1001489  0.10077066
 0.10044109 0.09975076 0.09418949 0.09411855 0.09487782 0.09845019
 0.09326798 0.09398651 0.09392606 0.09232442 0.09433421 0.09528471
 0.09715865 0.09912914 0.09766531 0.09120791 0.09100373 0.09070758
 0.09241374 0.09122544 0.09136332 0.09242162 0.09266508 0.09126941
 0.08769747 0.08763502 0.08810374 0.08940696 0.08711504 0.08662853
 0.08479146 0.08762241 0.08674216 0.08461441 0.08684104]",visual,idle,16.0
autoencoder,32,"[0.         0.10849443 0.10976919 0.11771875 0.13269336 0.11925141
 0.08962706 0.11466707 0.12837385 0.12037091 0.12892181 0.15066416
 0.1462168  0.14931675 0.15009007 0.1359869  0.13401687 0.13677266
 0.13713844 0.13417926 0.13863005 0.13301241 0.12705095 0.12229441
 0.11986445 0.10938737 0.1056233  0.10277634 0.10206643 0.10014201
 0.09779241 0.0948859  0.09703189 0.09784642 0.09412726 0.09300081
 0.08839473 0.0816893  0.07956568 0.08082128 0.08382714 0.08443072
 0.08291057 0.08205625 0.08001014 0.0812066  0.07875505 0.08182766
 0.08145607 0.08268826 0.08279541 0.08201323 0.08313457 0.08235074
 0.08156438 0.08156682 0.08169794 0.08040789 0.07743582 0.07494515
 0.07623964 0.07610623 0.07401918 0.07227864 0.0722103  0.06964705
 0.06696581 0.06626191 0.06740401 0.06014486 0.06021788 0.06566969
 0.06016132 0.06253811 0.06165948 0.06537751 0.06406801 0.0665979
 0.06773326 0.06572291 0.06564095 0.0600444  0.05902701 0.06002357
 0.0594438  0.05890788 0.06178323 0.06275755 0.06349881 0.06343539
 0.06190959 0.06364964 0.06349877 0.06330533 0.06355384 0.06248981
 0.06192641 0.06080559 0.06016382 0.05986385 0.05998933]","[0.         0.43121803 0.38344335 0.40010817 0.39821492 0.40996917
 0.39115    0.36666922 0.34802316 0.33299397 0.28236027 0.28796069
 0.28003581 0.25571123 0.24151781 0.24026814 0.22604403 0.21377653
 0.20670662 0.19939433 0.1965204  0.18901598 0.18074662 0.17998261
 0.17394329 0.16923754 0.16216892 0.16317502 0.15468127 0.15782449
 0.15310327 0.1464944  0.13801363 0.1351597  0.13074946 0.1288866
 0.13502448 0.11500486 0.11462024 0.11324615 0.11603286 0.11346286
 0.11162602 0.11218853 0.10328932 0.10466993 0.10229003 0.10153905
 0.10514285 0.10745397 0.10639974 0.10856389 0.10571214 0.10709727
 0.10374873 0.10109213 0.09811484 0.10061357 0.0990268  0.09787711
 0.09912794 0.10026787 0.09744262 0.09494001 0.09413608 0.09434326
 0.09430814 0.09254244 0.0874942  0.08667294 0.08736924 0.08994405
 0.08574772 0.08627393 0.08596    0.08411798 0.08618458 0.08750745
 0.08913284 0.09121568 0.08976583 0.08384386 0.08390283 0.08379618
 0.08511774 0.08440258 0.08420463 0.08479383 0.08515962 0.08417484
 0.08067445 0.0804397  0.08066351 0.08172333 0.07991354 0.07889083
 0.07707262 0.07937372 0.07863222 0.07691424 0.07884186]",visual,has_information,22.0
autoencoder,32,"[0.         0.08674616 0.1011602  0.11911166 0.14919431 0.13048085
 0.11346658 0.1328738  0.14198635 0.1291211  0.13290484 0.15112173
 0.14254187 0.1428145  0.1432875  0.12774282 0.12591079 0.12473306
 0.12532464 0.11950792 0.12594535 0.12091206 0.11472878 0.10937631
 0.10737319 0.09800327 0.09325329 0.09140561 0.08961405 0.0897848
 0.08575122 0.08248727 0.08513971 0.08598798 0.08299615 0.08175477
 0.07888551 0.07503436 0.07295998 0.07481723 0.07686865 0.07740387
 0.07545784 0.07474936 0.07250281 0.07371772 0.07212727 0.07397957
 0.07429137 0.07474712 0.07588097 0.0748587  0.07666889 0.07530111
 0.07368392 0.07332258 0.07520009 0.07418893 0.07146904 0.06947992
 0.07060532 0.07175645 0.07044203 0.07031203 0.07093071 0.06836536
 0.06632327 0.06511791 0.06680329 0.06026407 0.05814067 0.06186098
 0.05773506 0.05962591 0.0580214  0.06197666 0.06305955 0.0649719
 0.06715712 0.06525767 0.06575106 0.06152224 0.06065433 0.06132168
 0.06109837 0.06027781 0.06300146 0.06456715 0.06489114 0.0634682
 0.06294391 0.06387562 0.06434878 0.06453253 0.06567272 0.06528733
 0.06473485 0.0649229  0.06365463 0.06283015 0.06229301]","[0.         0.45548468 0.40729168 0.40700852 0.39895041 0.40515742
 0.37880105 0.35282825 0.33616108 0.31502763 0.2719428  0.27513024
 0.26662235 0.24528122 0.23344499 0.2315516  0.21850929 0.20426776
 0.19977629 0.19141943 0.18783673 0.17976216 0.17281278 0.17208676
 0.16732391 0.16208184 0.15469187 0.155696   0.14737747 0.14903804
 0.14563156 0.13931595 0.13077801 0.12842099 0.12434843 0.122228
 0.12691898 0.10807505 0.10820768 0.1064926  0.10954183 0.10704333
 0.10540089 0.10598213 0.09824343 0.09955422 0.09746099 0.09674467
 0.09977399 0.10162979 0.10044863 0.1026626  0.09979911 0.10109375
 0.09831699 0.09638695 0.0935908  0.09607903 0.09437439 0.09337219
 0.09458506 0.09412063 0.0914248  0.08893356 0.08853345 0.08811094
 0.08812788 0.08662599 0.08210777 0.08133388 0.0833686  0.08588633
 0.08118236 0.08157659 0.08236137 0.08023179 0.08134104 0.08252004
 0.08342626 0.08543251 0.08417025 0.07849923 0.07873409 0.07896998
 0.08014701 0.08003938 0.07985056 0.07978641 0.07990724 0.07981872
 0.07626839 0.07642947 0.07637643 0.07708626 0.07568869 0.07464034
 0.07300362 0.07564469 0.07459748 0.07285575 0.07480372]",visual,has_information,34.0
autoencoder,32,"[0.         0.08391594 0.09625718 0.1191326  0.15362649 0.14200046
 0.13237879 0.14563471 0.15616855 0.14485913 0.14646667 0.16621264
 0.15703421 0.15804525 0.15640684 0.14384605 0.14082362 0.1395588
 0.13762429 0.13254784 0.13786911 0.13116369 0.1234595  0.11824451
 0.11502991 0.10793614 0.10502748 0.10337625 0.1014901  0.10211993
 0.09647823 0.09327513 0.0948487  0.0952391  0.09279109 0.09197847
 0.08958589 0.08503877 0.0827182  0.08384275 0.08356719 0.08526376
 0.0842856  0.08288037 0.08121061 0.0823128  0.08070073 0.08207626
 0.08203993 0.08323754 0.08481313 0.08405735 0.08587814 0.08435354
 0.08251142 0.08187389 0.08417757 0.0838531  0.08316501 0.08117428
 0.08222911 0.08269638 0.08143756 0.08095282 0.08149897 0.07936688
 0.07777546 0.0760134  0.07704998 0.07140834 0.06779138 0.0721188
 0.07012898 0.07166402 0.07051064 0.07435697 0.07541986 0.07703407
 0.07883416 0.07669564 0.07758942 0.07340661 0.07271307 0.07286161
 0.07227415 0.0714567  0.0741676  0.07572692 0.07672143 0.07524253
 0.07463848 0.07498914 0.07604673 0.07626228 0.07764017 0.07729181
 0.07604155 0.07601519 0.07631115 0.07554763 0.07507712]","[0.         0.44217267 0.41004938 0.40313501 0.39247645 0.39632975
 0.37295843 0.34754414 0.33024111 0.31034453 0.27404556 0.27213096
 0.26446489 0.2433402  0.23140432 0.23007556 0.21743395 0.20244048
 0.19789736 0.19151989 0.18750887 0.1803344  0.17316292 0.17110815
 0.1657621  0.15912673 0.15404812 0.15507763 0.14618492 0.14659589
 0.14255008 0.13541137 0.12718251 0.12442606 0.12096984 0.11997819
 0.12442943 0.10913729 0.10899398 0.10740218 0.10727602 0.10529037
 0.10301369 0.10407097 0.09680649 0.09820779 0.09662871 0.09590047
 0.09817529 0.09938858 0.09906685 0.10133491 0.09817631 0.09862926
 0.09601535 0.09343497 0.09132692 0.09324325 0.09279038 0.09197344
 0.093065   0.09243871 0.08999249 0.08797158 0.08759793 0.08760404
 0.08810346 0.08653939 0.08218194 0.08212787 0.08334518 0.08514604
 0.08142578 0.08149306 0.08265069 0.08044121 0.08148562 0.08223818
 0.08287379 0.08468817 0.08367979 0.07923366 0.07953021 0.07986209
 0.08069956 0.08055607 0.08024808 0.07991868 0.07983259 0.07995786
 0.07690857 0.07662566 0.07647398 0.07714346 0.07603503 0.07517939
 0.07420703 0.07675684 0.07570899 0.07430305 0.07601268]",visual,searching,4.0
autoencoder,32,"[0.         0.0543231  0.06064784 0.07459763 0.09976318 0.10348367
 0.09793548 0.11403063 0.1174752  0.11181533 0.11779632 0.13728932
 0.12649378 0.13437922 0.13533767 0.1285086  0.1253723  0.12437853
 0.12378672 0.1173667  0.1235869  0.11781465 0.1116631  0.1076918
 0.10580704 0.10124052 0.09777847 0.09635854 0.09638891 0.09742836
 0.0918231  0.08822601 0.08923235 0.09030417 0.08900389 0.08843597
 0.08575671 0.08270304 0.08031411 0.08113014 0.08125397 0.08463305
 0.08408629 0.08251105 0.08060538 0.08099084 0.0788668  0.08162293
 0.08145386 0.08265874 0.08454063 0.0851774  0.08664542 0.08545926
 0.08320703 0.08350244 0.08664094 0.08655811 0.08579927 0.08439002
 0.08595781 0.08615644 0.08487937 0.08513687 0.08503546 0.08379506
 0.08244476 0.08098084 0.08218308 0.07784651 0.07421981 0.07766528
 0.07451165 0.07594797 0.07588302 0.07922148 0.08028329 0.08179425
 0.08324251 0.08125235 0.08205259 0.07806112 0.07753241 0.07761694
 0.07726689 0.07655485 0.07884326 0.07999194 0.08126199 0.0798327
 0.07959374 0.08014036 0.08163044 0.081972   0.0833227  0.08298165
 0.08201173 0.08201063 0.08225668 0.08157075 0.08110204]","[0.         0.44188689 0.42478422 0.41892364 0.41226293 0.40486771
 0.3841243  0.36042189 0.34426788 0.31800929 0.2844051  0.28095955
 0.27388288 0.24958698 0.23804536 0.22886942 0.21818319 0.20282573
 0.19618931 0.19308767 0.19011231 0.18184698 0.17108505 0.16834204
 0.16212262 0.15455659 0.1493701  0.14986434 0.14121979 0.14056019
 0.13667582 0.13013979 0.12298484 0.11991432 0.11675926 0.1158657
 0.11994141 0.10490923 0.10480175 0.10431865 0.10428191 0.10085325
 0.09893877 0.10024966 0.09388048 0.0957308  0.09445374 0.09353172
 0.09556198 0.09723749 0.09640916 0.09755826 0.09498735 0.0951643
 0.09316326 0.09052936 0.08756921 0.08930813 0.08863996 0.08789984
 0.08868688 0.0880399  0.08596378 0.08360782 0.08337869 0.08335361
 0.08394598 0.08262698 0.07853315 0.07876537 0.08008346 0.08140171
 0.07874186 0.08014085 0.07996102 0.07816428 0.07882934 0.07922939
 0.07983053 0.08182608 0.08095893 0.07819512 0.07854054 0.07881103
 0.07894403 0.07882025 0.07853218 0.07875781 0.07759543 0.07810921
 0.0746755  0.07396553 0.07320368 0.07376564 0.07271579 0.07193412
 0.07119002 0.07353118 0.07254635 0.07131014 0.07288001]",visual,searching,1.0
autoencoder,32,"[0.         0.07077112 0.07789763 0.10209853 0.12019609 0.12030508
 0.11328334 0.13181846 0.13431385 0.13188779 0.13776955 0.15527526
 0.1435894  0.14852349 0.14875732 0.14118096 0.13816313 0.13564175
 0.13405613 0.1294496  0.13453548 0.12935388 0.12274504 0.11626501
 0.11196689 0.10570485 0.10044391 0.09826749 0.0983744  0.09922707
 0.0947191  0.09050459 0.09112003 0.09294417 0.09284184 0.09060953
 0.08887545 0.08653651 0.08394615 0.0842928  0.08402475 0.08837916
 0.08788671 0.08533056 0.08240959 0.08340323 0.0825277  0.08414712
 0.08398597 0.08618343 0.08922001 0.08932646 0.09094744 0.09052017
 0.08759307 0.08843279 0.09093494 0.09083289 0.09113962 0.08920832
 0.09118606 0.0925062  0.09090945 0.0917783  0.09008529 0.08909588
 0.08803818 0.08626445 0.08637495 0.08250437 0.07796635 0.08219409
 0.07962348 0.08122284 0.08127506 0.08474994 0.08507007 0.08665499
 0.08762376 0.08614517 0.08587092 0.08213968 0.08222704 0.08144978
 0.0814448  0.08132099 0.0830013  0.08322768 0.08532069 0.08360635
 0.0829055  0.08345134 0.08456189 0.08528011 0.08572819 0.08645525
 0.08567219 0.08421887 0.08417108 0.08452687 0.0839733 ]","[0.         0.44094152 0.42149608 0.41935478 0.40666578 0.396667
 0.3753211  0.35489845 0.3387635  0.31480248 0.28379064 0.27933261
 0.26968544 0.24523279 0.23450198 0.2253861  0.21689564 0.20347828
 0.19807198 0.19284648 0.19083162 0.18417189 0.17306479 0.16832456
 0.16303114 0.15334278 0.14868403 0.14841767 0.14089757 0.13839392
 0.13459118 0.12875947 0.12179939 0.11849954 0.11582417 0.11736004
 0.12194329 0.10920872 0.10763025 0.10675941 0.10556958 0.10409628
 0.10278724 0.10233246 0.09724678 0.09907429 0.09780328 0.09621291
 0.09785121 0.0997917  0.09936576 0.09942419 0.09720085 0.09709614
 0.09582659 0.09530337 0.09244895 0.09397669 0.09332054 0.09235062
 0.09264606 0.09392403 0.09096274 0.08939013 0.08956425 0.08967676
 0.09022308 0.08865603 0.0843955  0.0851998  0.08595961 0.08718713
 0.08525576 0.08572935 0.08511499 0.08398474 0.08356567 0.08442462
 0.08383718 0.08537541 0.08373338 0.08155664 0.082399   0.08145529
 0.08147932 0.08160611 0.080919   0.08124263 0.07967082 0.08003176
 0.07694484 0.07625077 0.07757074 0.0784856  0.07800326 0.07748723
 0.07688269 0.07840755 0.07769686 0.07586945 0.07700953]",visual,idle,40.0
autoencoder,32,"[0.         0.0701901  0.07982328 0.10796247 0.12381252 0.1235068
 0.12035104 0.1386272  0.14113699 0.1380238  0.14233406 0.15777246
 0.1423904  0.14479448 0.14102694 0.12860273 0.12866478 0.12456181
 0.12386529 0.11556923 0.1208981  0.1190418  0.11289658 0.10539283
 0.10163892 0.09763681 0.09321717 0.09163733 0.09195007 0.09136957
 0.08768707 0.08344969 0.08408568 0.08587399 0.08490878 0.08252975
 0.08135571 0.07997549 0.07977208 0.07893031 0.0777055  0.08198111
 0.08286391 0.08178696 0.07825787 0.07900015 0.07722106 0.07863351
 0.07874996 0.07862777 0.08117922 0.08220546 0.08443197 0.08421375
 0.08205067 0.0808649  0.08298483 0.08270276 0.08328329 0.08096471
 0.08290251 0.08360308 0.08219536 0.08256553 0.08041166 0.07917117
 0.07867583 0.07595918 0.07658973 0.07320385 0.07011173 0.07315568
 0.07123842 0.07303819 0.07462469 0.07664159 0.07656595 0.07851888
 0.07886917 0.07764377 0.07718223 0.0737037  0.07363416 0.0734376
 0.07365871 0.07423295 0.07609437 0.07588645 0.07685771 0.07528433
 0.07406444 0.07488582 0.07585731 0.07689978 0.07696358 0.07872722
 0.07852748 0.0778612  0.07823168 0.07749691 0.07638484]","[0.         0.42383345 0.40916625 0.41142603 0.39823817 0.38800483
 0.36734827 0.3468566  0.3318019  0.30938357 0.27808    0.27390634
 0.26419786 0.24303    0.23122323 0.22422381 0.21532984 0.20195758
 0.19651447 0.19425674 0.19241133 0.1844848  0.17452628 0.16896635
 0.16393567 0.15393446 0.14958182 0.14986608 0.14357831 0.14038911
 0.13663023 0.13145456 0.12595543 0.12174116 0.11976794 0.12137569
 0.12373793 0.10961503 0.10941044 0.10823577 0.1092269  0.10797549
 0.10536695 0.10531851 0.10310145 0.10431804 0.10237522 0.09876384
 0.09996762 0.10207831 0.10321915 0.10428155 0.10129453 0.10037388
 0.0983122  0.09693982 0.09387263 0.0956284  0.0949734  0.09483008
 0.09505833 0.09652976 0.0936769  0.0928776  0.09402741 0.09418515
 0.09285145 0.09337618 0.08987449 0.09038462 0.09037876 0.09070015
 0.08884851 0.08821275 0.08611617 0.08537491 0.08532841 0.08548909
 0.08570986 0.08694101 0.08585128 0.08374254 0.08474294 0.08326137
 0.08281803 0.08159833 0.08105576 0.08195927 0.08160565 0.08181772
 0.07990579 0.07888227 0.08008386 0.08017324 0.08084518 0.07901402
 0.07782659 0.07849161 0.07758575 0.07649425 0.07818556]",visual,has_item,10.0
autoencoder,32,"[0.         0.07242133 0.08941359 0.10746556 0.12080378 0.12716689
 0.1208727  0.13365595 0.1417954  0.13875694 0.14301128 0.15458502
 0.14279438 0.14558661 0.14269443 0.13028032 0.12778561 0.12311949
 0.1227398  0.112653   0.11712236 0.11774437 0.11010183 0.10180224
 0.09709369 0.09374603 0.08794297 0.08590152 0.08618472 0.08429068
 0.08218625 0.07816059 0.07845594 0.07747336 0.07586684 0.07353807
 0.07248015 0.06960519 0.06939597 0.06901388 0.06826861 0.07224791
 0.07365491 0.07283079 0.06926321 0.07062262 0.06968546 0.07029882
 0.06981434 0.06818821 0.0699408  0.07102548 0.07338055 0.073266
 0.07119056 0.07031192 0.0718946  0.07227059 0.07323927 0.07084718
 0.07284916 0.0735317  0.07243683 0.07299881 0.07069392 0.06956716
 0.06864985 0.06666262 0.06736578 0.06315323 0.05980093 0.06341483
 0.06135189 0.06347413 0.063792   0.06537014 0.06523793 0.06735069
 0.06742387 0.06608163 0.06539696 0.06206511 0.06209028 0.06185215
 0.06203561 0.06263049 0.06463687 0.06417043 0.06582934 0.06472808
 0.06408503 0.06513733 0.06665054 0.06698613 0.06698435 0.06876055
 0.06925182 0.0687886  0.0690634  0.06664007 0.06471648]","[0.         0.4157867  0.39893359 0.40388992 0.39002098 0.38081296
 0.3650372  0.3441375  0.32994827 0.30858209 0.2794202  0.27558967
 0.26627646 0.24519229 0.23338458 0.22557453 0.21923679 0.20661586
 0.20104115 0.19551891 0.19445524 0.18676297 0.17687563 0.17016073
 0.16592138 0.15648614 0.14955459 0.14928053 0.14350908 0.14175169
 0.13706852 0.13316263 0.12741227 0.12449056 0.12217918 0.12360672
 0.12583501 0.11459963 0.11503493 0.11324225 0.11350143 0.11250487
 0.11002457 0.10928009 0.10729631 0.108748   0.1069326  0.10448605
 0.10639884 0.10960624 0.1110167  0.11174114 0.10881282 0.10774001
 0.10615171 0.10479322 0.10288499 0.10406777 0.10352437 0.10289765
 0.10335787 0.10483114 0.10251578 0.10173444 0.10281829 0.10265839
 0.10174175 0.10171864 0.09860315 0.09852683 0.09788079 0.09746472
 0.0966483  0.09543468 0.09481559 0.09425134 0.09452496 0.09479149
 0.09503136 0.09588812 0.09567592 0.09344297 0.09422855 0.09314494
 0.09301453 0.09185763 0.09123854 0.09238065 0.09162329 0.09116088
 0.08972304 0.0890623  0.09037107 0.09025401 0.09078708 0.08927402
 0.08822156 0.0886297  0.08767011 0.08678272 0.08861852]",visual,searching,7.0
autoencoder,32,"[0.         0.09822518 0.10974143 0.12124581 0.13837882 0.14494286
 0.13741547 0.14875524 0.15711109 0.15320013 0.15624417 0.16694409
 0.1586466  0.16191064 0.15435205 0.14442085 0.14246847 0.13477831
 0.1320569  0.12267544 0.12661299 0.12659299 0.11728322 0.10798992
 0.10412966 0.1015126  0.09472476 0.09173664 0.09128461 0.09027727
 0.08913578 0.0845275  0.08575406 0.08408582 0.08349856 0.079957
 0.0781539  0.07414566 0.07344817 0.07372456 0.07219229 0.07521976
 0.07541678 0.07410029 0.07015458 0.07107507 0.06956555 0.06957372
 0.06957504 0.06770218 0.07004725 0.07155956 0.07317709 0.07246
 0.07058935 0.06893829 0.07087068 0.07128039 0.0720716  0.07032052
 0.07199936 0.07289305 0.07162683 0.07237835 0.07057159 0.06920941
 0.06820849 0.06661641 0.06733971 0.06311756 0.05994142 0.06325958
 0.06149997 0.06331683 0.06363582 0.06473305 0.06448662 0.06650698
 0.06615071 0.06507042 0.06429866 0.06124635 0.06133238 0.06125177
 0.06153902 0.06138412 0.06315854 0.06243379 0.06407611 0.06251913
 0.06210693 0.06333825 0.06464854 0.06495947 0.06487852 0.06629258
 0.06684024 0.06654938 0.06663004 0.06441927 0.06278115]","[0.         0.42173936 0.40554793 0.4027783  0.39036696 0.38120422
 0.36891791 0.35084696 0.33411889 0.31236665 0.28195461 0.27816878
 0.2687253  0.2463068  0.23217257 0.22661991 0.22105654 0.20685992
 0.2002463  0.19672701 0.19539556 0.18931214 0.17882025 0.17204672
 0.16717624 0.15887071 0.1515345  0.15113284 0.14473556 0.14358359
 0.13972736 0.13587004 0.13180038 0.12912967 0.12731787 0.12427608
 0.12524217 0.11324774 0.11356386 0.11275415 0.1124889  0.11095332
 0.10864997 0.10824958 0.10614221 0.10670122 0.10459896 0.10208281
 0.10316661 0.10626518 0.10797621 0.10852322 0.1058133  0.10487441
 0.10334923 0.10245594 0.10040098 0.10193731 0.10146625 0.10069154
 0.10090052 0.10222064 0.09987815 0.09916649 0.10044783 0.09999398
 0.09905936 0.09912039 0.09611565 0.09609679 0.09529746 0.09485184
 0.09409322 0.09282887 0.09225643 0.09132759 0.09156675 0.09183573
 0.09213107 0.09300828 0.09270918 0.09068846 0.09146594 0.09055063
 0.09054979 0.08902553 0.08846806 0.08924922 0.08860792 0.08813768
 0.08675971 0.0860322  0.08729872 0.08712636 0.08765883 0.08628436
 0.08529627 0.08575217 0.08478473 0.0838045  0.0855254 ]",visual,has_item,13.0
autoencoder,32,"[0.         0.10104514 0.11526711 0.11810376 0.13160606 0.13609794
 0.12960048 0.13849342 0.14577502 0.14279066 0.14688223 0.15904274
 0.15127359 0.15425429 0.14726286 0.13942305 0.13773438 0.13092518
 0.12783849 0.11975789 0.12199299 0.12077901 0.11159381 0.10225459
 0.09788906 0.09487062 0.08863791 0.0861623  0.08596768 0.08503892
 0.08384227 0.07984445 0.08133994 0.07914626 0.07901371 0.07578961
 0.07342782 0.06917128 0.06769889 0.06743576 0.06647383 0.06931532
 0.06966735 0.0684652  0.06515814 0.0659942  0.0641348  0.06328752
 0.06386519 0.06183305 0.06343117 0.0653949  0.06698533 0.06603984
 0.06442917 0.06228974 0.06400276 0.06504137 0.06560268 0.06400344
 0.06558674 0.06664276 0.06567889 0.06669555 0.06482875 0.06405736
 0.06301024 0.06124935 0.06161211 0.05772349 0.05489572 0.05837015
 0.05680064 0.05791553 0.0576885  0.05845586 0.05856207 0.06059544
 0.06000984 0.05889406 0.05829918 0.05536144 0.05542038 0.05495164
 0.05517048 0.05574008 0.05753076 0.05690986 0.05814797 0.0565089
 0.05615531 0.05740848 0.05826671 0.0585652  0.05864425 0.05981822
 0.06046842 0.06011735 0.06005564 0.05815858 0.05554085]","[0.         0.42329093 0.41193669 0.4064318  0.39179375 0.37877412
 0.37246984 0.35529109 0.33967616 0.31711229 0.28648282 0.27868052
 0.26904895 0.24462084 0.23007819 0.2235203  0.21891519 0.20512437
 0.19650147 0.19278514 0.19195184 0.18616803 0.17638953 0.17040231
 0.16571335 0.15746058 0.15031329 0.14963735 0.14346977 0.14225056
 0.13833831 0.13458563 0.1311687  0.12829438 0.12603013 0.12287764
 0.12372616 0.11232531 0.11381692 0.11309573 0.11271888 0.11127206
 0.10903022 0.10790906 0.10555108 0.10561862 0.10430018 0.10165829
 0.10250208 0.10595193 0.10819214 0.10853124 0.10579614 0.10463597
 0.10363078 0.10271973 0.10059923 0.10128715 0.10124607 0.10095924
 0.10133381 0.10284725 0.10039347 0.0994889  0.10048362 0.09920808
 0.0982222  0.09847274 0.09558504 0.09538613 0.09435965 0.09388918
 0.09311586 0.09213507 0.0918956  0.09123927 0.09112634 0.09153823
 0.09175601 0.09267311 0.09241216 0.09035168 0.09103499 0.09035113
 0.09042332 0.08872451 0.08828481 0.0889792  0.08862881 0.08801004
 0.08665942 0.08596707 0.08743029 0.08735416 0.08782134 0.08674439
 0.0858038  0.08630634 0.08551501 0.08451432 0.08604915]",visual,searching,19.0
autoencoder,32,"[0.         0.09977011 0.11481923 0.11660851 0.12838698 0.12819313
 0.12482427 0.1337054  0.13937987 0.13382692 0.14229908 0.1565522
 0.14729458 0.14592822 0.14234187 0.13327903 0.13137691 0.12618843
 0.12225945 0.11428007 0.11723892 0.11614759 0.10813381 0.1004249
 0.09691774 0.09410951 0.0892386  0.08660639 0.08668682 0.08644234
 0.08462791 0.08128687 0.08271327 0.08010333 0.08075575 0.07680091
 0.07398509 0.07002936 0.0682521  0.06746665 0.06730617 0.07025297
 0.0701132  0.06867623 0.06459264 0.06518004 0.06250575 0.06118025
 0.06208172 0.06022499 0.0619854  0.06307845 0.06447788 0.06416277
 0.06263231 0.06093712 0.0629744  0.06410167 0.0650693  0.06351283
 0.06529057 0.06667265 0.06635567 0.06648766 0.06487824 0.06419336
 0.06236917 0.0607981  0.06188569 0.05822767 0.05594734 0.05890528
 0.05719229 0.05920375 0.05894207 0.05853315 0.05836776 0.0600384
 0.0595772  0.05876542 0.0583753  0.05532979 0.05619497 0.05553402
 0.05565422 0.05616488 0.05770606 0.05722038 0.05843033 0.05688007
 0.05661556 0.05778654 0.05854068 0.05901678 0.05922265 0.06020336
 0.06053688 0.060467   0.06053938 0.05907458 0.05681757]","[0.         0.41893761 0.41197337 0.40485813 0.39341008 0.3819667
 0.37456976 0.35526385 0.34224413 0.32296296 0.29049993 0.27801397
 0.2697065  0.24705817 0.23143779 0.22517214 0.21954469 0.20568541
 0.19595025 0.19077324 0.19002606 0.18429676 0.17475648 0.16881938
 0.16545462 0.15605821 0.14950534 0.14854753 0.14259175 0.14171001
 0.13642899 0.13297232 0.12925758 0.12594268 0.12454923 0.12151057
 0.12228311 0.11184688 0.11313287 0.11254952 0.11197116 0.11044667
 0.10849624 0.10709159 0.10440159 0.10456734 0.10318862 0.10062602
 0.10126009 0.10439362 0.10668568 0.10764764 0.10530248 0.10398451
 0.10308638 0.10230301 0.1003158  0.10121196 0.10066986 0.10049825
 0.10083113 0.1021564  0.09973788 0.0983937  0.09913158 0.0977622
 0.09683502 0.09810776 0.09553174 0.09557864 0.09376894 0.09204135
 0.09113785 0.09022803 0.08992845 0.08910042 0.08948972 0.08987604
 0.09014908 0.09053374 0.09030357 0.08829329 0.08859799 0.08786529
 0.08785318 0.08623187 0.08581922 0.08643831 0.08630567 0.08574088
 0.08450737 0.08383866 0.08519151 0.08500462 0.08568967 0.08455487
 0.08379207 0.08412552 0.08347727 0.08257308 0.08396801]",visual,idle,28.0
