method,dim_embedding,m,std,modality,signal
contrastive+autoencoder,16,"[0.         0.11503659 0.14893723 0.16629255 0.20491101 0.21993595
 0.24844807 0.26134561 0.28916452 0.28948822 0.31056922 0.32077996
 0.32696303 0.33461755 0.33083602 0.33105747 0.3393657  0.34185874
 0.35150604 0.36151545 0.3626758  0.3669794  0.37679286 0.3816423
 0.38411766 0.38543736 0.39094606 0.39630952 0.40291676 0.4058264
 0.40694458 0.40558139 0.40474552 0.40731305 0.40620747 0.40867544
 0.41162833 0.4120679  0.41187013 0.4160758  0.41670824 0.41961499
 0.4216703  0.41767872 0.42121209 0.42311732 0.42264962 0.42180303
 0.42129646 0.42403856 0.42555059 0.42930204 0.42815668 0.43098969
 0.4305241  0.4312026  0.43223675 0.43296975 0.43146772 0.43081449
 0.42894957 0.42752318 0.42536292 0.42477117 0.42207982 0.42254287
 0.42241333 0.42288061 0.42186954 0.42241395 0.42474558 0.42533293
 0.42570902 0.42759466 0.42687045 0.42666257 0.42545897 0.42547587
 0.42466176 0.42494778 0.4267963  0.42745666 0.42713186 0.42846543
 0.4283401  0.42702829 0.42823299 0.42773555 0.42873289 0.42837717
 0.42784697 0.42788294 0.42730932 0.42639532 0.42606667 0.42632061
 0.42707594 0.42627993 0.42663219 0.42674184 0.42846789]","[0.         0.364629   0.3780203  0.36973517 0.34249612 0.33385321
 0.32149339 0.31359049 0.29461058 0.29741904 0.28789689 0.2866371
 0.28851258 0.29355258 0.28204567 0.27454262 0.27211314 0.27001782
 0.27744512 0.26631766 0.26370493 0.25266677 0.25187074 0.2502138
 0.24830444 0.25319077 0.25344189 0.24655493 0.24236857 0.24095373
 0.23597302 0.23688058 0.23523186 0.23590837 0.23879966 0.237056
 0.2381914  0.23330681 0.23010249 0.22434248 0.22150549 0.21847492
 0.2204583  0.21675521 0.21586364 0.21556069 0.21512818 0.21626056
 0.21523775 0.21151952 0.21055195 0.20807299 0.20360312 0.20313222
 0.20127886 0.2010485  0.20031477 0.19912115 0.19845924 0.1983305
 0.19587787 0.19374722 0.19446574 0.19432862 0.19282442 0.1921593
 0.19243729 0.18879628 0.18912578 0.18787643 0.18639875 0.18292313
 0.18282881 0.18079064 0.18139874 0.1818347  0.18065305 0.17740577
 0.17606124 0.17565085 0.17375045 0.17265198 0.17282339 0.17275696
 0.17080638 0.17003563 0.16914396 0.16809123 0.16596303 0.16657537
 0.16635789 0.16437908 0.16411043 0.16368328 0.1618395  0.16086845
 0.15986007 0.15812269 0.1559756  0.15516242 0.154183  ]",visual,has_item
contrastive+autoencoder,16,"[0.         0.11178851 0.13376607 0.15305544 0.18606816 0.20503797
 0.23349274 0.24619634 0.2737066  0.27235802 0.29663576 0.3072802
 0.3138778  0.32401315 0.3188458  0.32069802 0.33064832 0.33370217
 0.34317468 0.35363614 0.35545141 0.36113176 0.3705741  0.37563443
 0.37837216 0.38006878 0.38555695 0.3913579  0.39782683 0.39942205
 0.40025618 0.39820777 0.39669355 0.39955747 0.39856399 0.40126287
 0.40371345 0.40322166 0.40317736 0.40805484 0.40922827 0.41175935
 0.41439607 0.41137163 0.41575683 0.41772794 0.41733536 0.41624327
 0.41578213 0.41849102 0.41995649 0.42275782 0.42186178 0.42475343
 0.42496834 0.42561894 0.42700205 0.42787806 0.4270664  0.42660555
 0.42533328 0.42413569 0.42210901 0.42219669 0.42022885 0.42039942
 0.42058578 0.42171734 0.42048051 0.42078325 0.42318972 0.4239368
 0.42490232 0.42615032 0.42574486 0.42576182 0.42458309 0.42439722
 0.42338727 0.42422934 0.42660226 0.4270363  0.4264032  0.42750181
 0.42748566 0.42649543 0.42744685 0.4265619  0.42796578 0.42748079
 0.42705849 0.42724338 0.4263716  0.4245848  0.42447259 0.42458828
 0.42509006 0.42478838 0.42520338 0.4244948  0.42573343]","[0.         0.35793428 0.37112353 0.36244907 0.33884082 0.33047736
 0.32057005 0.31325186 0.2968774  0.30131032 0.29009706 0.2901726
 0.29049179 0.29479149 0.2849814  0.27777545 0.27428825 0.2716199
 0.27669317 0.26557007 0.2618931  0.25109279 0.24993036 0.24762816
 0.24608284 0.25009627 0.24956889 0.24311217 0.23886239 0.23754348
 0.23281813 0.23394806 0.23289118 0.23373196 0.23608023 0.23317403
 0.23424939 0.22992573 0.22608509 0.2195852  0.21681501 0.21362162
 0.2155452  0.211413   0.20987991 0.20973695 0.20896576 0.21016275
 0.20940359 0.20586523 0.20501052 0.2031903  0.19909059 0.19819003
 0.19615157 0.19592959 0.19538677 0.19361331 0.19281296 0.19266932
 0.19076288 0.18856211 0.18912028 0.18895422 0.18699074 0.18629628
 0.18673152 0.1829263  0.18349448 0.18227024 0.18074916 0.17777931
 0.17701307 0.17557621 0.17632545 0.17660137 0.17548534 0.17211349
 0.17139445 0.17089588 0.16888728 0.16796979 0.16823407 0.16808047
 0.16616487 0.16554725 0.16479515 0.16375242 0.16201844 0.16209435
 0.16178746 0.15967241 0.15973666 0.15972738 0.15794099 0.15703175
 0.15624414 0.15450908 0.15253005 0.15156131 0.15072542]",visual,searching
contrastive+autoencoder,16,"[0.         0.1103547  0.13734733 0.15407367 0.18407733 0.19710166
 0.22503467 0.24090304 0.26928063 0.26901685 0.29102027 0.29926534
 0.30569965 0.31645708 0.31270914 0.31611395 0.32514622 0.32854402
 0.33831536 0.34640713 0.3466725  0.35477584 0.36384159 0.36828386
 0.37262489 0.37504783 0.38032028 0.38700627 0.39418303 0.39591234
 0.39662836 0.39628884 0.39575877 0.39833913 0.39749945 0.39980906
 0.40242157 0.40192986 0.40189138 0.4066794  0.40756279 0.41008892
 0.41222946 0.40936789 0.41317888 0.41616551 0.41540827 0.41431129
 0.41369167 0.41617542 0.41754004 0.42011302 0.42022644 0.4221237
 0.42243949 0.42312678 0.42447678 0.42485893 0.42373537 0.42328595
 0.42169916 0.42032299 0.41875149 0.4189325  0.41705248 0.41742214
 0.41751695 0.41877194 0.41751306 0.41827883 0.42007949 0.42053807
 0.42186362 0.42296619 0.42231844 0.42264642 0.42177612 0.42157575
 0.42071572 0.42167134 0.42403629 0.42413469 0.42372054 0.42486639
 0.42489357 0.42341923 0.42455378 0.42377939 0.42479656 0.42427918
 0.42389942 0.42395143 0.42317343 0.42156751 0.42146476 0.42159416
 0.42204902 0.42180674 0.42249966 0.4220621  0.42329511]","[0.         0.35405491 0.36367614 0.35624686 0.33345067 0.32551401
 0.31516481 0.30613505 0.28909261 0.29404522 0.28596326 0.28632063
 0.28857009 0.29120779 0.28051471 0.2718965  0.26923572 0.26603066
 0.26927342 0.25927852 0.25607682 0.24524226 0.24458888 0.24233137
 0.24004137 0.24387792 0.24342678 0.23811902 0.23326431 0.23217393
 0.22731166 0.22723323 0.22592164 0.22636774 0.22909434 0.22604272
 0.22673846 0.2225936  0.21865118 0.21196693 0.20917755 0.2065763
 0.2082213  0.20426021 0.20293527 0.20229462 0.20171855 0.2028287
 0.20217137 0.19860585 0.19768541 0.1961219  0.19212444 0.19132737
 0.18946353 0.18926197 0.18872794 0.1873154  0.18663367 0.1866228
 0.18472309 0.18284915 0.18293386 0.1828025  0.1810597  0.18024757
 0.18057416 0.17689419 0.17735992 0.17590691 0.17456408 0.1718236
 0.17118687 0.16973424 0.17024968 0.1703858  0.16919646 0.16599071
 0.16520135 0.16488292 0.16311997 0.16243334 0.16252745 0.16231195
 0.16054578 0.15992519 0.15906032 0.15811012 0.1565998  0.15671516
 0.15640688 0.1542655  0.15431584 0.15427267 0.1527341  0.15195303
 0.15102603 0.14951785 0.14756499 0.1467085  0.14592507]",visual,has_item
contrastive+autoencoder,16,"[0.         0.10071069 0.13009007 0.14714264 0.17176807 0.18693965
 0.21424293 0.22918986 0.25975269 0.26228822 0.28386377 0.29368717
 0.30028076 0.31133406 0.30848346 0.31305679 0.32152711 0.32515003
 0.33521282 0.3436534  0.34470691 0.35211308 0.36139837 0.36606868
 0.37043876 0.3730997  0.37776094 0.38365768 0.39004292 0.39117242
 0.39147337 0.39068183 0.3906788  0.39322916 0.39315165 0.39559152
 0.39826535 0.3982431  0.39830003 0.40282403 0.40386538 0.40678356
 0.40893537 0.40610959 0.40967356 0.41259125 0.41192438 0.41105122
 0.41092004 0.41341128 0.4153207  0.41792504 0.41861073 0.42042848
 0.42099622 0.42162173 0.42289236 0.42357719 0.42274931 0.42263806
 0.42123961 0.42006618 0.41827494 0.41875785 0.41742898 0.41746616
 0.41806339 0.41904421 0.41810345 0.41907531 0.42078571 0.42111999
 0.4223621  0.42337393 0.42230603 0.42247273 0.42196215 0.42227045
 0.42103689 0.42202422 0.42436759 0.42447129 0.4240371  0.42543632
 0.42555993 0.42409601 0.42499279 0.42456791 0.42560971 0.42527015
 0.42444866 0.42468731 0.42408089 0.42256251 0.42283753 0.42286472
 0.42344843 0.42331013 0.42410848 0.42350274 0.42448134]","[0.         0.35568558 0.3661642  0.35433649 0.33529468 0.32472082
 0.31764588 0.30750624 0.2884667  0.29335679 0.28487002 0.28286526
 0.28472448 0.2861578  0.27643125 0.26619053 0.26381366 0.26019464
 0.26266751 0.2535622  0.25083812 0.24090018 0.23940321 0.23674667
 0.23487312 0.23823703 0.23769095 0.23267347 0.22809604 0.22717609
 0.22339021 0.2237117  0.22175189 0.22206943 0.22456095 0.22093756
 0.22170441 0.21784912 0.21406217 0.20740786 0.20426325 0.20153082
 0.20293435 0.19912016 0.19805411 0.19700098 0.19657007 0.19757529
 0.19666242 0.19274937 0.19158461 0.18980617 0.18584559 0.18517518
 0.18325466 0.18331452 0.18302733 0.1814449  0.18062563 0.18048789
 0.17864018 0.17695077 0.17703084 0.17684239 0.17518601 0.17437894
 0.17481478 0.17132884 0.17186114 0.17035304 0.16904563 0.16641498
 0.16571223 0.16433423 0.16498618 0.1650617  0.16394255 0.16082417
 0.16009376 0.15983126 0.15822859 0.15753094 0.15739737 0.15719876
 0.15550631 0.15493934 0.15410221 0.15319854 0.15172438 0.15185016
 0.15159421 0.14955104 0.14954396 0.14958863 0.14816479 0.14776863
 0.14682171 0.1453441  0.14350188 0.14262824 0.14201978]",visual,searching
contrastive+autoencoder,16,"[0.         0.11009088 0.13897371 0.15399994 0.17406485 0.1880432
 0.21638949 0.22935044 0.26083125 0.26342477 0.28566914 0.2934556
 0.29746679 0.3078209  0.3052056  0.3113437  0.31913274 0.3213871
 0.3307034  0.3393622  0.34157507 0.34807635 0.35775366 0.36210066
 0.36637542 0.36781405 0.37264644 0.37922956 0.3863997  0.38706948
 0.38707599 0.38770074 0.38787294 0.39173507 0.39222421 0.39445731
 0.39678289 0.39713533 0.39747147 0.40117073 0.40293375 0.40612452
 0.40735003 0.40483769 0.40860145 0.41168573 0.4119176  0.4110224
 0.411006   0.41322067 0.4154016  0.41827216 0.41887376 0.41997491
 0.42031386 0.4215405  0.42273485 0.42293293 0.42192613 0.42160484
 0.42046158 0.42013278 0.41847832 0.41853919 0.41744652 0.41746493
 0.41853562 0.41896633 0.4179412  0.41901959 0.42040754 0.42074099
 0.42132736 0.42245065 0.42143627 0.42173433 0.42125656 0.4215856
 0.42015167 0.42136239 0.42334208 0.42334488 0.42313342 0.42381014
 0.42420417 0.42300989 0.42340812 0.42297004 0.42401301 0.42360365
 0.4229722  0.4230233  0.42226045 0.42124399 0.42147827 0.42133414
 0.42196617 0.42153892 0.42211118 0.4215071  0.42241604]","[0.         0.35547336 0.36544746 0.35218608 0.33179924 0.32058228
 0.31445651 0.30543075 0.28726537 0.29427399 0.28267688 0.28006389
 0.28262277 0.28366421 0.2744753  0.26379231 0.26124658 0.2571291
 0.25924119 0.25083354 0.24774412 0.23805319 0.23619307 0.23373696
 0.23163588 0.23468896 0.2342981  0.23009165 0.22527068 0.22517982
 0.22160147 0.22067989 0.2189414  0.21893891 0.22092474 0.21757698
 0.21810828 0.21436436 0.21051881 0.20389746 0.20041738 0.19797098
 0.19907731 0.19516698 0.19418452 0.19341563 0.19262685 0.19323852
 0.1926581  0.18921817 0.18852229 0.18711955 0.18354218 0.18314498
 0.1807492  0.17997673 0.17952396 0.17772139 0.17704462 0.17708263
 0.17578577 0.17385359 0.17372526 0.1732552  0.17143219 0.17050562
 0.17097757 0.16767303 0.16776779 0.16621024 0.16506661 0.16280208
 0.16238972 0.16077286 0.16112146 0.16116885 0.15983861 0.15691219
 0.15607372 0.15565679 0.15408489 0.15329573 0.15322352 0.15291313
 0.15130107 0.15056922 0.14985332 0.1488753  0.14755027 0.14770665
 0.14757553 0.14557088 0.14560395 0.1455295  0.14424125 0.14376118
 0.14287539 0.14149317 0.1396583  0.13880992 0.13803886]",visual,idle
contrastive+autoencoder,16,"[0.         0.08983931 0.14637704 0.17240921 0.20298454 0.19698689
 0.22023672 0.24519996 0.2413113  0.231645   0.23104902 0.22741126
 0.23549747 0.22900335 0.23267861 0.23803671 0.24419814 0.23575648
 0.25554772 0.24555314 0.26007227 0.26993353 0.29661892 0.31255859
 0.31020836 0.31381037 0.3098081  0.3116311  0.30100177 0.29391706
 0.28491756 0.28815611 0.29735998 0.30326285 0.30790728 0.30051379
 0.30030331 0.30218692 0.29647448 0.29344202 0.29379619 0.28160932
 0.2711627  0.26736859 0.27238301 0.28276389 0.2850464  0.28078333
 0.27739305 0.27542243 0.27700272 0.27746598 0.28292288 0.28660484
 0.28439711 0.28271691 0.28519925 0.28835326 0.28289193 0.28691944
 0.28311409 0.28535861 0.28667863 0.28101562 0.28383024 0.28113244
 0.28330132 0.28268516 0.28472338 0.28105852 0.27747922 0.27616631
 0.27612177 0.27748566 0.2784869  0.28069106 0.2839898  0.28493764
 0.28846995 0.28896019 0.29100631 0.2895087  0.28872764 0.2846958
 0.28831041 0.28776427 0.28764786 0.2863956  0.29028219 0.2883989
 0.28325153 0.28299457 0.28322078 0.28270756 0.28077828 0.28414005
 0.28254486 0.28128834 0.27737771 0.27725333 0.27912013]","[0.         0.23512885 0.20746882 0.20780511 0.18299082 0.21232501
 0.19249253 0.18318902 0.19200507 0.19386648 0.15655846 0.15881781
 0.15814808 0.15507615 0.14792613 0.13142517 0.12896091 0.12637464
 0.13399281 0.12987731 0.1284211  0.11741167 0.11278459 0.11489947
 0.10338996 0.11649049 0.11669429 0.10053816 0.09878248 0.10528389
 0.09962968 0.09811666 0.10689453 0.11020563 0.10033622 0.09718928
 0.10384102 0.09786658 0.10040054 0.10287638 0.10648633 0.09830056
 0.09799815 0.09954445 0.08795154 0.08572758 0.08299402 0.08745496
 0.07863208 0.07233179 0.07597297 0.08264879 0.0810654  0.08370436
 0.08050617 0.08376888 0.08408289 0.08326269 0.08045599 0.07761124
 0.08020296 0.08260227 0.07893769 0.07203942 0.06687942 0.07019325
 0.0684475  0.06884519 0.07078219 0.06547324 0.06794607 0.07173036
 0.07267658 0.06877593 0.06035673 0.06024094 0.05986824 0.05875302
 0.05712618 0.06006243 0.05865223 0.05829373 0.06077711 0.06521544
 0.06074309 0.05671569 0.0606762  0.06014723 0.06258456 0.055874
 0.05955891 0.06144992 0.06344068 0.06050208 0.05968432 0.05990865
 0.06238308 0.06246702 0.06450476 0.06452941 0.06299108]",auditory,searching
contrastive+autoencoder,16,"[ 0.         -0.03014721 -0.00415635 -0.0602471  -0.09596129 -0.10180259
 -0.08781269 -0.11561246 -0.13697646 -0.15828241 -0.15641517 -0.17383237
 -0.15901728 -0.16493382 -0.14598684 -0.14656896 -0.14745763 -0.15186293
 -0.16026788 -0.16938761 -0.16538862 -0.16291907 -0.16081426 -0.15046678
 -0.15037256 -0.15807683 -0.1622412  -0.16232195 -0.16362017 -0.16456159
 -0.17164088 -0.17090215 -0.16803606 -0.16485674 -0.16398694 -0.16353329
 -0.15928072 -0.15521184 -0.16158517 -0.16845841 -0.16841935 -0.17591302
 -0.18469864 -0.18844371 -0.18487521 -0.18007559 -0.17536642 -0.17735617
 -0.17653614 -0.17462366 -0.17046009 -0.16807303 -0.16506147 -0.16385423
 -0.16586881 -0.16779249 -0.16508431 -0.16392062 -0.16575981 -0.16353749
 -0.16511491 -0.16680997 -0.16509364 -0.16624268 -0.1611634  -0.16270341
 -0.16299085 -0.16367931 -0.15961931 -0.16033948 -0.16320077 -0.16393016
 -0.16396131 -0.16295572 -0.16070981 -0.16203346 -0.15871805 -0.15743558
 -0.15480155 -0.156283   -0.15640795 -0.15800229 -0.15585378 -0.15644082
 -0.15434842 -0.15513518 -0.15574112 -0.15661079 -0.15119492 -0.15224481
 -0.1535124  -0.15444586 -0.15532842 -0.15460079 -0.15748813 -0.15340628
 -0.15428434 -0.15679538 -0.15742832 -0.15353565 -0.15225551]","[0.         0.47348208 0.43478926 0.49925385 0.49095951 0.48691778
 0.46541159 0.45425143 0.4435314  0.45374302 0.44214163 0.4524194
 0.47475168 0.46942532 0.46636097 0.45714199 0.45929858 0.45552459
 0.46885832 0.45945802 0.4675886  0.46922936 0.47952644 0.48538681
 0.48649645 0.49684325 0.49257517 0.49214178 0.48194455 0.47696028
 0.47329097 0.47566427 0.48322421 0.48619936 0.48820079 0.48120324
 0.47946531 0.477226   0.47326141 0.47612607 0.47573767 0.46999196
 0.46704753 0.46668022 0.46695814 0.47186288 0.46939184 0.46723402
 0.46188154 0.45804071 0.45557693 0.45423032 0.4573888  0.4600432
 0.45974446 0.46045929 0.46082007 0.46262661 0.45870452 0.4605492
 0.45789222 0.46195854 0.46113244 0.45604857 0.45302949 0.45212107
 0.45500147 0.45483571 0.45345541 0.45047698 0.4495702  0.44958655
 0.44943392 0.44886978 0.44638824 0.44984774 0.44946229 0.44909566
 0.44973462 0.45193562 0.45397307 0.45344816 0.45073775 0.44774923
 0.44874222 0.44856776 0.44912507 0.44864325 0.44853498 0.44711974
 0.4435295  0.44443475 0.4450806  0.44359584 0.44442494 0.4436711
 0.44310435 0.44402665 0.44111956 0.43793146 0.43839637]",auditory,has_item
contrastive+autoencoder,16,"[ 0.          0.01816043 -0.01002194 -0.04033857 -0.07772793 -0.09398391
 -0.09520322 -0.12276407 -0.13044542 -0.15221073 -0.15282545 -0.16545368
 -0.1532789  -0.15530689 -0.14607911 -0.15049007 -0.14939114 -0.15110339
 -0.16388688 -0.16763775 -0.16810661 -0.17128816 -0.17156053 -0.16122701
 -0.16602814 -0.16721278 -0.17202636 -0.17503069 -0.1775336  -0.18195229
 -0.1889162  -0.18967863 -0.19011502 -0.18902983 -0.18804754 -0.18461152
 -0.1869399  -0.18467082 -0.18823275 -0.19478766 -0.19424904 -0.19812728
 -0.2069633  -0.21002634 -0.20725279 -0.20347662 -0.20220167 -0.20051508
 -0.20105992 -0.20015624 -0.19984776 -0.19813628 -0.19416535 -0.19532029
 -0.19975323 -0.20113877 -0.19944323 -0.1989587  -0.20073159 -0.19620353
 -0.19740249 -0.19688034 -0.19381579 -0.19541707 -0.19338292 -0.19509322
 -0.19560232 -0.19517683 -0.19297016 -0.19445023 -0.19578057 -0.19592956
 -0.19621884 -0.19507564 -0.1933808  -0.19283568 -0.18927574 -0.18992515
 -0.18803719 -0.18666635 -0.18768027 -0.18980453 -0.18867186 -0.1888354
 -0.18598767 -0.18726878 -0.18726518 -0.18748423 -0.18314104 -0.18438022
 -0.18374585 -0.18508651 -0.18462621 -0.184459   -0.18605046 -0.18326413
 -0.18505959 -0.18749475 -0.18801449 -0.18254978 -0.18199755]","[0.         0.42200091 0.38113217 0.43991786 0.42893645 0.42590185
 0.41159124 0.39534657 0.39042016 0.40162038 0.39288858 0.39785187
 0.41792765 0.41727864 0.41204125 0.40959788 0.40690948 0.40133039
 0.40984197 0.40077013 0.40873922 0.40921361 0.41810508 0.41872717
 0.42122773 0.43082056 0.42480339 0.42275491 0.416131   0.41034922
 0.40868053 0.40941022 0.4131168  0.4143829  0.41546887 0.41072733
 0.40804674 0.40691427 0.40253873 0.40242558 0.40190338 0.39697764
 0.39351913 0.39250361 0.39152509 0.39472807 0.39393827 0.39150324
 0.38681881 0.38395572 0.3816927  0.38091643 0.38221447 0.3854685
 0.38447399 0.38428894 0.38461265 0.38607178 0.38229487 0.3828653
 0.38103789 0.38444704 0.38318309 0.37918038 0.37685422 0.3762244
 0.37847387 0.37787823 0.37764015 0.37568922 0.37505496 0.37433138
 0.37490437 0.37453318 0.3728282  0.37505873 0.37504267 0.37477604
 0.37508463 0.37653835 0.37833591 0.37801798 0.37554228 0.37270756
 0.3737576  0.37367203 0.37471522 0.37463535 0.37444278 0.37320125
 0.36968424 0.37013273 0.37088454 0.36914863 0.36924765 0.36866726
 0.36763813 0.36788905 0.36535055 0.36266469 0.36327327]",auditory,searching
contrastive+autoencoder,16,"[ 0.          0.09119692  0.06086301  0.04100204  0.01741882  0.00062091
 -0.00208132 -0.02576388 -0.03128705 -0.04768264 -0.04411267 -0.0434991
 -0.03330217 -0.026096   -0.02268822 -0.02951085 -0.02718851 -0.02870451
 -0.03918668 -0.04493262 -0.04966534 -0.04998738 -0.05445151 -0.04563055
 -0.04490315 -0.0381433  -0.03634403 -0.03776644 -0.03640838 -0.03892819
 -0.04633878 -0.0471078  -0.04831855 -0.04883425 -0.0442122  -0.04068
 -0.03863401 -0.03511204 -0.03660525 -0.04075982 -0.04292665 -0.04489842
 -0.05044222 -0.05345714 -0.05180734 -0.04814557 -0.04596212 -0.04658371
 -0.04936653 -0.04987867 -0.05189857 -0.0471498  -0.04456983 -0.0462309
 -0.05090453 -0.05010152 -0.04913882 -0.05113843 -0.05091455 -0.04791462
 -0.04782468 -0.0466613  -0.04293725 -0.04400729 -0.04134352 -0.04151424
 -0.04339226 -0.04327382 -0.04457707 -0.04335386 -0.04510001 -0.04421387
 -0.04681817 -0.04738359 -0.04952523 -0.04988975 -0.04764807 -0.04788735
 -0.04476233 -0.04340819 -0.0474359  -0.05065735 -0.04809529 -0.04884975
 -0.04665864 -0.04803622 -0.04752222 -0.04871488 -0.04498188 -0.04702027
 -0.04713533 -0.04733938 -0.05047965 -0.05120228 -0.05286139 -0.05048444
 -0.05278812 -0.05265718 -0.05301529 -0.0494266  -0.04958223]","[0.         0.4081476  0.36896703 0.41500284 0.41494618 0.41495019
 0.39943287 0.3960733  0.394365   0.41384772 0.40581933 0.41694286
 0.43311828 0.44011702 0.43159126 0.42620113 0.42330804 0.41783469
 0.42628857 0.41948734 0.42259366 0.42560258 0.43230469 0.43043922
 0.43719634 0.4483372  0.45026001 0.45206936 0.44969134 0.44394204
 0.44233909 0.44301313 0.44294628 0.4422101  0.4448904  0.44218509
 0.44347454 0.44354657 0.44330523 0.44714251 0.44377048 0.44234996
 0.44213497 0.44093407 0.43879145 0.44044083 0.44067998 0.43678642
 0.43201551 0.42796045 0.42379505 0.4259979  0.42465131 0.4262702
 0.42562132 0.4277254  0.42725782 0.42589801 0.42507251 0.42440203
 0.42443648 0.42699417 0.42665992 0.42462477 0.42339134 0.42469849
 0.42482189 0.4241998  0.42030806 0.42127846 0.41996293 0.42056373
 0.41819788 0.41656688 0.41108484 0.41137659 0.40944659 0.40975973
 0.41112219 0.41209516 0.41077972 0.40953673 0.40962314 0.40717471
 0.407125   0.40701765 0.40849476 0.40755217 0.40730177 0.40567295
 0.40251922 0.40360874 0.40048291 0.39825147 0.39803646 0.39734313
 0.39588159 0.39849927 0.39676604 0.39329732 0.39273889]",auditory,searching
contrastive+autoencoder,16,"[0.         0.12221345 0.10087793 0.07952055 0.05869236 0.0451642
 0.03364031 0.02099269 0.01456985 0.00222088 0.0068703  0.0081403
 0.01601419 0.02629674 0.02885432 0.023068   0.02463235 0.02964234
 0.02000348 0.01694601 0.00849229 0.00764995 0.00765901 0.01453047
 0.02020204 0.0261706  0.02909685 0.0274631  0.03044209 0.02497502
 0.01866756 0.01822731 0.01638205 0.0147924  0.01927066 0.02120303
 0.02191702 0.02360086 0.02484782 0.02129944 0.02059892 0.01740108
 0.01500187 0.01196606 0.01208159 0.01875432 0.0212537  0.02089014
 0.01754859 0.01839128 0.01712861 0.02221496 0.02631294 0.02613551
 0.02261281 0.02509518 0.02632798 0.02538029 0.02638627 0.02880005
 0.03059954 0.03115359 0.03371731 0.03403727 0.03880373 0.03997884
 0.03876989 0.0395367  0.03677216 0.03618446 0.03449294 0.03498179
 0.03117157 0.03077804 0.02930927 0.02916166 0.03092313 0.03103316
 0.03401797 0.03605917 0.03321639 0.03195111 0.03451051 0.03405981
 0.03600594 0.03450647 0.03503316 0.03441171 0.03748839 0.03837751
 0.03906415 0.03963066 0.0376747  0.03732389 0.03721638 0.03930119
 0.03769825 0.03688702 0.03683228 0.04050741 0.04083155]","[0.         0.38704049 0.36729522 0.40085571 0.40185062 0.40391102
 0.38601734 0.38306151 0.3798184  0.40450168 0.39632565 0.40644559
 0.41854303 0.42680019 0.42172364 0.41828529 0.4122152  0.41118051
 0.42010748 0.41421859 0.41593566 0.41811659 0.42473059 0.42192642
 0.42787209 0.43539614 0.43778521 0.43847269 0.43614066 0.4299772
 0.42924747 0.43062335 0.42956275 0.42800697 0.42956909 0.42589475
 0.42651006 0.42467056 0.42562333 0.42953832 0.42772809 0.42680789
 0.42759238 0.42680112 0.42401054 0.42707521 0.42688447 0.42463638
 0.41925414 0.4152654  0.41188302 0.41349028 0.41238629 0.41441708
 0.4145804  0.41718209 0.4175107  0.41747769 0.41669376 0.4152949
 0.41670862 0.41864435 0.41710915 0.41600926 0.41678023 0.41852254
 0.41927328 0.41933556 0.41507974 0.41423927 0.41313985 0.41318513
 0.4101363  0.40824785 0.40407207 0.40414291 0.40189007 0.40246551
 0.40335661 0.40456392 0.40440649 0.40459396 0.40486295 0.40307927
 0.4028001  0.40247466 0.40348248 0.40313068 0.40220713 0.40323852
 0.40132787 0.40253129 0.40097841 0.39941351 0.40063351 0.39974732
 0.39917641 0.40044388 0.39898143 0.39631895 0.39630238]",auditory,searching
