method,dim_embedding,m,std,modality,signal
random,16,"[0.         0.01460043 0.01489445 0.01527055 0.01563372 0.01588387
 0.01622431 0.01653211 0.0169739  0.01716149 0.0172606  0.01728783
 0.01740027 0.01753468 0.01777508 0.01805343 0.01842923 0.0187116
 0.01927247 0.01942235 0.01967308 0.01967753 0.02005949 0.02027747
 0.02058163 0.02080482 0.02106549 0.02146192 0.02169563 0.02210473
 0.02251269 0.02256561 0.02282886 0.02318098 0.02305043 0.0236044
 0.02379224 0.02407238 0.02447886 0.02486232 0.02531058 0.02563454
 0.02592867 0.02588309 0.02605537 0.02654787 0.02665736 0.02692682
 0.02714793 0.02720471 0.02751354 0.02818072 0.02860153 0.02885394
 0.02914328 0.0294982  0.02981623 0.03008775 0.03044325 0.03082888
 0.03092268 0.03119758 0.03156113 0.03203607 0.03251335 0.03297255
 0.03334121 0.03350753 0.03394563 0.03413732 0.03456305 0.03485854
 0.03541494 0.03581267 0.03628413 0.03649476 0.03695228 0.03724838
 0.03770411 0.03789719 0.0380879  0.0382163  0.0386044  0.03921129
 0.03947057 0.03954188 0.03984004 0.04027958 0.04040814 0.04079304
 0.04112505 0.04159615 0.04163151 0.04194611 0.04245738 0.04287781
 0.04338651 0.04376572 0.04383087 0.0441367  0.04469709]","[0.         0.30013819 0.30006484 0.29983788 0.29952491 0.29893844
 0.29889814 0.29862098 0.29839605 0.2978167  0.29746345 0.2973982
 0.2970078  0.29665631 0.29652561 0.29623421 0.29575792 0.29522945
 0.29505706 0.29430315 0.29375888 0.29364289 0.29334648 0.29289603
 0.29267182 0.2921542  0.29204556 0.29182378 0.29129751 0.29118013
 0.29107272 0.2907994  0.29040162 0.28988745 0.28923177 0.28895932
 0.28856721 0.28815542 0.28777358 0.2875544  0.28730793 0.28689696
 0.28635281 0.28573606 0.28537768 0.28510827 0.2851685  0.28491151
 0.28441269 0.28404199 0.28365036 0.28336392 0.28302685 0.28258255
 0.28217291 0.28172985 0.28147875 0.28114401 0.28083883 0.28050457
 0.28002034 0.27961293 0.27912947 0.27896357 0.27818918 0.27775855
 0.27726034 0.27671733 0.27635208 0.27604989 0.27543047 0.27487653
 0.27442514 0.27383147 0.27339747 0.27297762 0.27252622 0.272219
 0.2717821  0.27133092 0.27109442 0.27070691 0.26998359 0.26930027
 0.26880851 0.26836354 0.26812395 0.26762517 0.26709413 0.26646566
 0.26608355 0.26561357 0.26499351 0.26469655 0.2641684  0.26395211
 0.2636359  0.26331446 0.26283739 0.26224645 0.26179251]",auditory,idle
autoencoder,16,"[0.         0.07453523 0.11766917 0.14615536 0.16994847 0.18945925
 0.20814045 0.21092221 0.21468697 0.24803489 0.25597941 0.25988852
 0.25639452 0.25754005 0.2679758  0.27129042 0.27736458 0.28143348
 0.28916775 0.28673012 0.29131472 0.29184822 0.30215852 0.31155376
 0.31586187 0.32012967 0.3197397  0.32562277 0.32856568 0.33034685
 0.33211606 0.32944552 0.33257617 0.33265437 0.33089676 0.33024428
 0.33136754 0.33104725 0.33355895 0.3340264  0.33693163 0.33778063
 0.34055639 0.34095068 0.34114552 0.34029792 0.33914693 0.33863445
 0.33808826 0.34091909 0.34150825 0.34237903 0.34488962 0.34481977
 0.3454849  0.34717266 0.34652159 0.34702875 0.34720726 0.34930847
 0.35006395 0.35072251 0.34983364 0.34957388 0.35038256 0.35071012
 0.35104162 0.35320374 0.35488591 0.35459508 0.35492257 0.35490097
 0.3547603  0.35413754 0.35355108 0.35358908 0.35513274 0.35393743
 0.35316079 0.35352729 0.35264907 0.35313435 0.35417279 0.35341048
 0.35384729 0.35374331 0.35418091 0.35372735 0.3541349  0.35460056
 0.35498448 0.35471983 0.35526574 0.35474385 0.35352145 0.35343367
 0.35328548 0.35242713 0.35168393 0.35209917 0.35149244]","[0.         0.30977565 0.34182613 0.35052509 0.35638666 0.35697902
 0.34162279 0.33682128 0.33234097 0.31644586 0.31211594 0.30610969
 0.3095056  0.30726328 0.29367667 0.2942671  0.28968596 0.28723155
 0.27998922 0.28473306 0.27391239 0.27516784 0.27393147 0.26711418
 0.26476612 0.25937835 0.26050791 0.25593444 0.25348385 0.25340072
 0.24821832 0.24863678 0.24785353 0.2481665  0.24902083 0.25255166
 0.25416801 0.25246656 0.2501738  0.24825878 0.24821001 0.24742424
 0.24581721 0.24406467 0.24342227 0.24121742 0.24178052 0.24074637
 0.23752127 0.23441827 0.23515908 0.23547857 0.23260216 0.23465325
 0.23425415 0.23206563 0.23188068 0.23123412 0.23184545 0.23141659
 0.23071823 0.23042638 0.23169734 0.2327054  0.23411206 0.23503111
 0.23485577 0.23464054 0.23311892 0.23327708 0.23259192 0.23237294
 0.23245733 0.23356254 0.23374045 0.23446253 0.23494045 0.23445271
 0.23531487 0.23663054 0.23650891 0.2363415  0.23535486 0.23571577
 0.23568544 0.23535533 0.23472647 0.23428892 0.23256074 0.23276409
 0.23264906 0.23248011 0.23175449 0.23168141 0.23208297 0.23227118
 0.2324596  0.23243877 0.23265081 0.23197048 0.23207219]",kinetic,idle
autoencoder,16,"[0.         0.06407733 0.10162995 0.12249161 0.12985541 0.13534546
 0.12862222 0.12832988 0.13037013 0.12655073 0.12134926 0.12513716
 0.12524497 0.11776754 0.12884062 0.12884208 0.12333556 0.12485849
 0.13050645 0.12735134 0.12223793 0.12487279 0.13029213 0.13506
 0.12743135 0.12946286 0.13350988 0.12395465 0.12660446 0.11993548
 0.11976488 0.12508436 0.12279866 0.12370246 0.12389378 0.12217845
 0.12115506 0.12116457 0.12438889 0.12460295 0.12648238 0.12187363
 0.11881602 0.11826792 0.11878608 0.108819   0.11285233 0.11403659
 0.11541414 0.11344398 0.11618462 0.11237315 0.11317549 0.11344764
 0.11451974 0.11176296 0.11947797 0.1149423  0.10792533 0.10700883
 0.10788468 0.10851801 0.11075174 0.10973926 0.10816176 0.10944606
 0.11215833 0.11449047 0.11704739 0.11536007 0.11440163 0.11724376
 0.11671129 0.11814323 0.11376255 0.11112837 0.11245575 0.1140213
 0.11801779 0.11561883 0.11224065 0.10990259 0.10817667 0.11369217
 0.11233422 0.1145557  0.11375995 0.11838633 0.1217203  0.11901766
 0.11964797 0.11971199 0.11817724 0.11615786 0.11213589 0.11469582
 0.11594963 0.11705132 0.12086908 0.11994721 0.11979594]","[0.         0.38914761 0.38464184 0.36859938 0.35472399 0.33161332
 0.32138213 0.30876535 0.29799654 0.29272782 0.2799291  0.26494411
 0.25846329 0.24756591 0.2385843  0.23392355 0.22703918 0.21942984
 0.22250824 0.22699921 0.22553116 0.22042412 0.21350674 0.21087019
 0.21014707 0.20859142 0.20440783 0.20365195 0.19979562 0.19384496
 0.19589594 0.19281192 0.18938743 0.18753601 0.18450133 0.17852049
 0.18247792 0.1842908  0.18611694 0.18940835 0.18708215 0.1850403
 0.18503183 0.18404572 0.18441942 0.18464293 0.18388916 0.17875717
 0.17754514 0.17629225 0.1785507  0.17914265 0.17633226 0.17546957
 0.17341283 0.17141692 0.16699175 0.16766057 0.17127145 0.1706775
 0.16871346 0.16939128 0.16978125 0.16861779 0.16886914 0.16686389
 0.16876256 0.166886   0.16811696 0.16475626 0.16614406 0.16704521
 0.16704303 0.16562149 0.16437842 0.16472697 0.16680601 0.16743334
 0.17130309 0.16987894 0.16870391 0.16813495 0.17066459 0.16880254
 0.16799137 0.16687581 0.16821614 0.17036738 0.16822052 0.17004271
 0.17054075 0.16749182 0.1699453  0.1690222  0.16944273 0.16961081
 0.17105896 0.17105536 0.17237344 0.17305512 0.17238802]",visual,idle
autoencoder,16,"[0.         0.13395598 0.17526487 0.2299994  0.27386877 0.31020159
 0.3249628  0.33736547 0.32875431 0.3429398  0.34940786 0.35661805
 0.35535256 0.35233997 0.35764156 0.3615258  0.36756081 0.36439836
 0.36791212 0.36640264 0.37345905 0.37149669 0.36595836 0.36492314
 0.36886149 0.37455424 0.37145291 0.3738658  0.37474923 0.37281969
 0.3712344  0.37472462 0.37014677 0.37129291 0.37112788 0.36762579
 0.36723421 0.36467219 0.36179656 0.3558797  0.35715051 0.35556933
 0.3554828  0.35339655 0.35451459 0.35145662 0.35030479 0.35093625
 0.350157   0.35060372 0.34786299 0.34700865 0.34625205 0.34632996
 0.34775106 0.3487817  0.35030472 0.34867144 0.34778741 0.34704801
 0.34502703 0.34330489 0.34245743 0.34219811 0.34024238 0.34052664
 0.3381865  0.3375427  0.33784651 0.3383094  0.33696099 0.33555243
 0.33425781 0.33382764 0.3331714  0.33125302 0.3294973  0.32778874
 0.32650729 0.32484745 0.32344309 0.32224183 0.32259197 0.32243862
 0.32073446 0.32052784 0.32017246 0.31896784 0.3168771  0.31512062
 0.31397705 0.31569831 0.31542158 0.3125765  0.31084804 0.30989895
 0.30915334 0.30865713 0.3057401  0.30430705 0.30481108]","[0.         0.47576257 0.4550097  0.44726335 0.42255769 0.39820463
 0.38908501 0.37756508 0.37084511 0.35305993 0.34470251 0.34074399
 0.33606496 0.3371717  0.33187974 0.31981102 0.31796686 0.31285943
 0.30776299 0.30534597 0.30088036 0.28808315 0.28802233 0.28142077
 0.27125366 0.25727053 0.25704719 0.26004009 0.25642591 0.25450166
 0.25159541 0.24879306 0.24713917 0.2447932  0.24367015 0.24345992
 0.24088867 0.23783331 0.23575301 0.23535774 0.23514462 0.23383494
 0.23177257 0.23415857 0.23446388 0.23223622 0.23165046 0.23064378
 0.22910921 0.22668595 0.22727574 0.22639719 0.22748172 0.22621554
 0.22593718 0.22545875 0.22418768 0.22532038 0.22269474 0.22358668
 0.22418431 0.22284283 0.22233585 0.22171083 0.22062714 0.22073866
 0.22111013 0.21828827 0.21597496 0.21525639 0.21498322 0.21425929
 0.21262608 0.21322145 0.21271904 0.21096957 0.21003507 0.20774502
 0.20564083 0.20372948 0.20266554 0.20196501 0.20122712 0.20088556
 0.20208126 0.20129037 0.20057587 0.19872676 0.19807808 0.19943078
 0.20017697 0.19938489 0.19918775 0.19827631 0.19836333 0.19761434
 0.19684789 0.19561054 0.19514048 0.19398392 0.19343526]",auditory,idle
contrastive,32,"[0.         0.04654215 0.06485168 0.07590737 0.08438287 0.10893171
 0.12737704 0.13294758 0.1385063  0.144479   0.15312792 0.16596701
 0.16216683 0.16855871 0.17320002 0.18066261 0.1869957  0.18826707
 0.18884907 0.19279074 0.18989234 0.19296577 0.19318176 0.19995434
 0.2007419  0.19777102 0.19970716 0.20412733 0.20700632 0.21086254
 0.21178318 0.21792982 0.21960225 0.2218353  0.22526964 0.22523758
 0.22279087 0.22668098 0.22868753 0.22944984 0.23099341 0.23170822
 0.23417701 0.23478933 0.2374097  0.23848838 0.24160874 0.24475875
 0.24599699 0.24606615 0.24678204 0.24743839 0.24668586 0.24921281
 0.25106292 0.25089427 0.25015155 0.24782456 0.24637191 0.24745756
 0.24784841 0.24728911 0.24671697 0.24760605 0.24780552 0.24741566
 0.24812354 0.248715   0.24775938 0.2479056  0.24904276 0.25000628
 0.24979757 0.24984555 0.24860391 0.24822748 0.24831409 0.24829608
 0.247576   0.24701443 0.24648279 0.24710494 0.24688971 0.24630414
 0.24512427 0.2433757  0.24330212 0.24273057 0.24241268 0.24185443
 0.24204634 0.2419763  0.24254221 0.24244133 0.24235763 0.24139192
 0.24020224 0.23974578 0.23912093 0.23891148 0.23847164]","[0.         0.30611967 0.3254864  0.34703301 0.3373762  0.32142066
 0.327986   0.32620127 0.33293595 0.33391685 0.33158834 0.32144429
 0.32025464 0.31309321 0.31060756 0.3100991  0.3021489  0.30329909
 0.30282874 0.30497552 0.30328183 0.30495779 0.30643088 0.30305361
 0.30527904 0.30541394 0.30358668 0.30288731 0.30533287 0.30503017
 0.30161646 0.29718885 0.29530385 0.29394588 0.29358744 0.29417709
 0.29253271 0.29052741 0.28823762 0.28592413 0.2853041  0.28412889
 0.28539053 0.28442016 0.28500554 0.28410146 0.28324477 0.28326351
 0.28404943 0.28472478 0.28248712 0.2837529  0.28402322 0.28517666
 0.2857147  0.28614481 0.28538682 0.28559529 0.28660573 0.28825199
 0.28916854 0.28773326 0.2865121  0.28552493 0.28407074 0.28467692
 0.28340999 0.28262846 0.28204302 0.28227338 0.28123318 0.28153584
 0.28181701 0.2817759  0.28277315 0.28310046 0.28195717 0.28243468
 0.28135816 0.28095501 0.28112361 0.28039236 0.28044678 0.281087
 0.28109972 0.28114965 0.28088695 0.28080444 0.27938126 0.27896428
 0.279673   0.28043318 0.28102067 0.28084958 0.28124378 0.28066391
 0.28137865 0.2816947  0.28226859 0.28246803 0.28245006]",kinetic,idle
contrastive,32,"[0.         0.0816577  0.10921924 0.13754941 0.15912643 0.17658765
 0.19555433 0.21248904 0.22318193 0.23221353 0.24587703 0.25642555
 0.25445842 0.25393536 0.25784979 0.25865457 0.25830521 0.25567788
 0.26146375 0.26150332 0.26992735 0.27293089 0.27419739 0.27624428
 0.2744741  0.28219508 0.28265478 0.28681967 0.28950364 0.28882351
 0.29003581 0.29082009 0.29430522 0.30167294 0.30066957 0.30507616
 0.30871552 0.30822472 0.30996476 0.30823521 0.30817269 0.30621129
 0.30599612 0.30757359 0.30928811 0.30868706 0.30818355 0.30961755
 0.3102108  0.30943374 0.31023412 0.31072598 0.31205092 0.31087157
 0.3083251  0.30864544 0.30801602 0.30735507 0.30785652 0.30889165
 0.30882215 0.30856593 0.3106879  0.31362469 0.31427314 0.31470139
 0.31406254 0.31354572 0.31545322 0.31650168 0.3168596  0.31667651
 0.31550446 0.31507856 0.31504835 0.31395087 0.31504024 0.31398541
 0.31388193 0.31362633 0.31344211 0.31361737 0.31422453 0.31519104
 0.31664507 0.3164652  0.31699351 0.31586639 0.31595308 0.31520969
 0.31372969 0.3129482  0.31323578 0.3127254  0.31332597 0.31459401
 0.31361418 0.31337029 0.31385968 0.31441144 0.31368533]","[0.         0.35727699 0.3463564  0.34225496 0.33855559 0.32390168
 0.32529605 0.31426939 0.30713601 0.29296646 0.28792308 0.27835694
 0.27435781 0.28113729 0.27073417 0.26835753 0.2674352  0.27288422
 0.26588319 0.26359801 0.26256397 0.25971887 0.26034427 0.2563069
 0.25794553 0.25444175 0.25772669 0.25783561 0.25574835 0.2574763
 0.25700121 0.25513791 0.25210303 0.24888468 0.25030351 0.24661012
 0.24775917 0.24863346 0.24998311 0.25116548 0.25401985 0.25329871
 0.2558068  0.25308835 0.25284094 0.25508007 0.25753808 0.25594411
 0.25227173 0.25046416 0.2487281  0.24672641 0.24605664 0.25016205
 0.25196811 0.25226447 0.25177383 0.25265238 0.25334272 0.25614445
 0.25808454 0.25819462 0.25694063 0.25599427 0.25727448 0.25649069
 0.2561771  0.25581926 0.25657214 0.25604295 0.25604433 0.25589913
 0.25654025 0.25835612 0.258301   0.25800945 0.25696658 0.25738375
 0.2578551  0.25718266 0.2576413  0.25770587 0.2563051  0.25591982
 0.25402702 0.25195733 0.25121569 0.25045757 0.2494486  0.2505207
 0.25004519 0.25121681 0.25188856 0.25179852 0.25195697 0.25259511
 0.2525605  0.2547962  0.25273082 0.25253835 0.25179436]",visual,idle
contrastive,32,"[0.         0.01194219 0.02829105 0.05746129 0.05534486 0.08084854
 0.09986906 0.11030814 0.10796955 0.10095709 0.09916559 0.1025322
 0.10266511 0.10616858 0.11000183 0.1169324  0.11993839 0.10985866
 0.11226354 0.11916247 0.11632052 0.11496376 0.11136428 0.11192016
 0.10650414 0.1059383  0.10684346 0.10643272 0.11057959 0.10855954
 0.10908653 0.11232815 0.11052778 0.11067286 0.11401913 0.11635325
 0.11795764 0.11801425 0.11529938 0.11751954 0.12143    0.12086327
 0.12048773 0.12158492 0.11860138 0.11869433 0.11839271 0.11633098
 0.11919754 0.12337255 0.12421869 0.12478074 0.12445486 0.12555252
 0.12740946 0.1276673  0.12551296 0.12866342 0.12846831 0.12864173
 0.12774226 0.12927314 0.12937493 0.1310587  0.12969132 0.12928281
 0.12889905 0.12895999 0.12960644 0.12827197 0.12984717 0.13039605
 0.13004223 0.13302473 0.13375183 0.13374238 0.13515602 0.13516535
 0.13466983 0.13539282 0.1348268  0.13548903 0.13503125 0.13587828
 0.13596083 0.13696911 0.13660807 0.13662379 0.13548681 0.13497803
 0.13192929 0.13196008 0.13378524 0.13420179 0.13526581 0.1356952
 0.13498032 0.13555586 0.13595162 0.13669076 0.1373999 ]","[0.         0.21013426 0.25642939 0.29580178 0.31892366 0.3366636
 0.35193982 0.36071845 0.36933893 0.37310382 0.37843166 0.38921394
 0.39337806 0.39998619 0.40637115 0.41542073 0.41664884 0.41487997
 0.42438804 0.42401733 0.4232886  0.42361273 0.42364827 0.42886285
 0.43094516 0.43238893 0.43285118 0.43322097 0.43308708 0.43642198
 0.43544649 0.43431045 0.43782105 0.43974096 0.43930525 0.44167052
 0.44224773 0.44147247 0.44144357 0.43987264 0.44307753 0.44402442
 0.44677045 0.44475181 0.44367633 0.44638405 0.44655987 0.44872496
 0.44850287 0.44932915 0.45214886 0.45448918 0.45590783 0.45794271
 0.45714362 0.45882903 0.45908844 0.45834245 0.46039251 0.4603095
 0.45943739 0.46038958 0.45951903 0.4617129  0.46118621 0.46104179
 0.46027002 0.46009618 0.4599233  0.46051189 0.4608859  0.46117938
 0.45898342 0.45830691 0.45908168 0.45771064 0.45911778 0.46011558
 0.46092367 0.46091111 0.46332719 0.46355353 0.46355595 0.4627111
 0.46187234 0.46229149 0.46327862 0.46253662 0.46275947 0.46206887
 0.46142272 0.46107059 0.46038038 0.46148601 0.46161849 0.46092649
 0.46131696 0.46174002 0.46140543 0.4613538  0.46247217]",auditory,idle
contrastive+autoencoder,32,"[0.         0.07360681 0.11492969 0.14801776 0.17110293 0.17723657
 0.17362412 0.18215846 0.18458893 0.1894497  0.19203341 0.18835563
 0.1962906  0.20353017 0.21321979 0.21182684 0.21355938 0.22006544
 0.23191243 0.23850372 0.24275936 0.24230705 0.24123248 0.24215997
 0.24511078 0.24489    0.2487841  0.25170896 0.25444369 0.25548366
 0.25446318 0.25795964 0.25518951 0.25637845 0.25858702 0.25865208
 0.26008142 0.26148577 0.2599135  0.26032737 0.25969271 0.25973842
 0.2569195  0.26298291 0.2643258  0.26735993 0.26773562 0.26872241
 0.26965123 0.27089359 0.26918857 0.26984162 0.27142344 0.27338538
 0.27367483 0.27372284 0.27364389 0.27176675 0.26953475 0.26943595
 0.27040776 0.27146478 0.27253347 0.27228481 0.27254402 0.27400505
 0.27320016 0.27238172 0.2719858  0.27039217 0.27125586 0.27148714
 0.27075029 0.27139809 0.27089167 0.27189634 0.27181735 0.27109655
 0.26921461 0.26963978 0.27123846 0.27126582 0.26902553 0.2689956
 0.26871377 0.26867223 0.26945725 0.26780626 0.26692064 0.26740079
 0.26751501 0.26808092 0.26695238 0.26653279 0.26651569 0.26567659
 0.26590574 0.26623463 0.26647373 0.26568447 0.2651647 ]","[0.         0.29345318 0.30147126 0.3189107  0.30754693 0.30520468
 0.30238136 0.29363101 0.2869579  0.28929459 0.29517824 0.29152826
 0.2840002  0.27337383 0.27713591 0.27587001 0.2645634  0.258943
 0.25221914 0.24712589 0.24879311 0.25079704 0.2486804  0.25041735
 0.24725204 0.24550227 0.24087217 0.23537004 0.23352797 0.22873192
 0.22830909 0.22914447 0.23343161 0.23260648 0.23118963 0.23219785
 0.2301114  0.23119846 0.2304413  0.23076189 0.23087891 0.2292881
 0.22778561 0.22402591 0.22444964 0.22406268 0.22030171 0.21972293
 0.22095199 0.21950243 0.21852738 0.218586   0.21820658 0.21820109
 0.21778268 0.21704302 0.21616773 0.21662371 0.21718856 0.2144851
 0.21382663 0.21277542 0.21193884 0.21104993 0.21207087 0.21320301
 0.21271126 0.21286523 0.21259555 0.21215964 0.21204289 0.21276029
 0.2139301  0.21394479 0.21405324 0.21323684 0.21302026 0.21275939
 0.21219595 0.21114755 0.21024384 0.20980899 0.21066512 0.21045341
 0.21132654 0.21028518 0.21009947 0.21072922 0.20977536 0.20964553
 0.20971707 0.20991175 0.21043987 0.21137839 0.21034245 0.20985842
 0.21097483 0.21056831 0.21022558 0.21010673 0.21057264]",kinetic,idle
contrastive+autoencoder,32,"[0.         0.09026524 0.12093362 0.15031726 0.15976347 0.18322116
 0.19669791 0.20604764 0.22153084 0.23496503 0.24798608 0.26357672
 0.26493904 0.26949305 0.27500244 0.27412454 0.27344683 0.28485264
 0.29029237 0.29590331 0.30033603 0.30375914 0.307806   0.3120373
 0.30945411 0.31327292 0.3220416  0.32933645 0.33458046 0.33695538
 0.34063776 0.34211171 0.34639668 0.34622021 0.34808374 0.35221075
 0.35279331 0.3550379  0.35662583 0.35974651 0.36258237 0.36541895
 0.36608699 0.36679191 0.36656563 0.36969666 0.3736096  0.37295398
 0.37234383 0.37200546 0.37426292 0.37858645 0.37808532 0.37863164
 0.38083011 0.38331102 0.38511967 0.38339689 0.38331242 0.38771117
 0.38776966 0.38915523 0.38895161 0.3894159  0.39112313 0.3920595
 0.39106965 0.39088139 0.38963606 0.39024463 0.38981411 0.38895189
 0.39008708 0.38945195 0.38950476 0.38879039 0.38848257 0.38842854
 0.38844499 0.38944224 0.38791744 0.38938449 0.38935907 0.38936742
 0.38745445 0.38617553 0.38397378 0.38224185 0.38233465 0.38309956
 0.38192991 0.38263623 0.38152097 0.37962076 0.37905495 0.37764692
 0.37644453 0.37625827 0.37570127 0.37438099 0.3722554 ]","[0.         0.36022263 0.36913473 0.36081328 0.34607958 0.34190974
 0.33105371 0.31045654 0.31735878 0.31003245 0.3061335  0.30264921
 0.30323365 0.30260708 0.30051501 0.30090298 0.29577136 0.29223783
 0.28915601 0.28595168 0.28132351 0.28053589 0.27686483 0.27345323
 0.27035669 0.26960713 0.26539654 0.26316679 0.26267464 0.26002407
 0.26072834 0.25923254 0.25889767 0.25655834 0.25617743 0.25203193
 0.25104373 0.2496873  0.24503011 0.23963236 0.23994324 0.23399904
 0.23397178 0.23371309 0.23286105 0.23187535 0.2280085  0.22594703
 0.22688997 0.22515463 0.22302926 0.22023076 0.21946198 0.21763509
 0.21633635 0.21730755 0.21556406 0.21549083 0.21569039 0.21265442
 0.21204985 0.2111917  0.20979133 0.20881433 0.20706646 0.20532695
 0.20493645 0.20534038 0.20489535 0.20559335 0.20591576 0.20605502
 0.20619702 0.2067994  0.20824694 0.20797423 0.20848489 0.20861897
 0.2073163  0.20682449 0.205953   0.20523035 0.20423503 0.20362019
 0.20443582 0.20469071 0.20518575 0.20389395 0.20416847 0.20318958
 0.20338413 0.20134909 0.20035407 0.20149053 0.20145377 0.2020525
 0.2040868  0.20387781 0.20456967 0.205284   0.20557481]",visual,idle
contrastive+autoencoder,32,"[0.         0.00164112 0.04874333 0.06011314 0.0713528  0.0921256
 0.09849639 0.09205951 0.09055256 0.1022057  0.1075178  0.10088235
 0.1070351  0.10859155 0.11427309 0.1207824  0.11821145 0.11950793
 0.12568501 0.13407338 0.13691881 0.14421903 0.14919265 0.15198567
 0.14662896 0.14999228 0.15190121 0.15030625 0.15268674 0.15314354
 0.1544907  0.15006397 0.14994729 0.15372535 0.15464865 0.15745212
 0.15884455 0.16537185 0.16468615 0.16771825 0.17001772 0.17198987
 0.17235057 0.17349826 0.17592274 0.17802261 0.17837878 0.18218631
 0.18214721 0.18320167 0.18512782 0.1871847  0.18947635 0.18828669
 0.18895149 0.19057445 0.19504924 0.19601294 0.19470044 0.19657453
 0.1976926  0.19908261 0.19855187 0.19804715 0.20145374 0.2044912
 0.2047466  0.20472502 0.20402787 0.20265295 0.20197839 0.201811
 0.20305606 0.2026197  0.20168573 0.2007589  0.2000161  0.19932403
 0.19976985 0.19974395 0.2009855  0.20053947 0.20161283 0.20209254
 0.2038619  0.20519968 0.20484277 0.20567657 0.20534957 0.20508891
 0.20386363 0.20485894 0.20494462 0.20400213 0.20419573 0.20337533
 0.2040151  0.20320002 0.20190261 0.20241085 0.2016144 ]","[0.         0.27163317 0.3161415  0.34502045 0.34602767 0.35972635
 0.35877218 0.36769298 0.37159015 0.37191592 0.37025254 0.37606202
 0.37361348 0.38507397 0.38099416 0.38156943 0.39204159 0.39004657
 0.39615301 0.39349919 0.39245531 0.39409107 0.39546616 0.39686686
 0.39191132 0.39330545 0.39209062 0.39677012 0.39455378 0.39496401
 0.39599006 0.39413321 0.39689507 0.39341429 0.39377246 0.39529027
 0.39548789 0.39609106 0.3951029  0.39356646 0.3911658  0.38894166
 0.38835607 0.38851455 0.38813107 0.38781455 0.38953478 0.39203986
 0.39184623 0.39209869 0.38967677 0.38822014 0.38574896 0.38393691
 0.38459875 0.38444526 0.38344847 0.38365691 0.382277   0.38414746
 0.38357625 0.38361061 0.38247644 0.38239848 0.38315582 0.38391004
 0.38172041 0.38164892 0.38112658 0.38214569 0.37995729 0.37940569
 0.38023371 0.38165057 0.38196296 0.38103505 0.38058873 0.37999509
 0.38041071 0.38017232 0.38026805 0.38105188 0.38052598 0.38122548
 0.38076911 0.3813811  0.38006123 0.38088501 0.38069387 0.38099838
 0.38112561 0.38084795 0.38076451 0.37974149 0.38030809 0.38037533
 0.3809557  0.38125176 0.381169   0.38042134 0.3797154 ]",auditory,idle
