method,dim_embedding,m,std,modality,signal,pid
pretrained,8,"[0.         0.15328862 0.16300524 0.1945513  0.24883837 0.24380994
 0.24224703 0.27603323 0.30618596 0.2658119  0.2891532  0.26561709
 0.31085123 0.29420914 0.29727584 0.25184081 0.28562913 0.29199972
 0.30665442 0.29374584 0.28152144 0.27619507 0.26993665 0.27591026
 0.26223587 0.24536826 0.23852306 0.2140436  0.21303129 0.19886791
 0.1869094  0.19755299 0.18876873 0.19773609 0.18649644 0.19264898
 0.20294121 0.22112947 0.219602   0.21923609 0.21332653 0.22366782
 0.21463338 0.20745224 0.21356174 0.21402137 0.21285946 0.21155574
 0.22554599 0.21919115 0.22113553 0.21843109 0.2065429  0.21707943
 0.22028614 0.21924199 0.22383663 0.20544942 0.18794323 0.17937783
 0.18259787 0.19135018 0.17883506 0.17917099 0.16833911 0.15027374
 0.1434957  0.14405184 0.16104658 0.16237631 0.15147191 0.14030635
 0.14650052 0.14938492 0.1309957  0.1264006  0.12743474 0.12753138
 0.11931876 0.12215103 0.12067014 0.1317281  0.11733799 0.11808458
 0.1175655  0.10857242 0.0980758  0.07898956 0.07966317 0.0821917
 0.08863004 0.0836205  0.0910242  0.09246801 0.08285602 0.08163081
 0.08520899 0.07996654 0.07240207 0.06921993 0.06898315]","[0.         0.2533939  0.26158911 0.27708299 0.2818304  0.29168772
 0.27479277 0.28692047 0.22403425 0.22601596 0.2556932  0.31989062
 0.30092386 0.30797344 0.27615136 0.26150276 0.22513908 0.24653934
 0.20831328 0.22481382 0.2427457  0.25559979 0.25689865 0.24745126
 0.24689356 0.24900526 0.23521414 0.24584611 0.26108688 0.26100877
 0.28540264 0.26548594 0.26601106 0.27101991 0.26364081 0.26166503
 0.27634666 0.26218783 0.25667656 0.26523158 0.2612888  0.24385333
 0.23675573 0.24974924 0.25225139 0.25929572 0.24971906 0.25072488
 0.24446554 0.23847328 0.24526553 0.24953315 0.24253167 0.24746512
 0.24465987 0.24899908 0.24111743 0.24201025 0.23718268 0.23066914
 0.23604536 0.24075762 0.24260002 0.22769846 0.21374223 0.22062848
 0.20074444 0.20414308 0.20555724 0.22041868 0.21090403 0.21549979
 0.21842857 0.21685166 0.21845882 0.21948927 0.22175745 0.20838548
 0.20501396 0.20971126 0.2048364  0.20376781 0.20401407 0.19809434
 0.1891966  0.19650169 0.19766704 0.20495918 0.20874739 0.21422451
 0.21520577 0.21014483 0.21912599 0.22945884 0.22366412 0.22134241
 0.22832229 0.23065778 0.22738022 0.22833596 0.21956931]",kinetic,has_item,12
pretrained,8,"[0.         0.12157685 0.17957905 0.18312553 0.22262572 0.2105135
 0.21456352 0.23196938 0.22187637 0.18444407 0.19337669 0.18308661
 0.1871883  0.20823014 0.21036111 0.19411253 0.19853981 0.21489735
 0.23104779 0.22059341 0.21437262 0.22211977 0.21542526 0.21897283
 0.2059076  0.19406338 0.1835728  0.17291274 0.16674763 0.16581343
 0.15875177 0.15923875 0.15073841 0.15469398 0.14407172 0.14236051
 0.14575413 0.15640613 0.15593243 0.16410978 0.15394752 0.16187088
 0.16259554 0.15624425 0.1538349  0.15461447 0.15289898 0.15150853
 0.15703897 0.15809802 0.15467871 0.15377301 0.1420393  0.14256345
 0.14319725 0.13993828 0.13964631 0.12646804 0.11865545 0.11406584
 0.11193844 0.11646031 0.11466438 0.11160167 0.10573402 0.09681839
 0.09843871 0.0990785  0.1076837  0.10480688 0.10094688 0.09822569
 0.10187329 0.10205675 0.09876203 0.09049399 0.08554651 0.08404312
 0.0773698  0.07916901 0.08065994 0.08701229 0.07884389 0.08327764
 0.08300512 0.07478959 0.06747748 0.05949481 0.06075927 0.05577801
 0.05989061 0.05569959 0.05716532 0.06072154 0.05493482 0.05282961
 0.05076372 0.04798279 0.04256897 0.04026942 0.04022209]","[0.         0.32064531 0.30685175 0.35057562 0.33510475 0.34333071
 0.31079464 0.30783368 0.28407791 0.30366804 0.31828013 0.31820404
 0.33736593 0.32989513 0.30067267 0.28782595 0.28300928 0.29633432
 0.25889753 0.27351071 0.26649734 0.26433095 0.25405532 0.247184
 0.24446181 0.24378646 0.22613742 0.2325105  0.24298378 0.24496944
 0.25076746 0.24574841 0.23582024 0.23396691 0.22609084 0.22084253
 0.23380649 0.22583314 0.21900382 0.22361893 0.21787912 0.20624131
 0.19635581 0.20547396 0.20545991 0.21213547 0.20356111 0.20166939
 0.20279983 0.19627201 0.20386707 0.20494719 0.20148457 0.2074528
 0.20699082 0.20933302 0.2104038  0.20733391 0.19910217 0.19365557
 0.20130569 0.20287579 0.19839932 0.19085079 0.18187072 0.18199727
 0.16788488 0.17019378 0.17475646 0.18547614 0.17807566 0.17988857
 0.18263222 0.18160363 0.17686253 0.17634553 0.18093446 0.17421677
 0.17063583 0.17313272 0.16622772 0.16563252 0.16271275 0.15977777
 0.15590359 0.1598541  0.16143721 0.16331908 0.16408945 0.16799703
 0.17109062 0.16740477 0.17186595 0.17705156 0.17349999 0.17082546
 0.17589222 0.17714089 0.17453679 0.17421432 0.16887078]",kinetic,idle,30
pretrained,8,"[0.         0.09383569 0.13683997 0.17940196 0.22725162 0.2340101
 0.22137549 0.22357268 0.21146463 0.18784909 0.18490839 0.18655725
 0.1899315  0.19414041 0.20216968 0.18682483 0.17891703 0.1781101
 0.18728742 0.17845241 0.16917128 0.17539747 0.17418705 0.17318622
 0.15930162 0.14683045 0.14203548 0.14431683 0.13968785 0.14413436
 0.13558341 0.12759244 0.12083497 0.11862049 0.11646588 0.11324939
 0.11264607 0.1221681  0.12107332 0.1216004  0.11567083 0.12062321
 0.12997318 0.12671253 0.12080999 0.11732403 0.11350416 0.11065306
 0.11660511 0.11286815 0.10834243 0.10110847 0.09039565 0.08781637
 0.08956256 0.08964251 0.08633042 0.07151435 0.06779535 0.06644682
 0.06848799 0.06900831 0.06488613 0.06332149 0.0587192  0.05271041
 0.05406876 0.0559119  0.05968235 0.0570455  0.05369725 0.05459974
 0.05628307 0.05519648 0.05429309 0.04907303 0.04666627 0.04208205
 0.03546901 0.03559299 0.0363737  0.0390467  0.03489963 0.03608557
 0.03132916 0.0279884  0.0266817  0.01786061 0.02141408 0.01844333
 0.02128958 0.01772331 0.01982786 0.02147474 0.01939779 0.01930888
 0.01723777 0.01402695 0.01267714 0.00986124 0.01101775]","[0.         0.35749975 0.34719954 0.3470266  0.33966963 0.34810154
 0.32708202 0.2939607  0.27896128 0.27914251 0.28623999 0.29248606
 0.30982241 0.30756748 0.29519494 0.29038725 0.2864421  0.29814077
 0.26902873 0.29110055 0.29322657 0.29007564 0.27195617 0.26813467
 0.26284041 0.264576   0.24713462 0.2418185  0.24567612 0.2424073
 0.2482405  0.24247003 0.23634446 0.2374917  0.22709583 0.22296579
 0.23852402 0.23529671 0.23305325 0.23993502 0.23538312 0.22170309
 0.20200133 0.20517826 0.21002488 0.21440235 0.20743961 0.20535222
 0.20733722 0.20601114 0.20708413 0.21127158 0.20795053 0.21244403
 0.21370343 0.21195362 0.21342206 0.20976517 0.20227603 0.19873564
 0.19801111 0.1998818  0.19607106 0.18964886 0.18318528 0.1805596
 0.1722599  0.17320297 0.17834516 0.18316552 0.17760517 0.17848389
 0.18016336 0.17996671 0.17445116 0.17337804 0.17129979 0.16966832
 0.16633652 0.17088688 0.1675816  0.16906759 0.1655245  0.16569252
 0.16550424 0.16127123 0.15659842 0.15887954 0.15474633 0.15561905
 0.15947797 0.15653231 0.15712753 0.16163087 0.15607697 0.15308418
 0.15662851 0.1576454  0.15381876 0.15519858 0.15112284]",kinetic,has_information,36
pretrained,8,"[0.         0.09986348 0.14382132 0.17435274 0.2311231  0.23438312
 0.22998337 0.2385911  0.23462478 0.21419948 0.20741107 0.2028565
 0.20202544 0.20384442 0.20213618 0.19577473 0.19212315 0.19318405
 0.20217506 0.19244579 0.18529647 0.19341094 0.19659813 0.19591003
 0.19030107 0.18020259 0.17605741 0.17698213 0.17126846 0.17106828
 0.1650591  0.156966   0.14998503 0.15119263 0.1476104  0.14584954
 0.14841875 0.15839587 0.15896332 0.15807627 0.15646828 0.16205585
 0.16792445 0.1665914  0.16037214 0.15633764 0.15406459 0.15318491
 0.15482426 0.14990542 0.14562239 0.14030081 0.13178305 0.12847062
 0.12977638 0.13005781 0.12521268 0.11348368 0.10966474 0.10779981
 0.1098113  0.1108277  0.11111112 0.10966846 0.10576469 0.09781155
 0.09885633 0.09990043 0.10262478 0.10048048 0.09795665 0.10009855
 0.10003265 0.10091709 0.09890787 0.09544097 0.09331437 0.08798337
 0.08183542 0.08130623 0.08122964 0.08477571 0.08024527 0.08141728
 0.07912288 0.07777068 0.07536551 0.06817879 0.06943578 0.06679684
 0.06997553 0.06865044 0.07160927 0.07185149 0.07015228 0.06828339
 0.06731782 0.06503182 0.06420178 0.06138424 0.0624744 ]","[0.         0.35540823 0.34247974 0.35012793 0.33077843 0.34547485
 0.3353336  0.31676751 0.30079041 0.3012533  0.30359066 0.29994883
 0.30751607 0.28961581 0.28833457 0.28906017 0.28553746 0.30139158
 0.27984141 0.29101735 0.29287423 0.29076241 0.27761777 0.27557021
 0.2706699  0.27686522 0.25897228 0.25201636 0.25120977 0.24715804
 0.25745388 0.25430146 0.25214014 0.25555835 0.24670137 0.24531387
 0.25715116 0.2529358  0.25401174 0.25498307 0.25583293 0.24503849
 0.22526473 0.22526168 0.22710114 0.22689152 0.22483179 0.22776331
 0.22234062 0.21767708 0.215467   0.21584368 0.21604365 0.21552966
 0.21310878 0.21031266 0.20954081 0.20596679 0.20022426 0.19705175
 0.19629034 0.19748903 0.19697502 0.19398454 0.1879709  0.18514317
 0.1777862  0.17869135 0.18096956 0.18449257 0.18087264 0.18247659
 0.18225587 0.18335373 0.17719426 0.17685215 0.17576457 0.17378459
 0.17228767 0.17411625 0.17075796 0.17363737 0.17007592 0.17038491
 0.17183803 0.17084838 0.16646318 0.17093846 0.16529405 0.16632379
 0.16864978 0.16850995 0.16913777 0.1712723  0.16741708 0.16549405
 0.16900604 0.17277938 0.17235034 0.17302631 0.16940488]",kinetic,searching,9
pretrained,8,"[0.         0.07086976 0.11448883 0.1385564  0.17205764 0.16508218
 0.15050261 0.16524099 0.16526924 0.15105361 0.14517705 0.14142087
 0.14338377 0.1426103  0.14470854 0.14084598 0.13405059 0.12660068
 0.13016089 0.12473152 0.12245492 0.12595296 0.12887555 0.12863992
 0.12429123 0.11664061 0.11367808 0.11514536 0.11001409 0.11393791
 0.11094955 0.1037219  0.09904784 0.10223283 0.10041163 0.09953504
 0.1052333  0.11384749 0.11500093 0.11518384 0.1163364  0.12073444
 0.12518506 0.12456631 0.1187682  0.11812658 0.11660621 0.11459475
 0.11900595 0.11591921 0.11165035 0.10950069 0.10431951 0.10180465
 0.10296923 0.1035979  0.10089455 0.09257659 0.0898088  0.09178519
 0.09454162 0.09517991 0.09543799 0.09391786 0.09129167 0.08441823
 0.08610791 0.0873698  0.08944805 0.08829401 0.088135   0.09227905
 0.09127667 0.09175164 0.0902183  0.08838241 0.08701845 0.08244696
 0.07718515 0.07727766 0.07831631 0.08016343 0.07635045 0.07804036
 0.07674627 0.07608732 0.07337684 0.06837526 0.0695888  0.06655729
 0.06915376 0.06945782 0.07219309 0.07213219 0.07070456 0.06909787
 0.06759764 0.06511945 0.06466337 0.06285302 0.06326253]","[0.         0.38621759 0.37766093 0.39151324 0.36630479 0.39591017
 0.39090015 0.37292174 0.35560748 0.35116861 0.34727768 0.34245026
 0.34687077 0.331809   0.32158951 0.31404244 0.30395439 0.31698976
 0.30670374 0.31104946 0.30823979 0.30939554 0.30028584 0.29574606
 0.29031908 0.29123101 0.27747141 0.27426125 0.27338141 0.26604657
 0.26892561 0.26478097 0.26098495 0.26147118 0.25279652 0.25116658
 0.25788629 0.25417452 0.2537342  0.25388066 0.25322935 0.24463888
 0.23142414 0.23024164 0.23156776 0.22864273 0.22624486 0.23065799
 0.22396795 0.21842462 0.21724543 0.2136058  0.2133567  0.21145035
 0.20834013 0.20492358 0.20158757 0.1975866  0.19125516 0.18499223
 0.1835914  0.184224   0.18395895 0.1820404  0.17626278 0.17416978
 0.16710198 0.16766546 0.16968882 0.17174354 0.16887208 0.16938669
 0.16947644 0.17075784 0.16554182 0.16516552 0.16446499 0.16294682
 0.16185691 0.16326151 0.16028796 0.16301202 0.16003112 0.1601639
 0.16154273 0.1607692  0.15671848 0.16025372 0.1551558  0.15617121
 0.15814663 0.1576305  0.15798074 0.15959683 0.15600685 0.15471308
 0.15746076 0.16061963 0.16055107 0.16080326 0.15815505]",kinetic,has_item,39
pretrained,8,"[0.         0.04649329 0.08033043 0.0904371  0.11367437 0.11134179
 0.10300546 0.11674223 0.11623659 0.10765795 0.10623377 0.10083475
 0.1044808  0.10393368 0.10489788 0.10152713 0.09388144 0.08705972
 0.09137069 0.08644431 0.0841986  0.08568459 0.09224536 0.0932097
 0.09318085 0.09097652 0.08657486 0.08615365 0.08738    0.09434475
 0.09205336 0.08610649 0.08053332 0.0817953  0.08027326 0.08267438
 0.08610956 0.09362137 0.09677805 0.09624202 0.09663313 0.10068871
 0.10218581 0.09970936 0.09533572 0.09386477 0.09376416 0.09359705
 0.09950431 0.09864819 0.09649229 0.09688737 0.09471169 0.09363927
 0.09412429 0.0954175  0.0936491  0.09051783 0.0868571  0.08809263
 0.09169385 0.09231567 0.09112214 0.08764939 0.08510338 0.078179
 0.08090985 0.08379179 0.08610878 0.08559195 0.08710776 0.08992611
 0.09038761 0.0894035  0.08960358 0.08856435 0.08956508 0.08636507
 0.08560025 0.0842377  0.08508452 0.0888036  0.08617829 0.08939334
 0.08906806 0.08952633 0.08808496 0.08434619 0.08524895 0.08418984
 0.08717825 0.08707747 0.0895813  0.09085538 0.08792813 0.08557215
 0.08495413 0.08280837 0.08296806 0.0825708  0.08230678]","[0.         0.37833735 0.37162712 0.39157502 0.37351256 0.39173526
 0.38815416 0.36952591 0.35623976 0.34593934 0.34015967 0.33609307
 0.33707561 0.32568756 0.31575764 0.30963177 0.30331708 0.31226586
 0.30266846 0.30582969 0.30242807 0.30612829 0.29610817 0.29119472
 0.28735775 0.28662249 0.27620625 0.27269576 0.27200545 0.26163291
 0.2651202  0.26260636 0.25845282 0.2631499  0.25415083 0.24997454
 0.25339222 0.25009629 0.24781595 0.2482329  0.24763024 0.24020161
 0.23163312 0.23153736 0.23172778 0.23169233 0.22795308 0.23271384
 0.22627006 0.22092596 0.2209251  0.21865035 0.22147367 0.21989957
 0.21985979 0.2156865  0.21475393 0.21020547 0.20389014 0.20029658
 0.19758916 0.19812798 0.2007475  0.19718392 0.19161528 0.18955595
 0.18459541 0.18345382 0.18437017 0.18560196 0.18231849 0.1832078
 0.18187147 0.18555273 0.1834196  0.18116111 0.1786811  0.17494634
 0.17203619 0.1723903  0.17034906 0.17310007 0.17083501 0.17009631
 0.17121351 0.17065162 0.16597499 0.16890532 0.16620316 0.16675741
 0.16885091 0.16769792 0.16772178 0.16965799 0.16569214 0.16446552
 0.16701194 0.16840052 0.16656525 0.16908294 0.16586867]",kinetic,searching,3
pretrained,8,"[0.         0.0495874  0.06943813 0.08409854 0.12164654 0.12887096
 0.11743249 0.13120466 0.13505049 0.13317617 0.13647417 0.13259085
 0.13272111 0.1367285  0.13809602 0.14171777 0.13485088 0.13383097
 0.1373574  0.13604058 0.13206448 0.13092729 0.13703988 0.13635644
 0.14084685 0.13977537 0.13820835 0.13760133 0.1425481  0.14825759
 0.14660273 0.14309465 0.13672056 0.13645183 0.13783627 0.13695675
 0.13989232 0.14675947 0.1508032  0.15135718 0.14997438 0.15590558
 0.15799173 0.1551432  0.15290328 0.1533734  0.15434326 0.15171519
 0.15705941 0.15846831 0.15541144 0.15616928 0.15399028 0.15410006
 0.15476799 0.15604994 0.15377082 0.15289056 0.15002662 0.1512966
 0.15473695 0.15468503 0.15576401 0.15233205 0.15049339 0.14525694
 0.14637899 0.14877414 0.15070261 0.14964418 0.15122218 0.15255258
 0.1547592  0.15461493 0.15574085 0.15554099 0.15706845 0.15528879
 0.15526877 0.15457013 0.15536979 0.15855483 0.15583692 0.15923956
 0.15914474 0.16019705 0.16059351 0.15800236 0.15887669 0.15781687
 0.16130129 0.1608909  0.16297134 0.16460921 0.16296295 0.16151964
 0.16068278 0.15919609 0.15940275 0.1593899  0.15924585]","[0.         0.370458   0.36170285 0.38009433 0.36019873 0.37950779
 0.3754196  0.36759942 0.35815048 0.35249652 0.34585173 0.33949318
 0.34064168 0.32734432 0.31884436 0.31641145 0.30988047 0.32054712
 0.3107793  0.31647348 0.31161047 0.31270592 0.3036922  0.29952227
 0.29835525 0.29738351 0.29147248 0.28866073 0.29230391 0.28217891
 0.28646131 0.28820357 0.28486854 0.28641251 0.28170036 0.27371316
 0.27612251 0.27352403 0.27154172 0.27268008 0.27128177 0.26702542
 0.26075922 0.26033379 0.2630222  0.2656461  0.26462636 0.26513939
 0.26014233 0.25828887 0.25761487 0.2567238  0.25899272 0.25835215
 0.25824272 0.25527287 0.25367493 0.25270354 0.24960551 0.24820394
 0.24640432 0.24554674 0.25010994 0.24806018 0.24596768 0.24725171
 0.24077418 0.23870528 0.23832689 0.23812457 0.2362485  0.23472927
 0.23631393 0.24021978 0.23980381 0.23960114 0.23840196 0.23835265
 0.237573   0.23858289 0.23746081 0.23801389 0.23616573 0.23606448
 0.23710216 0.23777126 0.23801765 0.24190623 0.24018182 0.24036494
 0.24227734 0.24108856 0.24011212 0.2417525  0.24141868 0.24238523
 0.24365386 0.2458497  0.24447925 0.24635803 0.24479072]",kinetic,has_information,24
pretrained,8,"[0.         0.04705119 0.07145816 0.08633402 0.11869682 0.12185597
 0.11859055 0.12992871 0.1333954  0.13578332 0.14722336 0.14737495
 0.14544333 0.15114765 0.15569016 0.15760127 0.15046556 0.15038093
 0.15068607 0.14749877 0.1451185  0.14793139 0.15407227 0.15612243
 0.16038884 0.16361278 0.16162125 0.16017229 0.16466984 0.16872679
 0.16563907 0.16002068 0.15577489 0.15770793 0.15825204 0.159054
 0.1617159  0.17006984 0.1746162  0.17493156 0.17344041 0.17817722
 0.18230247 0.17953266 0.17862509 0.18021926 0.18038365 0.1770472
 0.18191366 0.18365856 0.17982399 0.18280319 0.18081239 0.17979397
 0.18122712 0.18283763 0.18113443 0.18022982 0.17609076 0.1741714
 0.1780879  0.17736557 0.17889217 0.17552795 0.17400835 0.16968885
 0.17023848 0.17364619 0.1746873  0.17394146 0.17412895 0.17599711
 0.17807563 0.1771101  0.17804875 0.17860383 0.1804465  0.18013761
 0.17935363 0.17731692 0.17818492 0.18160406 0.17905134 0.18239402
 0.1825909  0.18305121 0.18387787 0.18153981 0.18228131 0.18179215
 0.18478519 0.18354002 0.18463432 0.18634653 0.18486172 0.18371699
 0.18257813 0.18117984 0.18119839 0.18123897 0.18103071]","[0.         0.36653965 0.35357516 0.36928246 0.34818763 0.36728259
 0.36177501 0.35291262 0.3450942  0.34129961 0.33590939 0.33124621
 0.3322225  0.32101481 0.31507311 0.31132161 0.30565112 0.31959522
 0.31286049 0.31703041 0.31250847 0.31327874 0.30409867 0.298614
 0.29823367 0.29767935 0.29251596 0.28822947 0.29112739 0.28115051
 0.28347889 0.28274636 0.28117369 0.28286215 0.27848814 0.27361638
 0.27458524 0.27358115 0.27249908 0.27293845 0.27206965 0.26809037
 0.262931   0.26145675 0.26375146 0.26707955 0.2663823  0.26730575
 0.26255607 0.26067551 0.26088452 0.26144105 0.26308409 0.26214118
 0.26081149 0.258134   0.25541902 0.25451481 0.25086895 0.24885985
 0.24739455 0.24623217 0.25008416 0.24766651 0.24449572 0.24585052
 0.23905065 0.23787138 0.23753383 0.23653617 0.23432506 0.23336699
 0.23445683 0.23769733 0.2362658  0.23654596 0.23553987 0.23632481
 0.23471169 0.23521835 0.23440932 0.23464108 0.23337364 0.23304086
 0.23413798 0.23385241 0.23471226 0.23804675 0.23623051 0.23652525
 0.23763976 0.23536834 0.23393266 0.23532802 0.23525929 0.23646293
 0.23757677 0.23930447 0.23778916 0.23926738 0.23785559]",kinetic,has_item,33
pretrained,8,"[0.         0.02324668 0.04944163 0.07193126 0.09960626 0.10055001
 0.0988699  0.10480448 0.10822313 0.11126803 0.12599841 0.12279946
 0.12133236 0.12587904 0.12840691 0.1286875  0.11935199 0.11924203
 0.12030299 0.11822207 0.11594554 0.11880868 0.12505736 0.1249587
 0.12963447 0.13247473 0.12981697 0.12911021 0.13256609 0.13588936
 0.13226372 0.12596021 0.12273242 0.12466261 0.1238595  0.12374244
 0.12652859 0.13334522 0.13696028 0.13864212 0.13703579 0.14131926
 0.14477285 0.14273194 0.14231256 0.14378555 0.14405047 0.13982522
 0.14319909 0.14408622 0.14038227 0.14371113 0.1409183  0.13997016
 0.14150927 0.14331774 0.1423492  0.14070739 0.13656444 0.13507199
 0.13830072 0.1383951  0.13966413 0.13612132 0.13522602 0.131709
 0.13207184 0.13529026 0.13661361 0.13541799 0.13539059 0.13714527
 0.13938566 0.13851292 0.13917525 0.14064844 0.1431029  0.14271798
 0.14228774 0.14069288 0.14153793 0.14515848 0.14261263 0.14665371
 0.14704159 0.14709578 0.14760882 0.14536419 0.14650365 0.14594504
 0.14926786 0.14839834 0.15012621 0.15157246 0.15017445 0.15004415
 0.14879434 0.14741838 0.14714804 0.14704961 0.14647236]","[0.         0.37197681 0.35469855 0.36357933 0.34449815 0.3634398
 0.35985569 0.35383896 0.34429873 0.34076806 0.33307726 0.33164198
 0.3309946  0.31994277 0.31683957 0.31487114 0.31267087 0.32399057
 0.31726061 0.3189785  0.31551844 0.31568318 0.30757693 0.30293154
 0.30161961 0.30031084 0.29646227 0.29234049 0.29508701 0.28686923
 0.28937824 0.28967778 0.28708668 0.28919539 0.28584942 0.28214883
 0.28314119 0.28350325 0.28299173 0.28111273 0.28045707 0.27808606
 0.27457024 0.27331965 0.27406085 0.27687917 0.27557544 0.27742078
 0.2742378  0.27365803 0.27342311 0.27350051 0.27547731 0.2746184
 0.27336129 0.27088877 0.26784043 0.26788383 0.26481201 0.26234601
 0.26181955 0.25985454 0.26331557 0.2612172  0.25792032 0.25850562
 0.25280746 0.25193573 0.25120956 0.25073984 0.24900035 0.24833807
 0.24927099 0.2516768  0.25073661 0.24980825 0.24821845 0.24878465
 0.24713444 0.2473916  0.24660314 0.24681397 0.24540406 0.24411852
 0.24490795 0.24514308 0.24607104 0.24868529 0.24671367 0.24719014
 0.24774397 0.24545647 0.24423187 0.24568303 0.24547061 0.24562027
 0.24689694 0.248311   0.24737097 0.24886228 0.24816961]",kinetic,idle,18
pretrained,8,"[0.         0.0271576  0.0594176  0.07183081 0.09176311 0.08098196
 0.0750585  0.08618008 0.0865907  0.08556097 0.10027573 0.10140614
 0.09958213 0.10192008 0.10661994 0.10416637 0.0938228  0.09390282
 0.09610851 0.09506651 0.08689844 0.09310643 0.09844212 0.10239195
 0.10758794 0.10575686 0.1033164  0.10509227 0.10856446 0.11282672
 0.1070038  0.09992469 0.09675991 0.10090522 0.10239572 0.10035234
 0.104437   0.11050244 0.1126507  0.11572946 0.11638945 0.12070458
 0.12351693 0.12135389 0.12104593 0.12275835 0.12489191 0.12012396
 0.12415049 0.12653762 0.12205302 0.12527609 0.12374176 0.12152502
 0.12322269 0.12508945 0.12330151 0.12185165 0.1174465  0.11596583
 0.11948588 0.11792991 0.11636265 0.11242678 0.11139701 0.10736093
 0.10766023 0.10979382 0.11015116 0.11020851 0.11029514 0.11100089
 0.11336451 0.11161449 0.11103311 0.11192468 0.11381472 0.11317736
 0.11302577 0.111961   0.11367839 0.11600636 0.11391825 0.11600278
 0.11596514 0.11461782 0.1152608  0.11282312 0.11384388 0.11399446
 0.11780019 0.11754652 0.11716878 0.11819377 0.11745281 0.11881839
 0.11776558 0.11722084 0.11842404 0.11764316 0.11676653]","[0.         0.37700673 0.35877395 0.36830173 0.35593221 0.37374353
 0.37002465 0.35843868 0.35201291 0.35031405 0.34102687 0.3387914
 0.33786221 0.33004391 0.32198281 0.31945058 0.31820959 0.32816755
 0.32402809 0.32282361 0.32373734 0.32386708 0.31709706 0.31047028
 0.30877777 0.3116134  0.30645166 0.29974168 0.30251851 0.29475315
 0.29961491 0.30079763 0.29813374 0.29840411 0.2940275  0.29150052
 0.28983848 0.29139528 0.2908559  0.28698879 0.28565957 0.28283648
 0.27951147 0.27948896 0.27959485 0.2815214  0.27866636 0.27962325
 0.27686867 0.27487349 0.27509926 0.27635524 0.27802424 0.27667263
 0.27538666 0.27254089 0.27016001 0.27025556 0.26755378 0.26500181
 0.2651107  0.2637271  0.269194   0.26595578 0.26357735 0.26531667
 0.26115585 0.2621695  0.26230444 0.26105537 0.25946196 0.25789554
 0.2587602  0.26172486 0.26155027 0.26153718 0.26014415 0.26130705
 0.25909627 0.25847751 0.25653219 0.25804986 0.25510241 0.25585058
 0.25687998 0.25849693 0.25976742 0.26267346 0.26120048 0.26090356
 0.26003985 0.25722472 0.2585285  0.25997108 0.25896612 0.25749527
 0.25842897 0.25874952 0.2560574  0.25735022 0.25655065]",kinetic,has_item,15
pretrained,8,"[0.         0.027117   0.06514723 0.07031649 0.09675773 0.09768075
 0.09537008 0.10663948 0.10207443 0.09634679 0.10929497 0.11027821
 0.11076439 0.11267361 0.11326603 0.10940619 0.09825318 0.09787053
 0.1010099  0.10238898 0.09514807 0.10115025 0.10662666 0.10988403
 0.11537176 0.11408694 0.11242659 0.11229153 0.1144889  0.11840456
 0.11192214 0.10573767 0.10616712 0.11004789 0.10952772 0.10697121
 0.10948107 0.11415681 0.1156327  0.11826883 0.11952544 0.12291634
 0.12512198 0.12242485 0.12217758 0.1231501  0.12435116 0.12031592
 0.12287751 0.125334   0.12194237 0.12456506 0.12214797 0.12101977
 0.12284255 0.12517814 0.1233067  0.12308876 0.11844861 0.11741681
 0.12100435 0.11955656 0.11771311 0.11372568 0.11123153 0.10673062
 0.10674018 0.10830291 0.10900978 0.10943742 0.10952631 0.10993162
 0.11207062 0.11061163 0.11043955 0.11148319 0.11228237 0.11186905
 0.11188347 0.11126159 0.11238363 0.11401168 0.11254006 0.11457547
 0.11475645 0.11320947 0.11338936 0.11160614 0.11176969 0.11178157
 0.11506076 0.11464389 0.11472744 0.11604604 0.1156687  0.11725418
 0.11638508 0.11608593 0.11720382 0.11648696 0.11565346]","[0.         0.36918701 0.35726683 0.37246217 0.36948482 0.38053141
 0.38067029 0.36836712 0.36625642 0.36122165 0.35332415 0.35006807
 0.34906974 0.33960931 0.32621259 0.32253443 0.32035965 0.32786773
 0.32463417 0.32207003 0.32192688 0.32200585 0.3156983  0.30826937
 0.30676847 0.30901332 0.30373913 0.29609757 0.29781034 0.29061329
 0.2952599  0.29585944 0.29495937 0.29383992 0.28975356 0.28725785
 0.28523932 0.28575327 0.28412013 0.28058458 0.27980363 0.27600932
 0.27314126 0.27384746 0.2735685  0.27452199 0.270951   0.27172738
 0.26901455 0.26775099 0.2674998  0.26869993 0.27036469 0.26866042
 0.26749142 0.26428169 0.26197759 0.26211415 0.25911963 0.25691404
 0.25673087 0.25540047 0.26088855 0.25823954 0.2564471  0.2577123
 0.25391687 0.25459527 0.25448183 0.25276686 0.25123651 0.2498261
 0.25046441 0.25330418 0.25272887 0.25255578 0.25142615 0.25264497
 0.25070038 0.24998976 0.24783207 0.2492922  0.24687711 0.24778358
 0.24824393 0.25018031 0.25123446 0.25407182 0.25284343 0.25247838
 0.25183455 0.24904018 0.25015089 0.25145482 0.25045604 0.24897369
 0.24982474 0.25033399 0.24759798 0.24880024 0.24781758]",kinetic,searching,6
