,time,signal,type,query,choice
0,256.46929955482483,idle,visual,"722,2014,2177",0
1,273.41203355789185,idle,visual,"722,5143,5114",2
2,286.40964460372925,idle,visual,"722,1779,5114",2
3,289.3763515949249,idle,visual,"3180,1637,5114",2
4,312.3168611526489,idle,visual,"2228,1063,5114",2
5,326.13863825798035,idle,visual,"5558,2787,5114",3
6,339.3451874256134,idle,visual,"1911,2221,4537",0
7,476.69163370132446,idle,visual,"4975,4143,1430",0
8,479.7391004562378,idle,visual,"4975,5720,4056",0
9,486.90777587890625,idle,visual,"4975,1112,1149",0
10,488.95602536201477,idle,visual,"4975,1112,1149",0
11,497.2520933151245,idle,visual,"4975,4140,1561",0
12,731.1287956237793,searching,visual,"4796,797,3587",0
13,736.7745313644409,searching,auditory,"464,441,368",0
14,737.0485401153564,searching,kinesthetic,"164,884,660",0
15,740.241616487503,searching,visual,"4796,907,4137",0
16,744.5410289764404,searching,visual,"4796,907,4137",0
17,746.0764653682709,searching,visual,"4796,65,1662",0
18,1148.501480102539,has_item,kinesthetic,"1208,996,123",0
