,time,signal,type,query,choice
0,258.2494156360626,searching,visual,"2198,2226,3337",0
1,280.3928472995758,searching,auditory,[ 53 288 815],3
2,345.04024147987366,searching,auditory,"53,408,717",0
3,362.35222601890564,searching,kinesthetic,"1256,927,1623",2
4,364.4708368778229,searching,visual,"2198,1171,2276",0
5,540.8054418563843,has_item,visual,"4415,4058,2684",0
6,542.653891324997,has_item,auditory,"749,288,818",0
7,546.9517819881439,has_item,kinesthetic,"1393,1418,1598",0
8,629.0228428840637,idle,kinesthetic,"1510,260,121",0
9,634.5014674663544,idle,visual,"5723,3272,2067",0
10,773.4584412574768,has_information,visual,"88,3611,1956",0
11,775.3998198509216,has_information,auditory,"829,116,431",0
12,786.256299495697,has_information,kinesthetic,"627,1844,366",2
